"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"dining options#Location";"1";"1";"1";"dining option";"N N";"dining#4 options#6"
"a stay#unknown";"1";"1";"1";"a stay";"D N";"a#534 stay#70"
"the drinks#Restaurant";"1";"1";"1";"the drink";"D N";"the#1330 drinks#13"
"one tv#Facilities";"1";"1";"1";"one TV";"O N";"one#67 tv#18"
"all furniture#Interior/exterior";"1";"1";"1";"all furniture";"D N";"all#116 furniture#6"
"the style#Interior/exterior";"1";"1";"1";"the style";"D N";"the#1330 style#7"
"relaxation area#Facilities";"1";"1";"1";"relaxation area";"N N";"relaxation#1 area#40"
"spa area#Facilities";"1";"1";"1";"spa area";"G N";"spa#13 area#40"
"the meals#Restaurant";"1";"1";"1";"the meal";"D N";"the#1330 meals#4"
"some staff#Staff";"1";"1";"1";"some staff";"D N";"some#42 staff#122"
"the mattress#Beds";"1";"1";"1";"the mattress";"D N";"the#1330 mattress#2"
"entertainment program#Facilities";"1";"1";"1";"entertainment program";"N N";"entertainment#6 program#1"
"the employees#Staff";"1";"1";"1";"the employee";"D N";"the#1330 employees#3"
"golf courses#Facilities";"1";"1";"1";"golf course";"D N";"golf#3 courses#1"
"video games#Facilities";"1";"1";"1";"video game";"G N";"video#1 games#2"
"touristy area#unknown";"1";"1";"1";"touristy area";"G N";"touristy#1 area#40"
"get away#unknown";"1";"1";"1";"get away";"V O";"get#39 away#15"
"mamlouk resort#Location";"1";"1";"1";"Mamlouk resort";"R N";"mamlouk#4 resort#8"
"negative review#unknown";"1";"1";"1";"negative review";"G N";"negative#2 review#1"
"its location#Location";"1";"1";"1";"its location";"Q N";"its#18 location#85"
"beach area#Location";"1";"1";"1";"beach area";"D N";"beach#33 area#40"
"hotel interior#Interior/exterior";"1";"1";"1";"hotel interior";"N N";"hotel#430 interior#2"
"room space#Rooms";"1";"1";"1";"room space";"N N";"room#185 space#10"
"rs375 off#unknown";"1";"1";"1";"RS375 off";"R P";"rs375#1 off#10"
"shared shower#Bathroom";"1";"1";"1";"share shower";"V N";"shared#1 shower#15"
"nespresso machine#Facilities";"1";"1";"1";"Nespresso machine";"R N";"nespresso#1 machine#5"
"jacuzzi area#Facilities";"1";"1";"1";"jacuzzi area";"N N";"jacuzzi#1 area#40"
"child pool#Swimming pool";"1";"1";"1";"child pool";"N N";"child#2 pool#25"
"living room#unknown";"1";"1";"1";"living room";"N N";"living#1 room#185"
"the furniture#Interior/exterior";"1";"1";"1";"the furniture";"D N";"the#1330 furniture#6"
"real bar#Facilities";"1";"1";"1";"real bar";"G N";"real#3 bar#32"
"the bathrooms#Bathroom";"1";"1";"1";"the bathroom";"D N";"the#1330 bathrooms#3"
"the complex#Interior/exterior";"1";"1";"1";"the complex";"D N";"the#1330 complex#1"
"back massage#Facilities";"1";"1";"1";"back massage";"A N";"back#36 massage#2"
"complaints handling#Reservation/check-in/check-out";"1";"1";"1";"complaint handle";"N V";"complaints#3 handling#1"
"beach resort#unknown";"1";"1";"1";"beach resort";"N N";"beach#33 resort#8"
"internet centre#Internet";"1";"1";"1";"Internet centre";"R N";"internet#15 centre#13"
"the gilde#Location";"1";"1";"1";"the Gilde";"D R";"the#1330 gilde#2"
"every need#Staff";"1";"1";"1";"every need";"D N";"every#17 need#18"
"the neightborhood#Interior/exterior";"1";"1";"1";"the neightborhood";"D N";"the#1330 neightborhood#1"
"heating system#Facilities";"1";"1";"1";"heating system";"N N";"heating#1 system#2"
"hotel experience#unknown";"1";"1";"1";"hotel experience";"N N";"hotel#430 experience#12"
"soft drinks#Facilities";"1";"1";"1";"soft drink";"G N";"soft#2 drinks#13"
"customer service#Staff";"1";"1";"1";"customer service";"N N";"customer#2 service#48"
"two things#unknown";"1";"1";"1";"two thing";"O N";"two#21 things#9"
"drinks buffet#Facilities";"1";"1";"1";"drink buffet";"N N";"drinks#13 buffet#8"
"this travelodge#unknown";"1";"1";"1";"this Travelodge";"D R";"this#158 travelodge#1"
"every noice#Noisiness";"1";"1";"1";"every noice";"D N";"every#17 noice#1"
"steam iron#Facilities";"1";"1";"1";"steam iron";"N N";"steam#1 iron#5"
"bell staff#Staff";"1";"1";"1";"Bell staff";"R N";"bell#1 staff#122"
"excecutive chef#Staff";"1";"1";"1";"excecutive chef";"G N";"excecutive#1 chef#4"
"beach club#Facilities";"1";"1";"1";"beach club";"N N";"beach#33 club#4"
"room insulation#Noisiness";"1";"1";"1";"room insulation";"N N";"room#185 insulation#1"
"wash basin#Bathroom";"1";"1";"1";"wash basin";"N N";"wash#1 basin#2"
"notre dame#Location";"1";"1";"1";"Notre Dame";"R R";"notre#1 dame#1"
"the kichen#Facilities";"1";"1";"1";"the kichen";"D N";"the#1330 kichen#1"
"every detail#unknown";"1";"1";"1";"every detail";"D N";"every#17 detail#4"
"2 seats#Rooms";"1";"1";"1";"2 seat";"O N";"2#22 seats#2"
"wow about#unknown";"1";"1";"1";"wow about";"V P";"wow#1 about#36"
"bus tickets#Transportation";"1";"1";"1";"bus ticket";"N N";"bus#17 tickets#2"
"tube stations#Transportation";"1";"1";"1";"tube station";"N N";"tube#3 stations#5"
"many comforts#Facilities";"1";"1";"1";"many comfort";"G N";"many#17 comforts#3"
"this experience#unknown";"1";"1";"1";"this experience";"D N";"this#158 experience#12"
"this campsite#unknown";"1";"1";"1";"this campsite";"D N";"this#158 campsite#3"
"flat tv#Facilities";"1";"1";"1";"Flat TV";"R N";"flat#5 tv#18"
"tv signal#Facilities";"1";"1";"1";"TV signal";"N N";"tv#18 signal#2"
"5 restaurants#Restaurant";"1";"1";"1";"5 restaurant";"O N";"5#22 restaurants#30"
"all noise#Noisiness";"1";"1";"1";"all noise";"D N";"all#116 noise#18"
"tube television#Facilities";"1";"1";"1";"tube television";"N N";"tube#3 television#1"
"hamburger meat#Restaurant";"1";"1";"1";"Hamburger meat";"R N";"hamburger#1 meat#1"
"everything else#unknown";"1";"1";"1";"everything else";"N A";"everything#23 else#5"
"tuscan location#Location";"1";"1";"1";"Tuscan location";"R N";"tuscan#2 location#85"
"evening entertainment#Facilities";"1";"1";"1";"evening entertainment";"N N";"evening#6 entertainment#6"
"this resort#unknown";"1";"1";"1";"this resort";"D N";"this#158 resort#8"
"gym facilities#Facilities";"1";"1";"1";"gym facility";"N N";"gym#8 facilities#11"
"live show#Facilities";"1";"1";"1";"live show";"G N";"live#2 show#2"
"the expense#Value-for-money";"1";"1";"1";"the expense";"D N";"the#1330 expense#1"
"electrical outlet#Facilities";"1";"1";"1";"electrical outlet";"G N";"electrical#2 outlet#1"
"upper rooms#Rooms";"1";"1";"1";"Upper room";"R N";"upper#4 rooms#80"
"maid service#Staff";"1";"1";"1";"Maid service";"R N";"maid#1 service#48"
"the cabinets#Rooms";"1";"1";"1";"the cabinet";"D N";"the#1330 cabinets#1"
"food prices#Value-for-money";"1";"1";"1";"food price";"N N";"food#73 prices#2"
"new ones#unknown";"1";"1";"1";"new one";"G N";"new#9 ones#2"
"reception personnel#Staff";"1";"1";"1";"reception personnel";"N N";"reception#20 personnel#6"
"enough seats#Restaurant";"1";"1";"1";"enough seat";"G N";"enough#20 seats#2"
"tee times#Facilities";"1";"1";"1";"tee time";"N N";"tee#1 times#14"
"bus stops#Transportation";"1";"1";"1";"bus stop";"N N";"bus#17 stops#2"
"hotel massena#unknown";"1";"1";"1";"hotel Massena";"N R";"hotel#430 massena#1"
"room lock#Rooms";"1";"1";"1";"room lock";"N N";"room#185 lock#1"
"the experience#unknown";"1";"1";"1";"the experience";"D N";"the#1330 experience#12"
"orange juice#Breakfast";"1";"1";"1";"orange juice";"N N";"orange#1 juice#3"
"piped music#Facilities";"1";"1";"1";"pipe music";"V N";"piped#1 music#8"
"nousy works#Noisiness";"1";"1";"1";"nousy work";"A V";"nousy#1 works#4"
"screen tv#Facilities";"1";"1";"1";"screen TV";"N N";"screen#2 tv#18"
"our pitch#Facilities";"1";"1";"1";"our pitch";"Q N";"our#69 pitch#1"
"ironing board#Facilities";"1";"1";"1";"iron board";"V N";"ironing#1 board#2"
"two options#unknown";"1";"1";"1";"two option";"O N";"two#21 options#6"
"mini minidisco#Facilities";"1";"1";"1";"mini minidisco";"V G";"mini#4 minidisco#1"
"the dawning#unknown";"1";"1";"1";"the dawning";"D N";"the#1330 dawning#1"
"the scale#unknown";"1";"1";"1";"the scale";"D N";"the#1330 scale#1"
"decorative items#Interior/exterior";"1";"1";"1";"decorative item";"N N";"decorative#1 items#4"
"bath shower#Bathroom";"1";"1";"1";"Bath shower";"R N";"bath#7 shower#15"
"numerous shopping#Location";"1";"1";"1";"numerous shopping";"G N";"numerous#3 shopping#17"
"sunrise mamlouk#Location";"1";"1";"1";"Sunrise Mamlouk";"R R";"sunrise#2 mamlouk#4"
"holiday resort#unknown";"1";"1";"1";"holiday resort";"N N";"holiday#28 resort#8"
"the walk#unknown";"1";"1";"1";"the walk";"D N";"the#1330 walk#20"
"the kitchenware#Facilities";"1";"1";"1";"the kitchenware";"D N";"the#1330 kitchenware#1"
"high floor#Interior/exterior";"1";"1";"1";"high floor";"G N";"high#5 floor#24"
"internet access#Internet";"1";"1";"1";"Internet access";"R N";"internet#15 access#9"
"bathroom basin#Bathroom";"1";"1";"1";"bathroom basin";"N N";"bathroom#33 basin#2"
"the hotel#unknown";"0";"54";"163";"the hotel";"D N";"the#1330 hotel#430"
"the room#Rooms";"0";"37";"72";"the room";"D N";"the#1330 room#185"
"this hotel#unknown";"0";"29";"71";"this hotel";"D N";"this#158 hotel#430"
"the staff#Staff";"0";"28";"38";"the staff";"D N";"the#1330 staff#122"
"the rooms#Rooms";"0";"19";"25";"the room";"D N";"the#1330 rooms#80"
"the location#Location";"0";"18";"20";"the location";"D N";"the#1330 location#85"
"the food#Restaurant";"0";"16";"22";"the food";"D N";"the#1330 food#73"
"the bathroom#Bathroom";"0";"11";"16";"the bathroom";"D N";"the#1330 bathroom#33"
"the price#Value-for-money";"0";"8";"19";"the price";"D N";"the#1330 price#34"
"the breakfast#Breakfast";"0";"8";"15";"the breakfast";"D N";"the#1330 breakfast#75"
"the service#Staff";"0";"7";"9";"the service";"D N";"the#1330 service#48"
"the bed#Beds";"0";"7";"9";"the bed";"D N";"the#1330 bed#30"
"our room#Rooms";"0";"6";"10";"our room";"Q N";"our#69 room#185"
"the beach#Location";"0";"5";"9";"the beach";"D N";"the#1330 beach#33"
"this place#unknown";"0";"3";"5";"this place";"D N";"this#158 place#46"
"check in#Reservation/check-in/check-out";"0";"3";"7";"check in";"N P";"check#17 in#432"
"the bar#Facilities";"0";"3";"9";"the bar";"D N";"the#1330 bar#32"
"my room#Rooms";"0";"3";"7";"my room";"Q N";"my#77 room#185"
"pool area#Swimming pool";"0";"3";"6";"pool area";"N N";"pool#25 area#40"
"animation team#Staff";"0";"3";"5";"animation team";"N N";"animation#8 team#11"
"the restaurant#Restaurant";"0";"3";"17";"the restaurant";"D N";"the#1330 restaurant#47"
"the pool#Swimming pool";"0";"2";"5";"the pool";"D N";"the#1330 pool#25"
"room service#Staff";"0";"2";"4";"Room service";"N N";"room#185 service#48"
"reception staff#Staff";"0";"2";"4";"reception staff";"N N";"reception#20 staff#122"
"internet connection#Internet";"0";"2";"3";"internet connection";"N N";"internet#15 connection#5"
"all staff#Staff";"0";"2";"4";"all staff";"D N";"all#116 staff#122"
"wireless internet#Internet";"0";"2";"3";"wireless internet";"G N";"wireless#3 internet#15"
"this place#Location";"0";"2";"5";"this place";"D N";"this#158 place#46"
"our stay#unknown";"0";"2";"7";"our stay";"Q N";"our#69 stay#70"
"swimming pool#Swimming pool";"0";"2";"4";"swim pool";"V N";"swimming#7 pool#25"
"the place#unknown";"0";"2";"7";"the place";"D N";"the#1330 place#46"
"a hotel#unknown";"0";"2";"7";"a hotel";"D N";"a#534 hotel#430"
"the owners#Staff";"0";"2";"4";"the owner";"D N";"the#1330 owners#4"
"the ticket#unknown";"0";"1";"2";"the ticket";"D N";"the#1330 ticket#3"
"the stay#unknown";"0";"1";"3";"the stay";"D N";"the#1330 stay#70"
"many people#unknown";"0";"1";"3";"many person";"G N";"many#17 people#26"
"executive room#Rooms";"0";"1";"3";"executive room";"G N";"executive#6 room#185"
"the toilet#Bathroom";"0";"1";"3";"the toilet";"D N";"the#1330 toilet#9"
"train stations#Transportation";"0";"1";"2";"train station";"N N";"train#7 stations#5"
"our reservation#Reservation/check-in/check-out";"0";"1";"2";"our reservation";"Q N";"our#69 reservation#7"
"the gardens#Interior/exterior";"0";"1";"2";"the garden";"D N";"the#1330 gardens#5"
"french hotel#unknown";"0";"1";"2";"french hotel";"G N";"french#8 hotel#430"
"the outside#Interior/exterior";"0";"1";"3";"the outside";"D G";"the#1330 outside#13"
"this price#Value-for-money";"0";"1";"2";"this price";"D N";"this#158 price#34"
"the animation#Facilities";"0";"1";"5";"the animation";"D N";"the#1330 animation#8"
"the metro#Transportation";"0";"1";"3";"the metro";"D N";"the#1330 metro#11"
"room cleaning#Cleanliness";"0";"1";"2";"Room cleaning";"R N";"room#185 cleaning#5"
"aqua park#Facilities";"0";"1";"5";"Aqua park";"R N";"aqua#5 park#10"
"air conditioning#Facilities";"0";"1";"4";"air conditioning";"N N";"air#8 conditioning#4"
"the campsite#Staff";"0";"1";"2";"the campsite";"D N";"the#1330 campsite#3"
"a choice#unknown";"0";"1";"2";"a choice";"D N";"a#534 choice#21"
"the entertainment#Staff";"0";"1";"2";"the entertainment";"D N";"the#1330 entertainment#6"
"reception area#Interior/exterior";"0";"1";"3";"reception area";"N N";"reception#20 area#40"
"staff members#Staff";"0";"1";"2";"staff member";"N N";"staff#122 members#3"
"bathroom door#Bathroom";"0";"1";"2";"bathroom door";"N N";"bathroom#33 door#13"
"front desk#Staff";"0";"1";"5";"Front desk";"R N";"front#13 desk#11"
"the staff#unknown";"0";"1";"38";"the staff";"D N";"the#1330 staff#122"
"public transportation#Transportation";"0";"1";"3";"public transportation";"G N";"public#9 transportation#3"
"coffee machine#Facilities";"0";"1";"2";"coffee machine";"N N";"coffee#13 machine#5"
"a restaurant#Restaurant";"0";"1";"2";"a restaurant";"D N";"a#534 restaurant#47"
"the price#unknown";"0";"1";"19";"the price";"D N";"the#1330 price#34"
"some refurbishment#Interior/exterior";"0";"1";"2";"some refurbishment";"D N";"some#42 refurbishment#4"
"a supermarket#Location";"0";"1";"2";"a supermarket";"D N";"a#534 supermarket#4"
"personal service#Staff";"0";"1";"2";"personal service";"G N";"personal#5 service#48"
"my stay#unknown";"0";"1";"7";"my stay";"Q N";"my#77 stay#70"
"the fridge#Facilities";"0";"1";"2";"the fridge";"D N";"the#1330 fridge#4"
"the chair#Rooms";"0";"1";"2";"the chair";"D N";"the#1330 chair#2"
"airport hotel#unknown";"0";"1";"2";"airport hotel";"N N";"airport#21 hotel#430"
"tram stop#Transportation";"0";"1";"3";"Tram stop";"R N";"tram#4 stop#6"
"the noise#Noisiness";"0";"1";"7";"the noise";"D N";"the#1330 noise#18"
"the bath#Bathroom";"0";"1";"3";"the bath";"D N";"the#1330 bath#7"
"many restaurants#Location";"0";"1";"2";"many restaurant";"G N";"many#17 restaurants#30"
"executive chef#Staff";"0";"1";"2";"executive chef";"N N";"executive#6 chef#4"
"the gym#Facilities";"0";"1";"2";"the gym";"D N";"the#1330 gym#8"
"somewhere else#unknown";"0";"1";"2";"somewhere else";"A A";"somewhere#3 else#5"
"sultana café#Location";"0";"1";"2";"Sultana Café";"R R";"sultana#2 café#2"
"the quality#Restaurant";"0";"1";"2";"the quality";"D N";"the#1330 quality#17"
"a balcony#Rooms";"0";"1";"2";"a balcony";"D N";"a#534 balcony#6"
"upper floors#Interior/exterior";"0";"1";"2";"upper floor";"G N";"upper#4 floors#3"
"somewhere else#Location";"0";"1";"2";"somewhere else";"A A";"somewhere#3 else#5"
"the choice#Breakfast";"0";"1";"2";"the choice";"D N";"the#1330 choice#21"
"nh carlton#unknown";"0";"1";"2";"NH CARLTON";"R R";"nh#2 carlton#4"
"the buffet#Restaurant";"0";"1";"4";"the buffet";"D N";"the#1330 buffet#8"
"the view#Rooms";"0";"1";"6";"the view";"D N";"the#1330 view#24"
"the manager#Staff";"0";"1";"3";"the manager";"D N";"the#1330 manager#10"
"the waiters#Staff";"0";"1";"3";"the waiter";"D N";"the#1330 waiters#5"
"the towels#unknown";"0";"1";"2";"the towel";"D N";"the#1330 towels#10"
"public transport#Transportation";"0";"1";"3";"public transport";"G N";"public#9 transport#6"
"the food#unknown";"0";"1";"22";"the food";"D N";"the#1330 food#73"
"hotel room#Rooms";"0";"1";"4";"hotel room";"N N";"hotel#430 room#185"
"pool areas#Swimming pool";"0";"1";"2";"pool area";"N N";"pool#25 areas#11"
"the street#Location";"0";"1";"7";"the street";"D N";"the#1330 street#13"
"air condition#Facilities";"0";"1";"2";"air condition";"N N";"air#8 condition#7"
"the window#Rooms";"0";"1";"2";"the window";"D N";"the#1330 window#5"
"hotel staff#Staff";"0";"1";"3";"Hotel staff";"R N";"hotel#430 staff#122"
"all inclusive#Facilities";"0";"1";"11";"all inclusive";"D G";"all#116 inclusive#13"
"the entrance#Interior/exterior";"0";"1";"3";"the entrance";"D N";"the#1330 entrance#5"
"the money#Value-for-money";"0";"1";"7";"the money";"D N";"the#1330 money#24"
"the apartments#unknown";"0";"1";"2";"the apartment";"D N";"the#1330 apartments#4"
"the coffee#Breakfast";"0";"1";"2";"the coffee";"D N";"the#1330 coffee#13"
"its price#Value-for-money";"0";"1";"2";"its price";"Q N";"its#18 price#34"
"the ground#unknown";"0";"1";"5";"the ground";"D N";"the#1330 ground#5"
"a desk#Rooms";"0";"1";"2";"a desk";"D N";"a#534 desk#11"
"the buffet#Breakfast";"0";"1";"4";"the buffet";"D N";"the#1330 buffet#8"
"room size#Rooms";"0";"1";"3";"Room size";"R N";"room#185 size#11"
"the area#Location";"0";"1";"5";"the area";"D N";"the#1330 area#40"
"the hostel#unknown";"0";"1";"2";"the hostel";"D N";"the#1330 hostel#8"
"front desk#Reservation/check-in/check-out";"0";"1";"5";"Front desk";"R N";"front#13 desk#11"
"hot water#Bathroom";"0";"1";"2";"hot water";"G N";"hot#11 water#10"
"my expectations#unknown";"0";"1";"2";"my expectation";"Q N";"my#77 expectations#5"
"area around#Location";"0";"1";"3";"area around";"N P";"area#40 around#26"
"bar staff#Staff";"0";"1";"3";"Bar staff";"R N";"bar#32 staff#122"
"the wifi#Internet";"0";"1";"2";"the Wifi";"D R";"the#1330 wifi#8"
"the place#Location";"0";"1";"7";"the place";"D N";"the#1330 place#46"
"all inclusive#unknown";"0";"1";"11";"all inclusive";"D G";"all#116 inclusive#13"
"the elevator#Facilities";"0";"1";"2";"the elevator";"D N";"the#1330 elevator#7"
"car park#Car parking";"0";"1";"3";"car park";"N N";"car#7 park#10"
"some people#unknown";"0";"1";"2";"some person";"D N";"some#42 people#26"
"the lobby#Interior/exterior";"0";"1";"7";"the lobby";"D N";"the#1330 lobby#12"
"the vivaldi hotel#Location";"1";"3";"3";"the Vivaldi Hotel";"D R R";"the#1330 vivaldi#3 hotel#430"
"the hotel rooms#Rooms";"1";"3";"3";"the hotel room";"D N N";"the#1330 hotel#430 rooms#80"
"the car park#Car parking";"1";"2";"2";"the car park";"D N N";"the#1330 car#7 park#10"
"the reception area#Interior/exterior";"1";"2";"2";"the reception area";"D N N";"the#1330 reception#20 area#40"
"the breakfast times#Breakfast";"1";"2";"2";"the breakfast time";"D N N";"the#1330 breakfast#75 times#14"
"the reception staff#Staff";"1";"2";"2";"the reception staff";"D N N";"the#1330 reception#20 staff#122"
"the bar staff#Staff";"1";"2";"2";"the bar staff";"D N N";"the#1330 bar#32 staff#122"
"the hotel staff#Staff";"1";"2";"2";"the hotel staff";"D N N";"the#1330 hotel#430 staff#122"
"the check in#Reservation/check-in/check-out";"1";"2";"2";"the check in";"D N A";"the#1330 check#17 in#432"
"the central location#Location";"1";"2";"2";"the central location";"D N N";"the#1330 central#11 location#85"
"the old villa#unknown";"1";"1";"1";"the old villa";"D G N";"the#1330 old#36 villa#4"
"all information needed#unknown";"1";"1";"1";"all information need";"D N V";"all#116 information#3 needed#6"
"anything beyond basics#unknown";"1";"1";"1";"anything beyond basics";"N P N";"anything#8 beyond#2 basics#2"
"very friendly animator#Staff";"1";"1";"1";"very friendly animator";"A G N";"very#267 friendly#55 animator#2"
"a good espresso#Facilities";"1";"1";"1";"a good espresso";"D G N";"a#534 good#153 espresso#1"
"the common area#Facilities";"1";"1";"1";"the common area";"D G N";"the#1330 common#1 area#40"
"pre · booking#unknown";"1";"1";"1";"Pre · Booking";"R N R";"pre#1 ·#147 booking#6"
"most of music#Facilities";"1";"1";"1";"much of music";"A P N";"most#25 of#340 music#8"
"place to relax#Location";"1";"1";"1";"place to relax";"N P V";"place#46 to#506 relax#6"
"assistance with issues#Staff";"1";"1";"1";"assistance with issue";"N P N";"assistance#1 with#183 issues#3"
"full english breakfast#Breakfast";"1";"1";"1";"Full English breakfast";"R R N";"full#11 english#21 breakfast#75"
"the egyptian people#unknown";"1";"1";"1";"the egyptian person";"D G N";"the#1330 egyptian#2 people#26"
"5 star tag#unknown";"1";"1";"1";"5 star tag";"O N N";"5#22 star#20 tag#1"
"the whole experience#unknown";"1";"1";"1";"the whole experience";"D G N";"the#1330 whole#12 experience#12"
"the bathroom door#Bathroom";"1";"1";"1";"the bathroom door";"D N N";"the#1330 bathroom#33 door#13"
"the camping village#unknown";"1";"1";"1";"the camping village";"D N N";"the#1330 camping#1 village#5"
"especially concierge services#Staff";"1";"1";"1";"especially concierge service";"A V N";"especially#16 concierge#1 services#11"
"guest relations staff#Staff";"1";"1";"1";"GUEST RELATIONS staff";"R R N";"guest#11 relations#1 staff#122"
"distance from firenze#Location";"1";"1";"1";"distance from firenze";"N P N";"distance#23 from#101 firenze#1"
"the casa 400#Location";"1";"1";"1";"the Casa 400";"D R O";"the#1330 casa#1 400#2"
"the buffet breakfast#Breakfast";"1";"1";"1";"the buffet breakfast";"D N N";"the#1330 buffet#8 breakfast#75"
"the actual neighbourhood#Location";"1";"1";"1";"the actual neighbourhood";"D G N";"the#1330 actual#3 neighbourhood#1"
"all modern comforts#Facilities";"1";"1";"1";"all modern comfort";"D G N";"all#116 modern#20 comforts#3"
"lot of restaurants#Location";"1";"1";"1";"lot of restaurant";"N P N";"lot#23 of#340 restaurants#30"
"kindness of staff#Staff";"1";"1";"1";"kindness of staff";"N P N";"kindness#1 of#340 staff#122"
"a small gym#Facilities";"1";"1";"1";"a small gym";"D G N";"a#534 small#53 gym#8"
"business oriented services#Facilities";"1";"1";"1";"business orient service";"N V N";"business#21 oriented#2 services#11"
"the air condition#Facilities";"1";"1";"1";"the air condition";"D N N";"the#1330 air#8 condition#7"
"a little table#Facilities";"1";"1";"1";"a little table";"D G N";"a#534 little#32 table#5"
"the most disadvantage#unknown";"1";"1";"1";"the much disadvantage";"D A N";"the#1330 most#25 disadvantage#1"
"any bus ride#Transportation";"1";"1";"1";"any bus ride";"D N N";"any#29 bus#17 ride#3"
"a vending machine#Facilities";"1";"1";"1";"a vending machine";"D N N";"a#534 vending#1 machine#5"
"the overall location#Location";"1";"1";"1";"the overall location";"D G N";"the#1330 overall#10 location#85"
"the attic room#Rooms";"1";"1";"1";"the attic room";"D G N";"the#1330 attic#1 room#185"
"the tram stop#Transportation";"1";"1";"1";"the tram stop";"D N N";"the#1330 tram#4 stop#6"
"spot on sheet#Beds";"1";"1";"1";"spot on sheet";"N P N";"spot#7 on#111 sheet#2"
"the noise level#Noisiness";"1";"1";"1";"the noise level";"D N N";"the#1330 noise#18 level#4"
"wireless internet connections#Internet";"1";"1";"1";"wireless internet connection";"G N N";"wireless#3 internet#15 connections#4"
"plenty of variety#Restaurant";"1";"1";"1";"plenty of variety";"N P N";"plenty#5 of#340 variety#7"
"the bath room#Bathroom";"1";"1";"1";"the bath room";"D N N";"the#1330 bath#7 room#185"
"some of them#unknown";"1";"1";"1";"some of them";"D P Q";"some#42 of#340 them#12"
"razor with gel#Bathroom";"1";"1";"1";"razor with gel";"N P N";"razor#1 with#183 gel#1"
"the sunrise restaurant#Restaurant";"1";"1";"1";"the Sunrise restaurant";"D R N";"the#1330 sunrise#2 restaurant#47"
"front desk attendance#Staff";"1";"1";"1";"front desk attendance";"G N N";"front#13 desk#11 attendance#1"
"a new roll#Bathroom";"1";"1";"1";"a new roll";"D G N";"a#534 new#9 roll#1"
"other nn hotels#Location";"1";"1";"1";"other NN hotel";"G R N";"other#42 nn#1 hotels#17"
"english schhh tonic#Restaurant";"1";"1";"1";"english Schhh tonic";"G R N";"english#21 schhh#1 tonic#1"
"to change hotels#unknown";"1";"1";"1";"to change hotel";"P V N";"to#506 change#4 hotels#17"
"a strange smell#Cleanliness";"1";"1";"1";"a strange smell";"D G N";"a#534 strange#1 smell#6"
"table to work#Facilities";"1";"1";"1";"table to work";"N P N";"table#5 to#506 work#12"
"the empire palace#Location";"1";"1";"1";"the Empire Palace";"D R R";"the#1330 empire#1 palace#8"
"the technology provided#Internet";"1";"1";"1";"the technology provide";"D N V";"the#1330 technology#1 provided#13"
"dressing · room#Facilities";"1";"1";"1";"dressing · room";"N N N";"dressing#1 ·#147 room#185"
"the bath tub#Bathroom";"1";"1";"1";"the bath tub";"D N N";"the#1330 bath#7 tub#2"
"bus from hotel#Transportation";"1";"1";"1";"bus from hotel";"N P N";"bus#17 from#101 hotel#430"
"chairs / tables#Restaurant";"1";"1";"1";"chair / table";"N V N";"chairs#1 /#25 tables#4"
"standards for guests#unknown";"1";"1";"1";"standard for guest";"N P N";"standards#5 for#282 guests#18"
"air · conditioner#Facilities";"1";"1";"1";"air · conditioner";"N N N";"air#8 ·#147 conditioner#1"
"busdriver peter langhout#unknown";"1";"1";"1";"Busdriver Peter Langhout";"R R R";"busdriver#1 peter#2 langhout#2"
"the hotel gilde#Location";"1";"1";"1";"the Hotel Gilde";"D R R";"the#1330 hotel#430 gilde#2"
"24 hr bar#Facilities";"1";"1";"1";"24 hr bar";"O N N";"24#3 hr#1 bar#32"
"the upper management#Staff";"1";"1";"1";"the upper management";"D G N";"the#1330 upper#4 management#8"
"our mini bar#Facilities";"1";"1";"1";"our mini bar";"Q N N";"our#69 mini#4 bar#32"
"frequent guest status#unknown";"1";"1";"1";"frequent guest status";"G N N";"frequent#2 guest#11 status#1"
"all the sercices#Staff";"1";"1";"1";"all the sercices";"D D N";"all#116 the#1330 sercices#1"
"plenty of tables#Interior/exterior";"1";"1";"1";"plenty of table";"N P N";"plenty#5 of#340 tables#4"
"the tent pegs#unknown";"1";"1";"1";"the tent peg";"D N N";"the#1330 tent#1 pegs#1"
"district of paris#Location";"1";"1";"1";"district of Paris";"N P R";"district#2 of#340 paris#27"
"2 star hotel#unknown";"1";"1";"1";"2 star hotel";"O N N";"2#22 star#20 hotel#430"
"the coffee machine#Facilities";"1";"1";"1";"the coffee machine";"D N N";"the#1330 coffee#13 machine#5"
"the hotel pool#Swimming pool";"1";"1";"1";"the hotel pool";"D N N";"the#1330 hotel#430 pool#25"
"tea / coffee#Breakfast";"1";"1";"1";"tea / coffee";"N N N";"tea#7 /#25 coffee#13"
"full continental breakfast#Breakfast";"1";"1";"1";"full continental breakfast";"G G N";"full#11 continental#2 breakfast#75"
"the breakfast services#Breakfast";"1";"1";"1";"the breakfast service";"D N N";"the#1330 breakfast#75 services#11"
"some strict rules#unknown";"1";"1";"1";"some strict rule";"D G N";"some#42 strict#2 rules#2"
"lot of trash#unknown";"1";"1";"1";"lot of trash";"N P N";"lot#23 of#340 trash#1"
"the booking conditions#Reservation/check-in/check-out";"1";"1";"1";"the booking condition";"D N N";"the#1330 booking#6 conditions#5"
