"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"les mobilhomes#Rooms";"1";"1";"1";"le mobilhomes";"D N";"les#615 mobilhomes#2"
"les patrons#Staff";"1";"1";"1";"le patron";"D N";"les#615 patrons#2"
"village tropicale#Interior/exterior";"1";"1";"1";"village tropicale";"N N";"village#8 tropicale#1"
"le boeuf#Restaurant";"1";"1";"1";"le boeuf";"D N";"le#712 boeuf#1"
"piscine extérieure#Swimming pool";"1";"1";"1";"piscine extérieur";"N G";"piscine#133 extérieure#2"
"les chalets#Rooms";"1";"1";"1";"le chalet";"D N";"les#615 chalets#3"
"complexe hotelier#unknown";"1";"1";"1";"complexe hotelier";"N G";"complexe#9 hotelier#1"
"des annimateurs#Staff";"1";"1";"1";"des annimateurs";"P N";"des#322 annimateurs#1"
"le sable#Facilities";"1";"1";"1";"le sable";"D N";"le#712 sable#2"
"moi.le personnel#Staff";"1";"1";"1";"moi.Le personnel";"N G";"moi.le#1 personnel#137"
"la couverture#Facilities";"1";"1";"1";"le couverture";"D N";"la#759 couverture#1"
"l' environnement#Interior/exterior";"1";"1";"1";"le environnement";"D N";"l'#456 environnement#3"
"activites propose#Facilities";"1";"1";"1";"activites proposer";"N V";"activites#4 propose#5"
"aucune activité#unknown";"1";"1";"1";"aucun activité";"D N";"aucune#13 activité#7"
"terrain pétanque#unknown";"1";"1";"1";"terrain pétanque";"N N";"terrain#14 pétanque#5"
"alcool national#Restaurant";"1";"1";"1";"alcool national";"N G";"alcool#3 national#2"
"au lavabo#unknown";"1";"1";"1";"au lavabo";"P D";"au#212 lavabo#4"
"le pain#Restaurant";"1";"1";"1";"le pain";"D N";"le#712 pain#7"
"la pizzeria#Restaurant";"1";"1";"1";"le pizzeria";"D N";"la#759 pizzeria#1"
"la photo#unknown";"1";"1";"1";"le photo";"D N";"la#759 photo#1"
"le bâtiment#Interior/exterior";"1";"1";"1";"le bâtiment";"D N";"le#712 bâtiment#3"
"hôtel casino#Interior/exterior";"1";"1";"1";"hôtel casino";"N N";"hôtel#294 casino#3"
"des activitées#unknown";"1";"1";"1";"un activitées";"D N";"des#322 activitées#1"
"certains vacanciers#unknown";"1";"1";"1";"certain vacancier";"D N";"certains#12 vacanciers#11"
"restaurant mexicain#Restaurant";"1";"1";"1";"restaurer mexicain";"V G";"restaurant#57 mexicain#1"
"un lavabo#Bathroom";"1";"1";"1";"un lavabo";"D N";"un#532 lavabo#4"
"la tv#Rooms";"1";"1";"1";"le TV";"D N";"la#759 tv#7"
"le tarif#Value-for-money";"1";"1";"1";"le tarif";"D N";"le#712 tarif#6"
"la litterie#Beds";"1";"1";"1";"le litterie";"D N";"la#759 litterie#1"
"les plat#Restaurant";"1";"1";"1";"le plat";"D N";"les#615 plat#3"
"la wifi#Internet";"1";"1";"1";"le wifi";"D N";"la#759 wifi#13"
"le personel#Staff";"1";"1";"1";"le personel";"D N";"le#712 personel#2"
"les restaurant#Restaurant";"1";"1";"1";"le restaurer";"D V";"les#615 restaurant#57"
"les gardebain#Staff";"1";"1";"1";"le gardebain";"D N";"les#615 gardebain#1"
"nos chambres#Rooms";"1";"1";"1";"son chambre";"D N";"nos#24 chambres#84"
"leur équipe#Staff";"1";"1";"1";"son équipe";"D N";"leur#17 équipe#19"
"connexion wifi#Internet";"1";"1";"1";"connexion wifi";"N G";"connexion#4 wifi#13"
"ces vacances#unknown";"1";"1";"1";"ce vacance";"D N";"ces#16 vacances#61"
"savon liquide#Bathroom";"1";"1";"1";"savon liquide";"N G";"savon#2 liquide#2"
"le warwick#Interior/exterior";"1";"1";"1";"le Warwick";"D N";"le#712 warwick#1"
"equipe animation#Staff";"1";"1";"1";"equipe animation";"V N";"equipe#7 animation#51"
"les habitations#Rooms";"1";"1";"1";"le habitation";"D N";"les#615 habitations#1"
"un agent#Staff";"1";"1";"1";"un agent";"D N";"un#532 agent#2"
"la propriétaire#Staff";"1";"1";"1";"le propriétaire";"D N";"la#759 propriétaire#5"
"vieux fauteuil#Facilities";"1";"1";"1";"vieux fauteuil";"G N";"vieux#9 fauteuil#2"
"les plats#unknown";"1";"1";"1";"le plat";"D N";"les#615 plats#5"
"224 €#Value-for-money";"1";"1";"1";"224 €";"D N";"224#1 €#17"
"1 pers#Staff";"1";"1";"1";"1 pers";"D N";"1#24 pers#2"
"des wc#Bathroom";"1";"1";"1";"des WC";"P N";"des#322 wc#7"
"le cal#Restaurant";"1";"1";"1";"le cal";"D N";"le#712 cal#2"
"petite superette#Facilities";"1";"1";"1";"petit superette";"N V";"petite#37 superette#2"
"mon fils#unknown";"1";"1";"1";"son fil";"D N";"mon#20 fils#3"
"accueil restaurant#Restaurant";"1";"1";"1";"accueil restaurer";"N V";"accueil#81 restaurant#57"
"l hôtel#Location";"1";"1";"1";"L hôtel";"N N";"l#42 hôtel#294"
"le ménage#Cleanliness";"1";"1";"1";"le ménage";"D N";"le#712 ménage#5"
"emplacement voiture#Car parking";"1";"1";"1";"emplacement voiture";"N N";"emplacement#28 voiture#25"
"le snack#Restaurant";"1";"1";"1";"le snack";"D N";"le#712 snack#7"
"du reste#unknown";"1";"1";"1";"du reste";"D N";"du#283 reste#22"
"la relaxation#unknown";"1";"1";"1";"le relaxation";"D N";"la#759 relaxation#2"
"des bicyclettes#unknown";"1";"1";"1";"un bicyclettes";"D G";"des#322 bicyclettes#1"
"comédies musicales#Facilities";"1";"1";"1";"comédie musical";"N G";"comédies#1 musicales#1"
"supermarché discount#unknown";"1";"1";"1";"supermarché discount";"N G";"supermarché#2 discount#1"
"une odeur#Cleanliness";"1";"1";"1";"un odeur";"D N";"une#293 odeur#6"
"le massage#unknown";"1";"1";"1";"le massage";"D N";"le#712 massage#3"
"du patron#Staff";"1";"1";"1";"du patron";"P N";"du#283 patron#3"
"une musique#Noisiness";"1";"1";"1";"un musique";"D N";"une#293 musique#10"
"la gastronomie#Restaurant";"1";"1";"1";"le gastronomie";"D N";"la#759 gastronomie#1"
"les nuits#unknown";"1";"1";"1";"le nuit";"D N";"les#615 nuits#13"
"un thé#unknown";"1";"1";"1";"un thé";"D N";"un#532 thé#4"
"une cuisine#Facilities";"1";"1";"1";"un cuisine";"D N";"une#293 cuisine#12"
"papier toilette#Bathroom";"1";"1";"1";"papier toilette";"N N";"papier#3 toilette#4"
"la plainte#unknown";"1";"1";"1";"le plainte";"D N";"la#759 plainte#1"
"sanitaires individuels#Bathroom";"1";"1";"1";"sanitaire individuel";"N G";"sanitaires#20 individuels#2"
"ile.la plage#Interior/exterior";"1";"1";"1";"ile.La plage";"N N";"ile.la#1 plage#63"
"la décoration#Interior/exterior";"1";"1";"1";"le décoration";"D N";"la#759 décoration#5"
"certains animateurs#Staff";"1";"1";"1";"Certains animateur";"P N";"certains#12 animateurs#19"
"le spa.#Swimming pool";"1";"1";"1";"le spa.";"D N";"le#712 spa.#1"
"restaurant asiatique#Restaurant";"1";"1";"1";"restaurer asiatique";"V G";"restaurant#57 asiatique#3"
"l' acceuil#Reservation/check-in/check-out";"1";"1";"1";"le acceuil";"D V";"l'#456 acceuil#7"
"cet argent#unknown";"1";"1";"1";"ce argent";"D N";"cet#62 argent#6"
"la verrière#unknown";"1";"1";"1";"le verrière";"D N";"la#759 verrière#1"
"restaurant teseo#Restaurant";"1";"1";"1";"restaurer Teseo";"V N";"restaurant#57 teseo#1"
"les russes#unknown";"1";"1";"1";"le russe";"D G";"les#615 russes#6"
"les salariés#Staff";"1";"1";"1";"le salarié";"D N";"les#615 salariés#1"
"les matelas#Facilities";"1";"1";"1";"le matelas";"D N";"les#615 matelas#4"
"grande suite#Rooms";"1";"1";"1";"grand suite";"G N";"grande#38 suite#10"
"le mobilier#unknown";"1";"1";"1";"le mobilier";"D G";"le#712 mobilier#2"
"niveau hôtel#Interior/exterior";"1";"1";"1";"niveau hôtel";"D N";"niveau#16 hôtel#294"
"les pizzas#unknown";"1";"1";"1";"le pizza";"D N";"les#615 pizzas#4"
"soirée mousse#unknown";"1";"1";"1";"soirée mousse";"G N";"soirée#11 mousse#1"
"les animateur#Staff";"1";"1";"1";"le animateur";"D N";"les#615 animateur#7"
"l aquaparc#Interior/exterior";"1";"1";"1";"l aquaparc";"Q G";"l#42 aquaparc#1"
"activités proprosées#Facilities";"1";"1";"1";"activité proprosées";"N G";"activités#27 proprosées#1"
"hotel design#Interior/exterior";"1";"1";"1";"Hotel design";"N P";"hotel#141 design#10"
"au lounge#Restaurant";"1";"1";"1";"au lounge";"P D";"au#212 lounge#1"
"le décor#Interior/exterior";"1";"1";"1";"le décor";"D N";"le#712 décor#2"
"jeunes patrons#Staff";"1";"1";"1";"jeune patron";"G N";"jeunes#12 patrons#2"
"l administrationest#Staff";"1";"1";"1";"l administrationest";"Q V";"l#42 administrationest#1"
"les annimation#unknown";"1";"1";"1";"le annimation";"D V";"les#615 annimation#2"
"l' htel#Noisiness";"1";"1";"1";"le htel";"D N";"l'#456 htel#1"
"la prestation#unknown";"1";"1";"1";"le prestation";"D N";"la#759 prestation#4"
"le pdj#Breakfast";"1";"1";"1";"le pdj";"D N";"le#712 pdj#1"
"camping.le personnel#Staff";"1";"1";"1";"camping.Le personnel";"N G";"camping.le#1 personnel#137"
"l aquapark#Facilities";"1";"1";"1";"l aquapark";"N N";"l#42 aquapark#6"
"une télé#unknown";"1";"1";"1";"un télé";"D N";"une#293 télé#3"
"isolation sonore#Noisiness";"1";"1";"1";"isolation sonore";"N G";"isolation#2 sonore#2"
"notre clé#unknown";"1";"1";"1";"son clé";"D N";"notre#67 clé#2"
"aucunes activité#unknown";"1";"1";"1";"aucun activité";"G N";"aucunes#2 activité#7"
"les réceptionnistes#Staff";"1";"1";"1";"le réceptionnistes";"D G";"les#615 réceptionnistes#1"
"la détente#unknown";"1";"1";"1";"le détente";"D N";"la#759 détente#2"
"autres hotel#unknown";"1";"1";"1";"autres hotel";"P G";"autres#27 hotel#141"
"ce castel#Location";"1";"1";"1";"ce castel";"D N";"ce#138 castel#1"
"staff animation#Staff";"1";"1";"1";"staff animation";"N N";"staff#6 animation#51"
"deux tramway#Transportation";"1";"1";"1";"deux tramway";"D N";"deux#33 tramway#3"
"les voisins#unknown";"1";"1";"1";"le voisin";"D N";"les#615 voisins#2"
"des toboggans#Swimming pool";"1";"1";"1";"un toboggan";"D N";"des#322 toboggans#5"
"les soirees#unknown";"1";"1";"1";"le soirees";"D N";"les#615 soirees#1"
"les bungalows#Rooms";"1";"1";"1";"le bungalow";"D N";"les#615 bungalows#2"
"les service#Facilities";"1";"1";"1";"le service";"D N";"les#615 service#39"
"leur ambitions#Interior/exterior";"1";"1";"1";"son ambition";"D N";"leur#17 ambitions#1"
"un quartier#Noisiness";"1";"1";"1";"un quartier";"D N";"un#532 quartier#8"
"les locaux#unknown";"1";"1";"1";"le local";"D N";"les#615 locaux#2"
"les propriétaires#Staff";"1";"1";"1";"le propriétaire";"D N";"les#615 propriétaires#3"
"notre choix#unknown";"1";"1";"1";"son choix";"D N";"notre#67 choix#22"
"le carrelage#Bathroom";"1";"1";"1";"le carrelage";"D N";"le#712 carrelage#4"
"vins rouge#unknown";"1";"1";"1";"Vins rouge";"G G";"vins#3 rouge#5"
"infrat structures#Interior/exterior";"1";"1";"1";"infrat structures";"N G";"infrat#1 structures#1"
"des éclairages#unknown";"1";"1";"1";"des éclairage";"P N";"des#322 éclairages#1"
"les paysages#Interior/exterior";"1";"1";"1";"le paysage";"D N";"les#615 paysages#1"
"les jardins#Interior/exterior";"1";"1";"1";"le jardin";"D N";"les#615 jardins#5"
"aux propriétaires#Staff";"1";"1";"1";"aux propriétaire";"P N";"aux#52 propriétaires#3"
"wc.jeux gonflables#unknown";"1";"1";"1";"WC.Jeux gonflable";"N G";"wc.jeux#1 gonflables#2"
"accès douche#Bathroom";"1";"1";"1";"accès douche";"N G";"accès#18 douche#28"
"connexion internet#Internet";"1";"1";"1";"connexion internet";"N N";"connexion#4 internet#9"
"de design#unknown";"1";"1";"1";"de design";"P N";"de#1261 design#10"
"longues promenades#unknown";"1";"1";"1";"long promenade";"G N";"longues#1 promenades#1"
"l' aquapark#unknown";"1";"1";"1";"le aquapark";"D N";"l'#456 aquapark#6"
"le personnel#Staff";"0";"56";"77";"le personnel";"D N";"le#712 personnel#137"
"la chambre#Rooms";"0";"26";"62";"le chambre";"D N";"la#759 chambre#131"
"les chambres#Rooms";"0";"22";"38";"le chambre";"D N";"les#615 chambres#84"
"la piscine#Swimming pool";"0";"22";"69";"le piscine";"D N";"la#759 piscine#133"
"la nourriture#Restaurant";"0";"16";"20";"le nourriture";"D N";"la#759 nourriture#29"
"l' hôtel#Location";"0";"16";"87";"le hôtel";"D N";"l'#456 hôtel#294"
"mobil home#Rooms";"0";"11";"23";"mobil home";"G N";"mobil#38 home#39"
"l' accueil#Reservation/check-in/check-out";"0";"9";"23";"le accueil";"D N";"l'#456 accueil#81"
"petit déjeuner#Breakfast";"0";"9";"32";"petit déjeuner";"G N";"petit#111 déjeuner#42"
"un hôtel#Location";"0";"8";"27";"un hôtel";"D N";"un#532 hôtel#294"
"le prix#Value-for-money";"0";"8";"18";"le prix";"D N";"le#712 prix#78"
"le camping#Location";"0";"8";"31";"le camping";"D N";"le#712 camping#210"
"l' hôtel#unknown";"0";"8";"87";"le hôtel";"D N";"l'#456 hôtel#294"
"les animations#unknown";"0";"8";"18";"le animation";"D N";"les#615 animations#45"
"cet hôtel#Location";"0";"7";"39";"ce hôtel";"D N";"cet#62 hôtel#294"
"le service#Staff";"0";"6";"11";"le service";"D N";"le#712 service#39"
"les piscines#Swimming pool";"0";"6";"8";"le piscine";"D N";"les#615 piscines#25"
"ce camping#Interior/exterior";"0";"6";"36";"ce camping";"D N";"ce#138 camping#210"
"ce camping#Location";"0";"6";"36";"ce camping";"D N";"ce#138 camping#210"
"l' hotel#Location";"0";"6";"29";"le hotel";"D N";"l'#456 hotel#141"
"cet hôtel#Interior/exterior";"0";"5";"39";"ce hôtel";"D N";"cet#62 hôtel#294"
"l' hôtel#Interior/exterior";"0";"5";"87";"le hôtel";"D N";"l'#456 hôtel#294"
"les sanitaires#Bathroom";"0";"5";"6";"le sanitaire";"D N";"les#615 sanitaires#20"
"les chambre#Rooms";"0";"5";"6";"le chambre";"D N";"les#615 chambre#131"
"les repas#Restaurant";"0";"5";"9";"le repas";"D N";"les#615 repas#23"
"le restaurant#Restaurant";"0";"5";"14";"le restaurant";"D N";"le#712 restaurant#57"
"les emplacements#Rooms";"0";"4";"6";"le emplacement";"D N";"les#615 emplacements#10"
"une chambre#Rooms";"0";"4";"11";"un chambre";"D N";"une#293 chambre#131"
"l’ hôtel#Location";"0";"4";"19";"l’ hôtel";"D N";"l’#38 hôtel#294"
"un camping#Location";"0";"4";"13";"un camping";"D N";"un#532 camping#210"
"les animateurs#Staff";"0";"4";"8";"le animateur";"D N";"les#615 animateurs#19"
"cet hôtel#unknown";"0";"4";"39";"ce hôtel";"D N";"cet#62 hôtel#294"
"l' animation#unknown";"0";"4";"5";"le animation";"D N";"l'#456 animation#51"
"le train#unknown";"0";"3";"8";"le train";"D N";"le#712 train#12"
"les douches#Bathroom";"0";"3";"5";"le douche";"D N";"les#615 douches#10"
"cet hotel#unknown";"0";"3";"12";"ce hotel";"D N";"cet#62 hotel#141"
"la plage#unknown";"0";"3";"41";"le plage";"D N";"la#759 plage#63"
"cette hotel#Interior/exterior";"0";"3";"8";"ce hotel";"D N";"cette#43 hotel#141"
"la mer#unknown";"0";"3";"26";"le mer";"D N";"la#759 mer#35"
"l animation#unknown";"0";"3";"4";"L animation";"D N";"l#42 animation#51"
"cet hotel#Location";"0";"3";"12";"ce hotel";"D N";"cet#62 hotel#141"
"un hotel#Interior/exterior";"0";"3";"13";"un hotel";"D N";"un#532 hotel#141"
"la restauration#Restaurant";"0";"3";"4";"le restauration";"D N";"la#759 restauration#11"
"ce camping#unknown";"0";"3";"36";"ce camping";"D N";"ce#138 camping#210"
"un personnel#Staff";"0";"3";"4";"un personnel";"D N";"un#532 personnel#137"
"les gens#Staff";"0";"3";"11";"le gens";"D N";"les#615 gens#20"
"l' emplacement#Location";"0";"3";"6";"le emplacement";"D N";"l'#456 emplacement#28"
"le wifi#Internet";"0";"3";"4";"le wifi";"D N";"le#712 wifi#13"
"une piscine#Swimming pool";"0";"3";"6";"un piscine";"D N";"une#293 piscine#133"
"la propreté#Cleanliness";"0";"3";"5";"le propreté";"D N";"la#759 propreté#20"
"l’ hôtel#Interior/exterior";"0";"3";"19";"l’ hôtel";"D N";"l’#38 hôtel#294"
"cette hotel#unknown";"0";"2";"8";"ce hotel";"D N";"cette#43 hotel#141"
"un séjour#unknown";"0";"2";"13";"un séjour";"D N";"un#532 séjour#103"
"le cadre#Interior/exterior";"0";"2";"5";"le cadre";"D N";"le#712 cadre#15"
"un hotel#Location";"0";"2";"13";"un hotel";"D N";"un#532 hotel#141"
"un hôtel#unknown";"0";"2";"27";"un hôtel";"D N";"un#532 hôtel#294"
"all inclusive#Value-for-money";"0";"2";"9";"All inclusive";"N V";"all#17 inclusive#10"
"la baignoire#Bathroom";"0";"2";"6";"le baignoire";"D N";"la#759 baignoire#13"
"le buffet#Restaurant";"0";"2";"6";"le buffet";"D N";"le#712 buffet#19"
"le site#Location";"0";"2";"7";"le site";"D N";"le#712 site#9"
"un hôtel#Interior/exterior";"0";"2";"27";"un hôtel";"D N";"un#532 hôtel#294"
"les restaurants#Restaurant";"0";"2";"4";"le restaurant";"D N";"les#615 restaurants#20"
"l' endroit#Interior/exterior";"0";"2";"5";"le endroit";"D N";"l'#456 endroit#17"
"l hotel#Location";"0";"2";"11";"l hotel";"N G";"l#42 hotel#141"
"l' intérieur#Interior/exterior";"0";"2";"7";"le intérieur";"D N";"l'#456 intérieur#9"
"l' ambiance#unknown";"0";"2";"5";"le ambiance";"D N";"l'#456 ambiance#15"
"mobile home#Rooms";"0";"2";"7";"mobile home";"G N";"mobile#7 home#39"
"les lits#Beds";"0";"2";"3";"le lit";"D G";"les#615 lits#12"
"le directeur#Staff";"0";"2";"5";"le directeur";"D N";"le#712 directeur#8"
"le personnel#unknown";"0";"2";"77";"le personnel";"D N";"le#712 personnel#137"
"le site#Interior/exterior";"0";"2";"7";"le site";"D N";"le#712 site#9"
"cette hôtel#Location";"0";"2";"7";"ce hôtel";"D N";"cette#43 hôtel#294"
"des chambres#Rooms";"0";"2";"16";"des chambre";"P N";"des#322 chambres#84"
"l’ accueil#Reservation/check-in/check-out";"0";"2";"5";"l’ accueil";"D N";"l’#38 accueil#81"
"la plage#Interior/exterior";"0";"2";"41";"le plage";"D N";"la#759 plage#63"
"le séjour#unknown";"0";"2";"5";"le séjour";"D N";"le#712 séjour#103"
"l' hôtel#Noisiness";"0";"2";"87";"le hôtel";"D N";"l'#456 hôtel#294"
"le camping#unknown";"0";"2";"31";"le camping";"D N";"le#712 camping#210"
"les animations#Facilities";"0";"2";"18";"le animation";"D N";"les#615 animations#45"
"le camping#Interior/exterior";"0";"2";"31";"le camping";"D N";"le#712 camping#210"
"l' eau#Bathroom";"0";"2";"13";"le eau";"D N";"l'#456 eau#39"
"notre arrivée#Interior/exterior";"0";"1";"9";"son arrivé";"D N";"notre#67 arrivée#16"
"le camp#Interior/exterior";"0";"1";"2";"le camp";"D N";"le#712 camp#4"
"les stores#Rooms";"0";"1";"2";"le store";"D N";"les#615 stores#2"
"les vacanciers#unknown";"0";"1";"5";"le vacancier";"D N";"les#615 vacanciers#11"
"les emplacements#unknown";"0";"1";"6";"le emplacement";"D N";"les#615 emplacements#10"
"un endroit#unknown";"0";"1";"5";"un endroit";"D N";"un#532 endroit#17"
"sa terrasse#unknown";"0";"1";"2";"son terrasse";"D N";"sa#26 terrasse#16"
"des vacances#Interior/exterior";"0";"1";"12";"un vacance";"D N";"des#322 vacances#61"
"l' animateur#unknown";"0";"1";"3";"le animateur";"D N";"l'#456 animateur#7"
"les activités#Facilities";"0";"1";"9";"le activité";"D N";"les#615 activités#27"
"le bruit#Noisiness";"0";"1";"11";"le bruit";"D N";"le#712 bruit#24"
"l' hôtel#Facilities";"0";"1";"87";"le hôtel";"D N";"l'#456 hôtel#294"
"la climatisation#Facilities";"0";"1";"4";"le climatisation";"D N";"la#759 climatisation#6"
"des restaurants#Restaurant";"0";"1";"4";"des restaurant";"P N";"des#322 restaurants#20"
"un service#unknown";"0";"1";"3";"un service";"D N";"un#532 service#39"
"l' accueil#Restaurant";"0";"1";"23";"le accueil";"D N";"l'#456 accueil#81"
"les chambres#Cleanliness";"0";"1";"38";"le chambre";"D N";"les#615 chambres#84"
"une animation#unknown";"0";"1";"4";"un animation";"D N";"une#293 animation#51"
"activités proposées#Facilities";"0";"1";"3";"activité proposer";"N V";"activités#27 proposées#5"
"l hotel#unknown";"0";"1";"11";"l hotel";"N G";"l#42 hotel#141"
"le lieu#Location";"0";"1";"3";"le lieu";"D N";"le#712 lieu#9"
"le repas#Restaurant";"0";"1";"2";"le repas";"D N";"le#712 repas#23"
"nos enfants#unknown";"0";"1";"5";"son enfant";"D N";"nos#24 enfants#80"
"l' endroit#unknown";"0";"1";"5";"le endroit";"D N";"l'#456 endroit#17"
"des piscines#Swimming pool";"0";"1";"5";"un piscine";"D N";"des#322 piscines#25"
"la réceptionniste#Staff";"0";"1";"2";"le réceptionniste";"D N";"la#759 réceptionniste#4"
"le camp#unknown";"0";"1";"2";"le camp";"D N";"le#712 camp#4"
"le resto#Restaurant";"0";"1";"2";"le restaurant";"D N";"le#712 resto#8"
"des chambres#unknown";"0";"1";"16";"des chambre";"P N";"des#322 chambres#84"
"un café#unknown";"0";"1";"2";"un café";"D N";"un#532 café#9"
"une pinède#Interior/exterior";"0";"1";"2";"un pinède";"D N";"une#293 pinède#7"
"une equipe#Staff";"0";"1";"2";"un equipe";"D N";"une#293 equipe#7"
"notre sejour#Interior/exterior";"0";"1";"2";"son sejour";"D N";"notre#67 sejour#21"
"des vacances#unknown";"0";"1";"12";"un vacance";"D N";"des#322 vacances#61"
"le cadre#unknown";"0";"1";"5";"le cadre";"D N";"le#712 cadre#15"
"la cuisine#Restaurant";"0";"1";"2";"le cuisine";"D N";"la#759 cuisine#12"
"le parking#Car parking";"0";"1";"7";"le parking";"D N";"le#712 parking#25"
"un camping#Interior/exterior";"0";"1";"13";"un camping";"D N";"un#532 camping#210"
"une expérience#unknown";"0";"1";"2";"un expérience";"D N";"une#293 expérience#3"
"mini golf#Facilities";"0";"1";"2";"mini golf";"N N";"mini#10 golf#10"
"cet établissement#Location";"0";"1";"5";"ce établissement";"D N";"cet#62 établissement#10"
"le sol#Swimming pool";"0";"1";"8";"le sol";"D N";"le#712 sol#12"
"point positif#unknown";"0";"1";"7";"point positif";"N G";"point#31 positif#10"
"les serviettes#unknown";"0";"1";"3";"le serviette";"D N";"les#615 serviettes#6"
"cet hôtel#Noisiness";"0";"1";"39";"ce hôtel";"D N";"cet#62 hôtel#294"
"le propriétaire#Staff";"0";"1";"3";"le propriétaire";"D N";"le#712 propriétaire#5"
"emplacement tente#Facilities";"0";"1";"2";"emplacement tenter";"N V";"emplacement#28 tente#14"
"camping qui#Interior/exterior";"0";"1";"8";"camping qui";"N P";"camping#210 qui#183"
"les chauffeurs#Interior/exterior";"0";"1";"2";"le chauffeur";"D N";"les#615 chauffeurs#2"
"les gens#unknown";"0";"1";"11";"le gens";"D N";"les#615 gens#20"
"mon mari#unknown";"0";"1";"5";"son mari";"D N";"mon#20 mari#6"
"d' autres#Staff";"0";"1";"8";"un autres";"D P";"d'#265 autres#27"
"la fête#unknown";"0";"1";"2";"le fête";"D N";"la#759 fête#3"
"un matelas#Facilities";"0";"1";"2";"un matelas";"D N";"un#532 matelas#4"
"la douche#unknown";"0";"1";"6";"le douche";"D N";"la#759 douche#28"
"les serveurs#Staff";"0";"1";"2";"le serveur";"D N";"les#615 serveurs#6"
"une vue#unknown";"0";"1";"3";"un vue";"D N";"une#293 vue#28"
"le site#unknown";"0";"1";"7";"le site";"D N";"le#712 site#9"
"le design#Interior/exterior";"0";"1";"2";"le design";"D N";"le#712 design#10"
"l' hotel#unknown";"0";"1";"29";"le hotel";"D N";"l'#456 hotel#141"
"des plats#Restaurant";"0";"1";"4";"des plat";"P N";"des#322 plats#5"
"les soirées#unknown";"0";"1";"5";"le soirée";"D N";"les#615 soirées#8"
"la porte#Interior/exterior";"0";"1";"5";"le porte";"D N";"la#759 porte#7"
"titanic resort#Interior/exterior";"0";"1";"2";"titanic resort";"N N";"titanic#31 resort#9"
"le frigo#Facilities";"0";"1";"3";"le frigo";"D N";"le#712 frigo#3"
"les transats#Facilities";"0";"1";"5";"le transat";"D N";"les#615 transats#8"
"le reste#unknown";"0";"1";"8";"le reste";"D N";"le#712 reste#22"
"les wc#unknown";"0";"1";"2";"le WC";"D N";"les#615 wc#7"
"un transat#unknown";"0";"1";"4";"un transat";"D N";"un#532 transat#10"
"deux lits#Beds";"0";"1";"2";"deux lit";"D N";"deux#33 lits#12"
"le bungalow#Rooms";"0";"1";"2";"le bungalow";"D N";"le#712 bungalow#9"
"les matins#unknown";"0";"1";"2";"le matin";"D N";"les#615 matins#2"
"le lieu#unknown";"0";"1";"3";"le lieu";"D N";"le#712 lieu#9"
"la douche#Bathroom";"0";"1";"6";"le douche";"D N";"la#759 douche#28"
"du bruit#Noisiness";"0";"1";"3";"du bruit";"P N";"du#283 bruit#24"
"l' ensemble#unknown";"0";"1";"16";"le ensemble";"D N";"l'#456 ensemble#19"
"une ambiance#unknown";"0";"1";"4";"un ambiance";"D N";"une#293 ambiance#15"
"un parc#Interior/exterior";"0";"1";"2";"un parc";"D N";"un#532 parc#12"
"la télévision#Facilities";"0";"1";"2";"le télévision";"D N";"la#759 télévision#2"
"les employés#Staff";"0";"1";"3";"le employé";"D N";"les#615 employés#5"
"d' animations#unknown";"0";"1";"2";"d' animation";"P N";"d'#265 animations#45"
"la pinède#unknown";"0";"1";"5";"le pinède";"D N";"la#759 pinède#7"
"un lieu#Interior/exterior";"0";"1";"2";"un lieu";"D N";"un#532 lieu#9"
"l' ensemble#Interior/exterior";"0";"1";"16";"le ensemble";"D N";"l'#456 ensemble#19"
"le service#unknown";"0";"1";"11";"le service";"D N";"le#712 service#39"
"les clefs#unknown";"0";"1";"2";"le clef";"D N";"les#615 clefs#2"
"la région#Location";"0";"1";"9";"le région";"D N";"la#759 région#13"
"aucune animation#unknown";"0";"1";"2";"aucun animation";"D N";"aucune#13 animation#51"
"les chambres#unknown";"0";"1";"38";"le chambre";"D N";"les#615 chambres#84"
"l' épicerie#unknown";"0";"1";"3";"le épicerie";"D N";"l'#456 épicerie#3"
"le réceptionniste#Staff";"0";"1";"2";"le réceptionniste";"D G";"le#712 réceptionniste#4"
"cette hôtel#unknown";"0";"1";"7";"ce hôtel";"D N";"cette#43 hôtel#294"
"le manager#Staff";"0";"1";"2";"le manager";"D N";"le#712 manager#3"
"un service#Staff";"0";"1";"3";"un service";"D N";"un#532 service#39"
"la qualité#unknown";"0";"1";"10";"le qualité";"D N";"la#759 qualité#65"
"les environs#Interior/exterior";"0";"1";"2";"le environs";"D V";"les#615 environs#5"
"les bars#Restaurant";"0";"1";"6";"le bar";"D N";"les#615 bars#12"
"une chaise#unknown";"0";"1";"3";"un chaise";"D N";"une#293 chaise#5"
"un jardin#Interior/exterior";"0";"1";"3";"un jardin";"D N";"un#532 jardin#6"
"petit dejeuner#Breakfast";"0";"1";"3";"petit dejeuner";"G N";"petit#111 dejeuner#5"
"la climatisation#Noisiness";"0";"1";"4";"le climatisation";"D N";"la#759 climatisation#6"
"un ibis#Location";"0";"1";"2";"un ibis";"D N";"un#532 ibis#3"
"des commerces#unknown";"0";"1";"3";"un commerce";"D N";"des#322 commerces#14"
