"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"supermarkt#Facilities";"0";"1";"3";"supermarkt";"N";"supermarkt#3"
"privacy#Rooms";"0";"1";"5";"privacy";"N";"privacy#5"
"dinner#Restaurant";"0";"1";"4";"dinner";"N";"dinner#4"
"herrie#Noisiness";"0";"1";"3";"herrie";"N";"herrie#3"
"strandbar#Facilities";"0";"1";"2";"strandbar";"G";"strandbar#2"
"fruit#Restaurant";"0";"1";"10";"fruit";"N";"fruit#10"
"george#Staff";"0";"1";"3";"George";"R";"george#3"
"manager#Staff";"0";"1";"10";"manager";"N";"manager#10"
"badjassen#unknown";"0";"1";"3";"badjassen";"G";"badjassen#3"
"mohamed#Staff";"0";"1";"10";"mohamed";"V";"mohamed#10"
"kwaliteit#unknown";"0";"1";"42";"Kwaliteit";"R";"kwaliteit#42"
"touroperator#Staff";"0";"1";"7";"Touroperator";"R";"touroperator#7"
"zitruimte#unknown";"0";"1";"2";"zitruimte";"O";"zitruimte#2"
"nationaliteiten#unknown";"0";"1";"3";"Nationaliteiten";"R";"nationaliteiten#3"
"man#Staff";"0";"1";"10";"man";"N";"man#10"
"bad#Bathroom";"0";"1";"13";"bad";"G";"bad#13"
"schaduw#Facilities";"0";"1";"3";"schaduw";"N";"schaduw#3"
"tram#Transportation";"0";"1";"2";"tram";"N";"tram#2"
"dinerbuffet#Restaurant";"0";"1";"2";"dinerbuffet";"N";"dinerbuffet#2"
"snorkelen#Facilities";"0";"1";"7";"snorkelen";"G";"snorkelen#7"
"handoeken#Bathroom";"0";"1";"2";"handoeken";"O";"handoeken#2"
"schaduw#Location";"0";"1";"3";"schaduw";"N";"schaduw#3"
"dineren#Restaurant";"0";"1";"4";"dineren";"N";"dineren#4"
"hotels#unknown";"0";"1";"16";"hotel";"N";"hotels#16"
"vrıendelıjkheıd#Staff";"0";"1";"2";"vrıendelıjkheıd";"O";"vrıendelıjkheıd#2"
"ligbedden#Facilities";"0";"1";"2";"ligbedden";"G";"ligbedden#2"
"aquapark#Facilities";"0";"1";"4";"aquapark";"N";"aquapark#4"
"ramen#unknown";"0";"1";"5";"ramen";"N";"ramen#5"
"drank#unknown";"0";"1";"3";"drank";"G";"drank#3"
"brood#Restaurant";"0";"1";"8";"brood";"N";"brood#8"
"welkom#unknown";"0";"1";"5";"welkom";"N";"welkom#5"
"winkelcentrum#Facilities";"0";"1";"2";"Winkelcentrum";"R";"winkelcentrum#2"
"slaapt#Beds";"0";"1";"2";"slaapt";"G";"slaapt#2"
"uitchecken#Reservation/check-in/check-out";"0";"1";"2";"Uitchecken";"R";"uitchecken#2"
"winkels#Facilities";"0";"1";"6";"winkels";"N";"winkels#6"
"ontbijtruimte#Breakfast";"0";"1";"2";"ontbijtruimte";"O";"ontbijtruimte#2"
"bar#Restaurant";"0";"1";"25";"bar";"N";"bar#25"
"barcelona#unknown";"0";"1";"17";"Barcelona";"R";"barcelona#17"
"parkeerplaats#Car parking";"0";"1";"2";"parkeerplaats";"N";"parkeerplaats#2"
"ontbijt#unknown";"0";"1";"143";"ontbijt";"R";"ontbijt#143"
"hem#unknown";"0";"1";"6";"hem";"O";"hem#6"
"hotel.#unknown";"0";"1";"2";"hotel.";"N";"hotel.#2"
"familiekamer#Rooms";"0";"1";"5";"familiekamer";"N";"familiekamer#5"
"die#Rooms";"0";"1";"134";"die";"V";"die#134"
"fruit#unknown";"0";"1";"10";"fruit";"N";"fruit#10"
"boottocht#Facilities";"0";"1";"2";"boottocht";"N";"boottocht#2"
"borden#Breakfast";"0";"1";"5";"borden";"G";"borden#5"
"animatie#Staff";"0";"1";"18";"animatie";"N";"animatie#18"
"wellness#Facilities";"0";"1";"3";"Wellness";"R";"wellness#3"
"dorint#unknown";"0";"1";"6";"Dorint";"R";"dorint#6"
"toiletten#Bathroom";"0";"1";"4";"toiletten";"G";"toiletten#4"
"broadway#Location";"0";"1";"4";"Broadway";"R";"broadway#4"
"echtgenote#unknown";"0";"1";"3";"echtgenote";"O";"echtgenote#3"
"restaurantjes#Location";"0";"1";"4";"restaurantjes";"V";"restaurantjes#4"
"gegeten#unknown";"0";"1";"15";"gegeten";"V";"gegeten#15"
"ventilatie#Facilities";"0";"1";"2";"ventilatie";"N";"ventilatie#2"
"geboekt#unknown";"0";"1";"24";"geboekt";"V";"geboekt#24"
"stapelbed#Beds";"0";"1";"4";"Stapelbed";"R";"stapelbed#4"
"taxi#Transportation";"0";"1";"6";"taxi";"N";"taxi#6"
"winkels#unknown";"0";"1";"6";"winkels";"N";"winkels#6"
"sunrise#unknown";"0";"1";"2";"Sunrise";"R";"sunrise#2"
"slaapkamer#Rooms";"0";"1";"2";"slaapkamer";"G";"slaapkamer#2"
"trappen#Facilities";"0";"1";"5";"trappen";"O";"trappen#5"
"dit#Value-for-money";"0";"1";"187";"dit";"N";"dit#187"
"tuin#unknown";"0";"1";"12";"tuin";"N";"tuin#12"
"ontbijtzaal#Breakfast";"0";"1";"3";"Ontbijtzaal";"R";"ontbijtzaal#3"
"douches#unknown";"0";"1";"3";"douches";"V";"douches#3"
"water#unknown";"0";"1";"26";"water";"N";"water#26"
"pizza#Restaurant";"0";"1";"5";"pizza";"N";"pizza#5"
"supermarkt#Location";"0";"1";"3";"supermarkt";"N";"supermarkt#3"
"hiervoor#Internet";"0";"1";"2";"hiervoor";"G";"hiervoor#2"
"bussen#Transportation";"0";"1";"4";"bussen";"N";"bussen#4"
"verlichting#unknown";"0";"1";"2";"verlichting";"N";"verlichting#2"
"druk#unknown";"0";"1";"9";"druk";"N";"druk#9"
"schaduw#unknown";"0";"1";"3";"schaduw";"N";"schaduw#3"
"geslapen#unknown";"0";"1";"7";"geslapen";"O";"geslapen#7"
"badjassen#Facilities";"0";"1";"3";"badjassen";"G";"badjassen#3"
"bediening#Restaurant";"0";"1";"20";"bediening";"N";"bediening#20"
"kamers#unknown";"0";"1";"143";"kamers";"N";"kamers#143"
"rokers#unknown";"0";"1";"2";"rokers";"N";"rokers#2"
"koffie#unknown";"0";"1";"15";"koffie";"N";"koffie#15"
"afgewerkt#Interior/exterior";"0";"1";"3";"afgewerkt";"N";"afgewerkt#3"
"eurodisney#unknown";"0";"1";"7";"EuroDisney";"R";"eurodisney#7"
"koffie#Restaurant";"0";"1";"15";"koffie";"N";"koffie#15"
"internet#unknown";"0";"1";"10";"internet";"N";"internet#10"
"zij#unknown";"0";"1";"3";"zij";"V";"zij#3"
"binnen#unknown";"0";"1";"24";"Binnen";"R";"binnen#24"
"toeslag#Value-for-money";"0";"1";"5";"toeslag";"N";"toeslag#5"
"kamers.#Rooms";"0";"1";"2";"kamers.";"O";"kamers.#2"
"natuur#Location";"0";"1";"5";"natuur";"N";"natuur#5"
"overal#unknown";"0";"1";"17";"overal";"G";"overal#17"
"gedeelte#Rooms";"0";"1";"8";"gedeelte";"G";"gedeelte#8"
"week#unknown";"0";"1";"19";"week";"N";"week#19"
"toscane#unknown";"0";"1";"4";"Toscane";"R";"toscane#4"
"wijk#unknown";"0";"1";"9";"wijk";"G";"wijk#9"
"douchen#Bathroom";"0";"1";"8";"douchen";"N";"douchen#8"
"brood#unknown";"0";"1";"8";"brood";"N";"brood#8"
"alle#unknown";"0";"1";"41";"alle";"O";"alle#41"
"sauzen#Restaurant";"0";"1";"2";"sauzen";"N";"sauzen#2"
"cottages#Rooms";"0";"1";"3";"cottage";"N";"cottages#3"
"polen#unknown";"0";"1";"3";"polen";"V";"polen#3"
"winkeltjes#Facilities";"0";"1";"2";"winkeltjes";"V";"winkeltjes#2"
"het diner#Restaurant";"1";"7";"7";"het diner";"G N";"het#1010 diner#22"
"het vlees#Restaurant";"1";"3";"3";"het vlees";"G N";"het#1010 vlees#8"
"het ontbijtbuffet#Breakfast";"1";"3";"3";"het ontbijtbuffet";"N O";"het#1010 ontbijtbuffet#13"
"dat hotel#unknown";"1";"2";"2";"dat hotel";"O N";"dat#206 hotel#635"
"het duikcentrum#Facilities";"1";"2";"2";"Het duikcentrum";"R N";"het#1010 duikcentrum#2"
"zwembad boven#Swimming pool";"1";"2";"2";"zwembad boven";"G N";"zwembad#82 boven#15"
"de douchekop#Bathroom";"1";"2";"2";"De douchekop";"R N";"de#1222 douchekop#2"
"de vakantie#unknown";"1";"2";"2";"de vakantie";"P G";"de#1222 vakantie#50"
"de lounge#Facilities";"1";"2";"2";"de lounge";"G N";"de#1222 lounge#3"
"de parking#Car parking";"1";"2";"2";"de park";"P V";"de#1222 parking#7"
"een familiekamer#Rooms";"1";"2";"2";"een familiekamer";"O N";"een#832 familiekamer#5"
"in staverlot#Location";"1";"1";"1";"in Staverlot";"P R";"in#559 staverlot#1"
"de ramen#unknown";"1";"1";"1";"de ramen";"P N";"de#1222 ramen#5"
"de excursies#Facilities";"1";"1";"1";"de excursies";"P N";"de#1222 excursies#3"
"de ruimten#unknown";"1";"1";"1";"de ruimten";"O O";"de#1222 ruimten#1"
"de skiliften#unknown";"1";"1";"1";"De skiliften";"R O";"de#1222 skiliften#1"
"de kerkklokken#Location";"1";"1";"1";"de kerkklokken";"P G";"de#1222 kerkklokken#1"
"de eilanden#Location";"1";"1";"1";"de eilanden";"P G";"de#1222 eilanden#1"
"de hygiëne#Cleanliness";"1";"1";"1";"de hygiëne";"P G";"de#1222 hygiëne#2"
"het hoofdrestaurant#Restaurant";"1";"1";"1";"het hoofdrestaurant";"G G";"het#1010 hoofdrestaurant#2"
"plakjes kaas#Breakfast";"1";"1";"1";"plakjes kaas";"N V";"plakjes#1 kaas#5"
"mr mohamed#Staff";"1";"1";"1";"mr mohamed";"G V";"mr#2 mohamed#10"
"de plaatsen#Facilities";"1";"1";"1";"De plaatsen";"R O";"de#1222 plaatsen#5"
"deze stad#Location";"1";"1";"1";"deze stad";"N N";"deze#58 stad#34"
"de oostblokkers#unknown";"1";"1";"1";"de oostblokkers";"P N";"de#1222 oostblokkers#1"
"de kamerpersoneel#Staff";"1";"1";"1";"de kamerpersoneel";"P N";"de#1222 kamerpersoneel#2"
"de broodjes#Breakfast";"1";"1";"1";"De broodjes";"R N";"de#1222 broodjes#15"
"het onbijt#Breakfast";"1";"1";"1";"Het onbijt";"R N";"het#1010 onbijt#1"
"een flatgebouw#unknown";"1";"1";"1";"een flatgebouw";"V G";"een#832 flatgebouw#1"
"het fitnesscentrum#Facilities";"1";"1";"1";"Het fitnesscentrum";"R N";"het#1010 fitnesscentrum#1"
"de chefs#Restaurant";"1";"1";"1";"de chef";"P N";"de#1222 chefs#1"
"gastvrijheid personeel#Staff";"1";"1";"1";"gastvrijheid personeel";"G N";"gastvrijheid#4 personeel#109"
"het dessert#unknown";"1";"1";"1";"Het dessert";"R N";"het#1010 dessert#1"
"maxx royal#unknown";"1";"1";"1";"Maxx Royal";"R R";"maxx#2 royal#3"
"de sekt#Breakfast";"1";"1";"1";"de sekt";"P G";"de#1222 sekt#1"
"de borden#Restaurant";"1";"1";"1";"de borden";"P G";"de#1222 borden#5"
"spa behandelingen#Facilities";"1";"1";"1";"Spa behandelingen";"R N";"spa#14 behandelingen#1"
"bocciakampioen billy#unknown";"1";"1";"1";"bocciakampioen Billy";"G R";"bocciakampioen#1 billy#2"
"de luxekamer#Rooms";"1";"1";"1";"De luxekamer";"R N";"de#1222 luxekamer#1"
"betaalbare luxe#Facilities";"1";"1";"1";"betaalbare luxe";"G N";"betaalbare#1 luxe#22"
"prijs avondbar#Value-for-money";"1";"1";"1";"Prijs avondbar";"R N";"prijs#55 avondbar#1"
"spaanse kamermeisjes#Staff";"1";"1";"1";"Spaanse kamermeisjes";"R V";"spaanse#3 kamermeisjes#1"
"de liggen#Location";"1";"1";"1";"De liggen";"R N";"de#1222 liggen#11"
"een rivier#unknown";"1";"1";"1";"een rivier";"G G";"een#832 rivier#4"
"air hockey#Facilities";"1";"1";"1";"air hockey";"N N";"air#1 hockey#1"
"de geluidsoverlast#Noisiness";"1";"1";"1";"de geluidsoverlast";"G G";"de#1222 geluidsoverlast#6"
"de terrassen#Facilities";"1";"1";"1";"de terrassen";"O O";"de#1222 terrassen#1"
"snorkel gebied#Facilities";"1";"1";"1";"snorkel gebied";"G V";"snorkel#1 gebied#6"
"kamer 431#Rooms";"1";"1";"1";"kamer 431";"N O";"kamer#182 431#1"
"avond eten#Restaurant";"1";"1";"1";"avond eten";"A D";"avond#6 eten#132"
"een receptionist#Staff";"1";"1";"1";"Een receptionist";"R N";"een#832 receptionist#3"
"1 stopcontact#Facilities";"1";"1";"1";"1 stopcontact";"O N";"1#33 stopcontact#1"
"de informatievoorziening#Facilities";"1";"1";"1";"De informatievoorziening";"R V";"de#1222 informatievoorziening#1"
"vriendelijkheid personeel#Staff";"1";"1";"1";"vriendelijkheid personeel";"G N";"vriendelijkheid#5 personeel#109"
"le panacee#unknown";"1";"1";"1";"Le panacee";"R N";"le#2 panacee#1"
"alle plekken#Location";"1";"1";"1";"Alle plekken";"R G";"alle#41 plekken#5"
"een telefoon#Facilities";"1";"1";"1";"een telefoon";"G N";"een#832 telefoon#3"
"de augurken#Restaurant";"1";"1";"1";"de augurken";"P G";"de#1222 augurken#1"
"bij halfpension#unknown";"1";"1";"1";"Bij halfpension";"R N";"bij#193 halfpension#3"
"de hoofdrestaurant#Restaurant";"1";"1";"1";"de hoofdrestaurant";"O O";"de#1222 hoofdrestaurant#2"
"de tomatensoep#unknown";"1";"1";"1";"de tomatensoep";"P G";"de#1222 tomatensoep#1"
"andere nederlanders#unknown";"1";"1";"1";"andere nederlanders";"G N";"andere#31 nederlanders#5"
"de wagen#unknown";"1";"1";"1";"de wagen";"P N";"de#1222 wagen#1"
"desbetreffende man#Staff";"1";"1";"1";"desbetreffende man";"G N";"desbetreffende#1 man#10"
"wellness verblijf#unknown";"1";"1";"1";"Wellness verblijf";"R P";"wellness#3 verblijf#27"
"3,60 p.kopje#Value-for-money";"1";"1";"1";"3,60 p.kopje";"O N";"3,60#1 p.kopje#1"
"de luidsprekers#Facilities";"1";"1";"1";"de luidsprekers";"P N";"de#1222 luidsprekers#1"
"1 serveerster#Staff";"1";"1";"1";"1 serveerster";"O N";"1#33 serveerster#1"
"de achtertuin#Facilities";"1";"1";"1";"de achtertuin";"O O";"de#1222 achtertuin#1"
"een inrichting#Interior/exterior";"1";"1";"1";"een inrichting";"V V";"een#832 inrichting#7"
"hun rookgedrag#unknown";"1";"1";"1";"hun rookgedrag";"N N";"hun#13 rookgedrag#1"
"het onthaal#Reservation/check-in/check-out";"1";"1";"1";"het onthaal";"Q G";"het#1010 onthaal#2"
"deze meneer#unknown";"1";"1";"1";"Deze meneer";"R N";"deze#58 meneer#1"
"de disco.eerste#unknown";"1";"1";"1";"de disco.Eerste";"O R";"de#1222 disco.eerste#1"
"het terrein#Location";"1";"1";"1";"het terrein";"N N";"het#1010 terrein#1"
"het carathotel#unknown";"1";"1";"1";"Het Carathotel";"R R";"het#1010 carathotel#1"
"onze kamers#Rooms";"1";"1";"1";"onze kamers";"A N";"onze#62 kamers#143"
"het totaalconsept#unknown";"1";"1";"1";"het totaalconsept";"G N";"het#1010 totaalconsept#1"
"onze douche#Bathroom";"1";"1";"1";"onze douche";"G G";"onze#62 douche#31"
"rubbers raam#Interior/exterior";"1";"1";"1";"Rubbers raam";"R N";"rubbers#1 raam#13"
"flat screen#Facilities";"1";"1";"1";"flat screen";"G N";"flat#1 screen#1"
"die kamers#Rooms";"1";"1";"1";"die kamers";"N N";"die#134 kamers#143"
"lekkere weer#Location";"1";"1";"1";"lekkere weer";"O N";"lekkere#5 weer#53"
"drie gangen#Restaurant";"1";"1";"1";"drie gangen";"V N";"drie#9 gangen#9"
"spaanse gastheer#Staff";"1";"1";"1";"Spaanse gastheer";"R N";"spaanse#3 gastheer#1"
"laten slapen#unknown";"1";"1";"1";"laten slapen";"G N";"laten#13 slapen#10"
"kleine draaimolen#Facilities";"1";"1";"1";"kleine draaimolen";"G N";"kleine#33 draaimolen#1"
"verschillende bars#Facilities";"1";"1";"1";"verschillende bar";"N N";"verschillende#20 bars#4"
"' voltapijt#Interior/exterior";"1";"1";"1";"' voltapijt";"O G";"'#81 voltapijt#1"
"het buitencomplex#unknown";"1";"1";"1";"het buitencomplex";"N G";"het#1010 buitencomplex#1"
"gekookte eieren#Restaurant";"1";"1";"1";"gekookte eieren";"V G";"gekookte#2 eieren#4"
"de thee#Facilities";"1";"1";"1";"de thee";"O O";"de#1222 thee#7"
"de bedrijfsleiders#Staff";"1";"1";"1";"De bedrijfsleiders";"R V";"de#1222 bedrijfsleiders#1"
"het 2pers.bed#Beds";"1";"1";"1";"Het 2pers.bed";"R O";"het#1010 2pers.bed#1"
"reseptie hal#Interior/exterior";"1";"1";"1";"reseptie hal";"N G";"reseptie#1 hal#2"
"de pistes#unknown";"1";"1";"1";"De pistes";"R V";"de#1222 pistes#1"
"de bookingsite#unknown";"1";"1";"1";"de bookingsite";"P N";"de#1222 bookingsite#1"
"gewoone personeel#Staff";"1";"1";"1";"gewoone personeel";"N N";"gewoone#1 personeel#109"
"de entree#unknown";"1";"1";"1";"de entree";"O O";"de#1222 entree#3"
"de vloertegels#Facilities";"1";"1";"1";"De vloertegels";"R V";"de#1222 vloertegels#1"
"kamer 401#Rooms";"1";"1";"1";"Kamer 401";"R O";"kamer#182 401#1"
"de bungalow#unknown";"1";"1";"1";"de bungalow";"O O";"de#1222 bungalow#2"
"een personeelslid#Staff";"1";"1";"1";"Een personeelslid";"R V";"een#832 personeelslid#1"
"de kmrs#Rooms";"1";"1";"1";"de kmrs";"P N";"de#1222 kmrs#1"
"het skigebied#unknown";"1";"1";"1";"het skigebied";"N V";"het#1010 skigebied#1"
"een biljart#Facilities";"1";"1";"1";"een biljart";"G N";"een#832 biljart#1"
"een terrasje#Restaurant";"1";"1";"1";"een terrasje";"N N";"een#832 terrasje#1"
"oude man#unknown";"1";"1";"1";"oude man";"G N";"oude#19 man#10"
"niet rokerskamers#Rooms";"1";"1";"1";"niet rokerskamers";"G N";"niet#348 rokerskamers#1"
"handvat ligbad#Bathroom";"1";"1";"1";"Handvat ligbad";"R G";"handvat#1 ligbad#2"
"de toiletten#Bathroom";"1";"1";"1";"de toiletten";"P G";"de#1222 toiletten#4"
"twee liften#Facilities";"1";"1";"1";"twee liften";"N A";"twee#20 liften#2"
"het themarestaurant#Restaurant";"1";"1";"1";"het themarestaurant";"N N";"het#1010 themarestaurant#1"
"de minibar#Facilities";"1";"1";"1";"De minibar";"R N";"de#1222 minibar#6"
"actieve vakantiemogelijkheden#Facilities";"1";"1";"1";"actieve vakantiemogelijkheden";"G G";"actieve#1 vakantiemogelijkheden#1"
"boxspring bed#Beds";"1";"1";"1";"boxspring bed";"N N";"boxspring#3 bed#22"
"alle service#Staff";"1";"1";"1";"alle service";"D N";"alle#41 service#39"
"het pendelen#Transportation";"1";"1";"1";"het pendelen";"N N";"het#1010 pendelen#1"
"het sauerland#unknown";"1";"1";"1";"Het Sauerland";"R R";"het#1010 sauerland#1"
"bagage kluis#Facilities";"1";"1";"1";"bagage kluis";"N V";"bagage#4 kluis#7"
"een eigenaresse#Staff";"1";"1";"1";"een eigenaresse";"O G";"een#832 eigenaresse#1"
"de tv#Facilities";"1";"1";"1";"De TV";"R N";"de#1222 tv#13"
"winkelstadje neheim#unknown";"1";"1";"1";"winkelstadje Neheim";"N R";"winkelstadje#1 neheim#1"
"plakken brood#Breakfast";"1";"1";"1";"plakken brood";"V N";"plakken#1 brood#8"
"de benedenverdieping#unknown";"1";"1";"1";"De benedenverdieping";"R N";"de#1222 benedenverdieping#1"
"indoor kinderplaats#Facilities";"1";"1";"1";"indoor kinderplaats";"G N";"indoor#1 kinderplaats#1"
"de sanitairblokken#unknown";"1";"1";"1";"de sanitairblokken";"P G";"de#1222 sanitairblokken#1"
"het activiteitenprogramma#unknown";"1";"1";"1";"het activiteitenprogramma";"N N";"het#1010 activiteitenprogramma#1"
"t centrum#Location";"1";"1";"1";"t centrum";"N N";"t#8 centrum#40"
"het avondbuffet#Restaurant";"1";"1";"1";"Het avondbuffet";"R N";"het#1010 avondbuffet#1"
"andere campinggasten#unknown";"1";"1";"1";"andere campinggasten";"O O";"andere#31 campinggasten#1"
"de landhuizen#unknown";"1";"1";"1";"de landhuizen";"O O";"de#1222 landhuizen#1"
"eerste kamer#Rooms";"1";"1";"1";"eerste kamer";"G N";"eerste#15 kamer#182"
"de liggin#Location";"1";"1";"1";"de liggin";"O O";"de#1222 liggin#1"
"het ijsje#unknown";"1";"1";"1";"het ijsje";"G N";"het#1010 ijsje#2"
"iemand anders#unknown";"1";"1";"1";"iemand anders";"N N";"iemand#2 anders#10"
"tegels badkamer#Bathroom";"1";"1";"1";"Tegels badkamer";"R N";"tegels#1 badkamer#49"
"de ventilator#Facilities";"1";"1";"1";"de ventilator";"P N";"de#1222 ventilator#2"
"verse jus#unknown";"1";"1";"1";"verse jus";"A A";"verse#3 jus#3"
"rechter bedlampje#Beds";"1";"1";"1";"rechter bedlampje";"N N";"rechter#1 bedlampje#1"
"het voetbalveld#Facilities";"1";"1";"1";"het voetbalveld";"N O";"het#1010 voetbalveld#2"
"vijf sterren#Value-for-money";"1";"1";"1";"vijf sterren";"P G";"vijf#1 sterren#35"
"de handoeken#Bathroom";"1";"1";"1";"de handoeken";"O O";"de#1222 handoeken#2"
"stads hotel#unknown";"1";"1";"1";"stads hotel";"N N";"stads#1 hotel#635"
"hotel derby#unknown";"1";"1";"1";"hotel Derby";"N R";"hotel#635 derby#1"
"met glazen#Facilities";"1";"1";"1";"meet glazen";"V G";"met#350 glazen#2"
"de schalen#Restaurant";"1";"1";"1";"De schalen";"R N";"de#1222 schalen#1"
"verwachte dienstverlening#unknown";"1";"1";"1";"verwachte dienstverlening";"G N";"verwachte#1 dienstverlening#1"
"de gerant#Staff";"1";"1";"1";"De gerant";"R N";"de#1222 gerant#1"
"en fitness#Facilities";"1";"1";"1";"en fitness";"P N";"en#1037 fitness#5"
"de broden#Breakfast";"1";"1";"1";"de broden";"P G";"de#1222 broden#1"
"de talenkennis#unknown";"1";"1";"1";"De talenkennis";"R N";"de#1222 talenkennis#1"
"de jacuzzi#Swimming pool";"1";"1";"1";"de jacuzzi";"O N";"de#1222 jacuzzi#4"
"het dinner#Restaurant";"1";"1";"1";"Het dinner";"R N";"het#1010 dinner#4"
"carat hotel#unknown";"1";"1";"1";"Carat Hotel";"R R";"carat#2 hotel#635"
"het meubulair#Rooms";"1";"1";"1";"het meubulair";"G N";"het#1010 meubulair#1"
"televisie toestel#Facilities";"1";"1";"1";"Televisie toestel";"R N";"televisie#1 toestel#2"
"vergeten apparatuur#unknown";"1";"1";"1";"vergeten apparatuur";"A N";"vergeten#5 apparatuur#1"
"meerdere restaurants#Restaurant";"1";"1";"1";"meerdere restaurant";"N N";"meerdere#6 restaurants#19"
"met metrostation#Transportation";"1";"1";"1";"meet metrostation";"V N";"met#350 metrostation#3"
"de speeltoestellen#Facilities";"1";"1";"1";"de speeltoestellen";"P V";"de#1222 speeltoestellen#1"
"hotel kamers#Rooms";"1";"1";"1";"hotel kamers";"N N";"hotel#635 kamers#143"
"fifth avenue#Location";"1";"1";"1";"Fifth Avenue";"R R";"fifth#1 avenue#1"
"tweede kamer#unknown";"1";"1";"1";"tweede kamer";"O N";"tweede#6 kamer#182"
"mr rafik#Staff";"1";"1";"1";"Mr rafik";"R N";"mr#2 rafik#1"
"de driegangenmenu#Restaurant";"1";"1";"1";"De driegangenmenu";"R N";"de#1222 driegangenmenu#1"
"wandel mogelijkheden#unknown";"1";"1";"1";"wandel mogelijkheden";"N N";"wandel#2 mogelijkheden#8"
"volwassenen restaurant#Restaurant";"1";"1";"1";"volwassenen restaurant";"G N";"volwassenen#9 restaurant#45"
"zachte bolletjes#Breakfast";"1";"1";"1";"Zachte bolletjes";"R V";"zachte#1 bolletjes#1"
"een rondleiding#unknown";"1";"1";"1";"Een rondleiding";"R N";"een#832 rondleiding#1"
"het gedrag#unknown";"1";"1";"1";"het gedrag";"N N";"het#1010 gedrag#1"
"de tafels#Restaurant";"1";"1";"1";"De tafels";"R V";"de#1222 tafels#2"
"best western#unknown";"1";"1";"1";"good western";"G G";"best#9 western#1"
"de maaaltijden#Restaurant";"1";"1";"1";"De maaaltijden";"R G";"de#1222 maaaltijden#1"
"wi fi#Internet";"1";"1";"1";"wi fi";"N N";"wi#1 fi#1"
"het drinken#Restaurant";"1";"1";"1";"het drinken";"G N";"het#1010 drinken#11"
"vele banden#Swimming pool";"1";"1";"1";"Vele banden";"R O";"vele#11 banden#1"
"ons zwembad#unknown";"1";"1";"1";"ons zwembad";"N N";"ons#92 zwembad#82"
"beide kamers#Rooms";"1";"1";"1";"beide kamers";"G N";"beide#3 kamers#143"
"ras mohamed#unknown";"1";"1";"1";"ras mohamed";"N V";"ras#1 mohamed#10"
"die gasten#Staff";"1";"1";"1";"die gasten";"V V";"die#134 gasten#30"
"de gang#unknown";"1";"1";"1";"de gang";"P G";"de#1222 gang#4"
"een tafel#unknown";"1";"1";"1";"een tafel";"V N";"een#832 tafel#5"
"de matras#Beds";"1";"1";"1";"de matras";"O O";"de#1222 matras#2"
"de wijn#Restaurant";"1";"1";"1";"De wijn";"R O";"de#1222 wijn#3"
"charmante ziko#unknown";"1";"1";"1";"charmante Ziko";"V R";"charmante#1 ziko#1"
"een buffetrestaurant#Restaurant";"1";"1";"1";"een buffetrestaurant";"V N";"een#832 buffetrestaurant#1"
"de kelder#Interior/exterior";"1";"1";"1";"de kelder";"G N";"de#1222 kelder#3"
"hotel eeserhof#unknown";"1";"1";"1";"hotel Eeserhof";"N R";"hotel#635 eeserhof#1"
"voortdurend aangevuld#unknown";"1";"1";"1";"voortdurend aangevuld";"N O";"voortdurend#4 aangevuld#7"
"jonge personeel#Staff";"1";"1";"1";"jonge personeel";"N N";"jonge#3 personeel#109"
"begane grond#Interior/exterior";"1";"1";"1";"Begane grond";"R N";"begane#1 grond#3"
"een föhn#Bathroom";"1";"1";"1";"een föhn";"O O";"een#832 föhn#2"
"spa mogelijkheden#Facilities";"1";"1";"1";"spa mogelijkheden";"N N";"spa#14 mogelijkheden#8"
"zwembad gedeelte#Swimming pool";"1";"1";"1";"zwembad gedeelte";"G G";"zwembad#82 gedeelte#8"
"die douches#Bathroom";"1";"1";"1";"die douche";"V N";"die#134 douches#3"
"tv toestel#Facilities";"1";"1";"1";"TV toestel";"N N";"tv#13 toestel#2"
"de personeelsleden#Staff";"1";"1";"1";"de personeelsleden";"O O";"de#1222 personeelsleden#2"
"vanuit hotel#unknown";"1";"1";"1";"Vanuit hotel";"R N";"vanuit#9 hotel#635"
"de shows#Facilities";"1";"1";"1";"De show";"R V";"de#1222 shows#2"
"in hethotel#unknown";"1";"1";"1";"in hethotel";"P N";"in#559 hethotel#1"
"avond maaltijden#Restaurant";"1";"1";"1";"avond maaltijden";"O O";"avond#6 maaltijden#7"
"de kamelentocht#Facilities";"1";"1";"1";"de kamelentocht";"O O";"de#1222 kamelentocht#1"
"bediening licht#unknown";"1";"1";"1";"bediening licht";"V N";"bediening#20 licht#2"
"het barpersoneel#Staff";"1";"1";"1";"het barpersoneel";"O N";"het#1010 barpersoneel#2"
"kapotte spullen#Interior/exterior";"1";"1";"1";"Kapotte spullen";"R O";"kapotte#2 spullen#6"
"de slaapkamers#Rooms";"1";"1";"1";"de slaapkamers";"O N";"de#1222 slaapkamers#1"
"een opslag#unknown";"1";"1";"1";"een opslag";"O N";"een#832 opslag#1"
"eetzalen e.d.#Restaurant";"1";"1";"1";"eetzalen e.d.";"O O";"eetzalen#1 e.d.#5"
"het plafond#Interior/exterior";"1";"1";"1";"Het plafond";"R N";"het#1010 plafond#1"
