"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"más feas#negative";"1";"1";"1";"más feas";"N N";"más#55 feas#1"
"totalmente nefasto.no#strongnegative";"1";"1";"1";"totalmente nefasto.no";"V A";"totalmente#13 nefasto.no#1"
"muy agradabe#strongpositive";"1";"1";"1";"muy agradabe";"O V";"muy#623 agradabe#1"
"muy comoda#strongpositive";"1";"1";"1";"muy comoda";"O V";"muy#623 comoda#2"
"bastante relajante#positive";"1";"1";"1";"Bastante relajante";"R V";"bastante#66 relajante#7"
"fue magnifico#strongpositive";"1";"1";"1";"fue magnifico";"N N";"fue#62 magnifico#5"
"un 0#strongnegative";"1";"1";"1";"un 0";"G O";"un#503 0#1"
"disfrutamos mucho#strongpositive";"1";"1";"1";"disfrutamos mucho";"V G";"disfrutamos#6 mucho#66"
"habla inglés#positive";"1";"1";"1";"habla inglés";"N N";"habla#1 inglés#2"
"muy bien.cercano#strongpositive";"1";"1";"1";"muy bien.cercano";"O O";"muy#623 bien.cercano#1"
"algo simple#negative";"1";"1";"1";"algo simple";"A G";"algo#50 simple#3"
"super céntrico#positive";"1";"1";"1";"super céntrico";"O O";"super#16 céntrico#19"
"rápido acceso#positive";"1";"1";"1";"rápido acceso";"N N";"rápido#1 acceso#21"
"buen situado#positive";"1";"1";"1";"buen situado";"O O";"buen#109 situado#65"
"disponen gratuitamente#positive";"1";"1";"1";"disponen gratuitamente";"N N";"disponen#5 gratuitamente#2"
"muy lento#strongnegative";"1";"1";"1";"muy lento";"G P";"muy#623 lento#1"
"muy aceptable#strongpositive";"1";"1";"1";"muy aceptable";"G G";"muy#623 aceptable#5"
"muy adecuada#strongpositive";"1";"1";"1";"muy adecuada";"O O";"muy#623 adecuada#2"
"quede impresinado#strongpositive";"1";"1";"1";"quede impresinado";"V A";"quede#5 impresinado#1"
"10min caminando#positive";"1";"1";"1";"10min caminando";"O O";"10min#1 caminando#7"
"muy lejanas#strongnegative";"1";"1";"1";"muy lejanas";"N N";"muy#623 lejanas#1"
"muchos arboles#positive";"1";"1";"1";"muchos arboles";"N V";"muchos#17 arboles#1"
"fue cuidado#positive";"1";"1";"1";"fue cuidado";"N N";"fue#62 cuidado#17"
"muy servicial#strongpositive";"1";"1";"1";"muy servicial";"G G";"muy#623 servicial#6"
"estubo bien#positive";"1";"1";"1";"estubo bien";"N N";"estubo#2 bien#212"
"próxima a#positive";"1";"1";"1";"próxima a";"O O";"próxima#7 a#550"
"algo antiguo#negative";"1";"1";"1";"algo antiguo";"A G";"algo#50 antiguo#11"
"totalmente limpias#strongpositive";"1";"1";"1";"totalmente limpias";"V N";"totalmente#13 limpias#15"
"recien exprimido#positive";"1";"1";"1";"recien exprimido";"N N";"recien#2 exprimido#1"
"de marmol#positive";"1";"1";"1";"de marmol";"O N";"de#1387 marmol#1"
"deseando ayudarte#positive";"1";"1";"1";"deseando ayudarte";"O O";"deseando#1 ayudarte#2"
"encanto real#strongpositive";"1";"1";"1";"Encanto real";"R G";"encanto#15 real#3"
"atienden bien.#positive";"1";"1";"1";"atienden bien.";"G N";"atienden#2 bien.#3"
"muy lejor#strongnegative";"1";"1";"1";"muy lejor";"G O";"muy#623 lejor#1"
"una maravilla#strongpositive";"1";"1";"1";"una maravilla";"G N";"una#277 maravilla#2"
"para recomendar#positive";"1";"1";"1";"para recomendar";"G N";"para#378 recomendar#2"
"madrid.bien comunicado#positive";"1";"1";"1";"Madrid.Bien comunicado";"R V";"madrid.bien#1 comunicado#15"
"bastante amable#positive";"1";"1";"1";"bastante amable";"N G";"bastante#66 amable#42"
"te invitan#positive";"1";"1";"1";"te invitan";"N V";"te#70 invitan#2"
"muy prfesional#strongpositive";"1";"1";"1";"muy prfesional";"G G";"muy#623 prfesional#1"
"seguramente volveré#positive";"1";"1";"1";"Seguramente volveré";"R N";"seguramente#3 volveré#4"
"bien conservado#positive";"1";"1";"1";"bien conservado";"G N";"bien#212 conservado#1"
"excelente confor#strongpositive";"1";"1";"1";"excelente confor";"G N";"excelente#95 confor#1"
"realmente acogedora#strongpositive";"1";"1";"1";"realmente acogedora";"V N";"realmente#11 acogedora#8"
"bastante buenas#positive";"1";"1";"1";"bastante buenas";"N N";"bastante#66 buenas#21"
"no tenga#negative";"1";"1";"1";"no tenga";"D N";"no#332 tenga#2"
"muy cómodos#strongpositive";"1";"1";"1";"muy cómodos";"G N";"muy#623 cómodos#2"
"sin olvidarnos#positive";"1";"1";"1";"sin olvidarnos";"N N";"sin#87 olvidarnos#1"
"no encontramos#negative";"1";"1";"1";"no encontramos";"D O";"no#332 encontramos#3"
"muy variada#strongpositive";"1";"1";"1";"muy variada";"G N";"muy#623 variada#5"
"debería contar#negative";"1";"1";"1";"debería contar";"N N";"debería#2 contar#1"
"0,50 €#negative";"1";"1";"1";"0,50 €";"O N";"0,50#1 €#9"
"muy cerquita#strongpositive";"1";"1";"1";"muy cerquita";"G N";"muy#623 cerquita#2"
"poder relajarse#positive";"1";"1";"1";"poder relajarse";"N N";"poder#19 relajarse#5"
"totalmente desfasado#strongnegative";"1";"1";"1";"totalmente desfasado";"V N";"totalmente#13 desfasado#1"
"no colapsa#positive";"1";"1";"1";"no colapsa";"D N";"no#332 colapsa#1"
"muy amplio#strongpositive";"1";"1";"1";"muy amplio";"G N";"muy#623 amplio#7"
"bastnte bien#positive";"1";"1";"1";"bastnte bien";"N N";"bastnte#1 bien#212"
"no dispone#negative";"1";"1";"1";"no dispone";"D N";"no#332 dispone#7"
"quede contento#positive";"1";"1";"1";"Quede contento";"R N";"quede#5 contento#3"
"errores continuos#negative";"1";"1";"1";"errores continuos";"N V";"errores#1 continuos#1"
"no sirve#negative";"1";"1";"1";"no sirve";"D N";"no#332 sirve#5"
"excelente gran#strongpositive";"1";"1";"1";"Excelente gran";"R G";"excelente#95 gran#85"
"hablase español#positive";"1";"1";"1";"hablase español";"N N";"hablase#1 español#3"
"volvería !#positive";"1";"1";"1";"Volvería !";"R O";"volvería#5 !#77"
"muy picantes#strongnegative";"1";"1";"1";"muy picantes";"G N";"muy#623 picantes#1"
"muy extensaaaa#strongpositive";"1";"1";"1";"muy extensaaaa";"O V";"muy#623 extensaaaa#1"
"no vayan#negative";"1";"1";"1";"no vayan";"D N";"no#332 vayan#2"
"en autobús#positive";"1";"1";"1";"en autobús";"P N";"en#860 autobús#7"
"un diez#strongpositive";"1";"1";"1";"un diez";"G N";"un#503 diez#1"
"bien organizado#positive";"1";"1";"1";"bien organizado";"O O";"bien#212 organizado#1"
"muy simple#negative";"1";"1";"1";"muy simple";"G N";"muy#623 simple#3"
"super recomendable#strongpositive";"1";"1";"1";"Super recomendable";"R N";"super#16 recomendable#43"
"nada amables#strongnegative";"1";"1";"1";"nada amables";"N N";"nada#60 amables#17"
"hayan remozado#positive";"1";"1";"1";"hayan remozado";"G N";"hayan#1 remozado#1"
"bien adecuado#positive";"1";"1";"1";"bien adecuado";"G N";"bien#212 adecuado#10"
"muy satisfecha#strongpositive";"1";"1";"1";"muy satisfecha";"G N";"muy#623 satisfecha#1"
"muy descontento#strongnegative";"1";"1";"1";"Muy descontento";"R O";"muy#623 descontento#1"
"ni respondidas#negative";"1";"1";"1";"ni respondidas";"G N";"ni#41 respondidas#1"
"el alardeo#negative";"1";"1";"1";"el alardeo";"N N";"el#1001 alardeo#1"
"recién reformado#positive";"1";"1";"1";"recién reformado";"N N";"recién#4 reformado#4"
"para recomendarlo#positive";"1";"1";"1";"para recomendarlo";"N N";"para#378 recomendarlo#1"
"totalmente gratuitas#positive";"1";"1";"1";"totalmente gratuitas";"V N";"totalmente#13 gratuitas#2"
"demasiado tranquila#negative";"1";"1";"1";"demasiado tranquila";"N N";"demasiado#7 tranquila#17"
"muy concurrida#positive";"1";"1";"1";"muy concurrida";"N N";"muy#623 concurrida#1"
"fuí andando#positive";"1";"1";"1";"fuí andando";"G N";"fuí#3 andando#30"
"muy espacioso#strongpositive";"1";"1";"1";"muy espacioso";"G N";"muy#623 espacioso#1"
"muy educados#strongpositive";"1";"1";"1";"muy educados";"V N";"muy#623 educados#1"
"extremadamente limpias#strongpositive";"1";"1";"1";"extremadamente limpias";"N N";"extremadamente#2 limpias#15"
"con matices#negative";"1";"1";"1";"con matices";"O N";"con#413 matices#1"
"buena onda.#positive";"1";"1";"1";"buena onda.";"N P";"buena#115 onda.#1"
"muy rentable#strongpositive";"1";"1";"1";"muy rentable";"G N";"muy#623 rentable#1"
"muy caro#strongnegative";"1";"1";"1";"muy caro";"G N";"muy#623 caro#17"
"para evitar#positive";"1";"1";"1";"para evitar";"O O";"para#378 evitar#4"
"sean baratos#positive";"1";"1";"1";"sean baratos";"G N";"sean#3 baratos#2"
"tan pequeña#strongnegative";"1";"1";"1";"tan pequeña";"G N";"tan#30 pequeña#15"
"demasiado sencillo#negative";"1";"1";"1";"demasiado sencillo";"O O";"demasiado#7 sencillo#6"
"no solucionadas#negative";"1";"1";"1";"no solucionadas";"D G";"no#332 solucionadas#1"
"muy completa#strongpositive";"1";"1";"1";"muy completa";"G N";"muy#623 completa#4"
"hechos polvo#strongnegative";"1";"1";"1";"hechos polvo";"N V";"hechos#2 polvo#1"
"muchos detalles#strongpositive";"1";"1";"1";"muchos detalles";"O O";"muchos#17 detalles#18"
"cero bichos#positive";"1";"1";"1";"cero bichos";"O O";"cero#1 bichos#1"
"mal estado#negative";"1";"1";"1";"mal estado";"G N";"mal#42 estado#28"
"muy desatentos#strongnegative";"1";"1";"1";"muy desatentos";"G N";"muy#623 desatentos#1"
"ni limpiaron#negative";"1";"1";"1";"ni limpiaron";"N O";"ni#41 limpiaron#2"
"sentí feliz#positive";"1";"1";"1";"sentí feliz";"V G";"sentí#1 feliz#2"
"una delicia#positive";"1";"1";"1";"una delicia";"G N";"una#277 delicia#1"
"ni caso#negative";"1";"1";"1";"ni caso";"N V";"ni#41 caso#6"
"sólo con#negative";"1";"1";"1";"sólo con";"N A";"sólo#11 con#413"
"se oían#positive";"1";"1";"1";"se oían";"Q G";"se#195 oían#1"
"lugar curioso#positive";"1";"1";"1";"lugar curioso";"N N";"lugar#42 curioso#2"
"recomiendo positivamente#positive";"1";"1";"1";"recomiendo positivamente";"N N";"recomiendo#39 positivamente#2"
"feliz con#positive";"1";"1";"1";"feliz con";"N A";"feliz#2 con#413"
"no limpian#negative";"1";"1";"1";"no limpian";"D G";"no#332 limpian#2"
"simplemente impresionante#strongpositive";"1";"1";"1";"simplemente impresionante";"G N";"simplemente#4 impresionante#5"
"un 7#positive";"1";"1";"1";"un 7";"G O";"un#503 7#7"
"facilita enormemente#strongpositive";"1";"1";"1";"facilita enormemente";"O G";"facilita#4 enormemente#1"
"bastante variados#positive";"1";"1";"1";"bastante variados";"N N";"bastante#66 variados#2"
"muy nuevo#strongpositive";"1";"1";"1";"muy nuevo";"O V";"muy#623 nuevo#13"
"de papel#negative";"1";"1";"1";"de papel";"P N";"de#1387 papel#2"
"se paga#negative";"1";"1";"1";"se paga";"Q N";"se#195 paga#1"
"era pequeno#positive";"1";"1";"1";"era pequeno";"N N";"era#68 pequeno#2"
"10 min.#positive";"1";"1";"1";"10 min.";"O N";"10#22 min.#2"
"mas caro#negative";"1";"1";"1";"mas caro";"V N";"mas#57 caro#17"
"gran valía#positive";"1";"1";"1";"Gran valía";"R O";"gran#85 valía#1"
"super limpios#strongpositive";"1";"1";"1";"super limpios";"G N";"super#16 limpios#3"
"muy calurosas#strongnegative";"1";"1";"1";"muy calurosas";"G N";"muy#623 calurosas#1"
"de diseño#positive";"1";"1";"1";"de diseño";"P N";"de#1387 diseño#5"
"le sobran#negative";"1";"1";"1";"Le sobran";"R G";"le#12 sobran#2"
"bastante grande#positive";"1";"1";"1";"bastante grande";"N N";"bastante#66 grande#33"
"bastante tranquila#positive";"1";"1";"1";"bastante tranquila";"N N";"bastante#66 tranquila#17"
"aunque pequeño#negative";"1";"1";"1";"aunque pequeño";"G N";"aunque#79 pequeño#30"
"muy satisfechos#strongpositive";"1";"1";"1";"muy satisfechos";"G N";"muy#623 satisfechos#1"
"bien surtido#positive";"1";"1";"1";"bien surtido";"O O";"bien#212 surtido#1"
"puedes utilizar#positive";"1";"1";"1";"puedes utilizar";"V G";"puedes#20 utilizar#2"
"bastante contento#positive";"1";"1";"1";"Bastante contento";"R N";"bastante#66 contento#3"
"bastante acogedor#positive";"1";"1";"1";"bastante acogedor";"N N";"bastante#66 acogedor#18"
"poco amable#negative";"1";"1";"1";"poco amable";"O G";"poco#59 amable#42"
"se movían#negative";"1";"1";"1";"se movían";"N N";"se#195 movían#1"
"ha sufrido#positive";"1";"1";"1";"ha sufrido";"N N";"ha#45 sufrido#1"
"sin comentarios#negative";"1";"1";"1";"sin comentarios";"N N";"sin#87 comentarios#4"
"muy contento#strongpositive";"1";"1";"1";"muy contento";"G N";"muy#623 contento#3"
"te discutian#negative";"1";"1";"1";"te discutian";"N G";"te#70 discutian#1"
"funciona correctamente#positive";"1";"1";"1";"funciona correctamente";"N V";"funciona#8 correctamente#3"
"nada caro#positive";"1";"1";"1";"Nada caro";"R N";"nada#60 caro#17"
"vendría magníficamente#negative";"1";"1";"1";"vendría magníficamente";"O O";"vendría#1 magníficamente#2"
"muy casero#strongpositive";"1";"1";"1";"muy casero";"G N";"muy#623 casero#3"
"afea bastante#negative";"1";"1";"1";"afea bastante";"O O";"afea#1 bastante#66"
"completamente familiar#positive";"1";"1";"1";"completamente familiar";"N G";"completamente#3 familiar#15"
"estaban incluidos#positive";"1";"1";"1";"estaban incluidos";"N N";"estaban#8 incluidos#2"
"super amables#strongpositive";"1";"1";"1";"super amables";"G N";"super#16 amables#17"
"muy natural#strongpositive";"1";"1";"1";"muy natural";"G G";"muy#623 natural#7"
"imposible acceder#negative";"1";"1";"1";"imposible acceder";"G N";"imposible#5 acceder#6"
"nos invitaron#positive";"1";"1";"1";"nos invitaron";"N V";"nos#145 invitaron#1"
"muy proximo#strongpositive";"1";"1";"1";"muy proximo";"G N";"muy#623 proximo#3"
"bien atendido#positive";"1";"1";"1";"Bien atendido";"R N";"bien#212 atendido#1"
"casi casi#positive";"1";"1";"1";"casi casi";"N N";"casi#13 casi#13"
"8 km#negative";"1";"1";"1";"8 km";"O N";"8#11 km#4"
"super variado#strongpositive";"1";"1";"1";"super variado";"N N";"super#16 variado#16"
"resultó cómodo#positive";"1";"1";"1";"resultó cómodo";"V N";"resultó#3 cómodo#16"
"bien limpia#strongpositive";"1";"1";"1";"bien limpia";"G N";"bien#212 limpia#12"
"muy molesto#strongnegative";"1";"1";"1";"muy molesto";"G N";"muy#623 molesto#4"
"pelin pequeñas#negative";"1";"1";"1";"pelin pequeñas";"N N";"pelin#1 pequeñas#13"
"muy prolijo#strongpositive";"1";"1";"1";"muy prolijo";"G N";"muy#623 prolijo#1"
"deliciosos !#strongpositive";"1";"1";"1";"deliciosos !";"V O";"deliciosos#1 !#77"
"no hicieron#negative";"1";"1";"1";"no hicieron";"D N";"no#332 hicieron#4"
"muy rápidos#strongpositive";"1";"1";"1";"muy rápidos";"G N";"muy#623 rápidos#1"
"muy cercano#strongpositive";"1";"1";"1";"muy cercano";"G N";"muy#623 cercano#11"
"entregado totalmente#strongpositive";"1";"1";"1";"entregado totalmente";"O O";"entregado#1 totalmente#13"
"tiraba agua#negative";"1";"1";"1";"tiraba agua";"N O";"tiraba#1 agua#27"
"bien agradable#positive";"1";"1";"1";"bien agradable";"G G";"bien#212 agradable#34"
"sin variedad#negative";"1";"1";"1";"sin variedad";"N N";"sin#87 variedad#31"
"bien servido#positive";"1";"1";"1";"bien servido";"G N";"bien#212 servido#1"
"sin cubitera#negative";"1";"1";"1";"sin cubitera";"N N";"sin#87 cubitera#1"
"muy original#strongpositive";"1";"1";"1";"Muy original";"R G";"muy#623 original#1"
"sin coste#positive";"1";"1";"1";"sin coste";"G N";"sin#87 coste#2"
"el necesario#positive";"1";"1";"1";"el necesario";"O O";"el#1001 necesario#10"
"un paraíso#strongpositive";"1";"1";"1";"un paraíso";"G N";"un#503 paraíso#2"
"muy segura#strongpositive";"1";"1";"1";"muy segura";"G N";"muy#623 segura#1"
"muy modernos#strongpositive";"1";"1";"1";"muy modernos";"G N";"muy#623 modernos#1"
"gusta mucho#strongpositive";"1";"1";"1";"gusta mucho";"O G";"gusta#7 mucho#66"
"sumamente recomendable#strongpositive";"1";"1";"1";"sumamente recomendable";"V G";"sumamente#2 recomendable#43"
"muy bellas#strongpositive";"1";"1";"1";"muy bellas";"G N";"muy#623 bellas#1"
"no espereis#negative";"1";"1";"1";"no espereis";"D O";"no#332 espereis#2"
"totalmemte recomendable#strongpositive";"1";"1";"1";"Totalmemte recomendable";"R G";"totalmemte#1 recomendable#43"
"muy atenta#strongpositive";"1";"1";"1";"muy atenta";"G N";"muy#623 atenta#3"
"2,5 €#negative";"1";"1";"1";"2,5 €";"O N";"2,5#1 €#9"
"muy alegres#strongpositive";"1";"1";"1";"muy alegres";"G N";"muy#623 alegres#1"
"una estafa#strongnegative";"1";"1";"1";"Una estafa";"R N";"una#277 estafa#1"
"alrededor hay#positive";"1";"1";"1";"Alrededor hay";"R N";"alrededor#6 hay#101"
"tiene cercanos#positive";"1";"1";"1";"tiene cercanos";"N N";"tiene#95 cercanos#6"
"igualmente asequible#positive";"1";"1";"1";"igualmente asequible";"O O";"igualmente#2 asequible#4"
"muy sucios#strongnegative";"1";"1";"1";"muy sucios";"O O";"muy#623 sucios#1"
"muy relajantes#strongpositive";"1";"1";"1";"muy relajantes";"N V";"muy#623 relajantes#1"
"con altavoz#positive";"1";"1";"1";"con altavoz";"A A";"con#413 altavoz#1"
"totalmente equipada#strongpositive";"1";"1";"1";"totalmente equipada";"N N";"totalmente#13 equipada#5"
"muy variopinto#positive";"1";"1";"1";"muy variopinto";"G N";"muy#623 variopinto#1"
"ningun problema#positive";"1";"1";"1";"ningun problema";"N N";"ningun#5 problema#13"
"de ensueños#strongpositive";"1";"1";"1";"de ensueños";"P N";"de#1387 ensueños#1"
"bastante simple#negative";"1";"1";"1";"bastante simple";"N N";"bastante#66 simple#3"
"un lujazo#strongpositive";"1";"1";"1";"un lujazo";"G N";"un#503 lujazo#1"
"se caen#negative";"1";"1";"1";"se caen";"V G";"se#195 caen#1"
"estupendo !#strongpositive";"1";"1";"1";"Estupendo !";"R O";"estupendo#16 !#77"
"fue acertada.#positive";"1";"1";"1";"fue acertada.";"N O";"fue#62 acertada.#1"
"gustaría volver#positive";"1";"1";"1";"gustaría volver";"N N";"gustaría#1 volver#13"
"son preciosas#strongpositive";"1";"1";"1";"son preciosas";"N V";"son#117 preciosas#4"
"muy asequible#strongpositive";"1";"1";"1";"muy asequible";"N G";"muy#623 asequible#4"
"muy escaso#strongnegative";"1";"1";"1";"muy escaso";"G N";"muy#623 escaso#6"
"funciona mal#negative";"1";"1";"1";"funciona mal";"V G";"funciona#8 mal#42"
"muy modernas#strongpositive";"1";"1";"1";"muy modernas";"G N";"muy#623 modernas#4"
"de ensueño#strongpositive";"1";"1";"1";"de ensueño";"O O";"de#1387 ensueño#1"
"con apenas#negative";"1";"1";"1";"con apenas";"N N";"con#413 apenas#6"
"simplente increible#strongpositive";"1";"1";"1";"Simplente increible";"R N";"simplente#1 increible#9"
"no disponen#negative";"1";"1";"1";"no disponen";"D G";"no#332 disponen#5"
"king size#strongpositive";"1";"1";"1";"king size";"N N";"king#2 size#1"
"bien limpios#strongpositive";"1";"1";"1";"bien limpios";"O O";"bien#212 limpios#3"
"no esperes#negative";"1";"1";"1";"no esperes";"D O";"no#332 esperes#1"
"alguna grieta#negative";"1";"1";"1";"alguna grieta";"O O";"alguna#10 grieta#1"
"autenticas verduleras#strongnegative";"1";"1";"1";"autenticas verduleras";"O O";"autenticas#1 verduleras#1"
"muy pomposo#positive";"1";"1";"1";"muy pomposo";"N N";"muy#623 pomposo#1"
"de culo#strongnegative";"1";"1";"1";"de culo";"O O";"de#1387 culo#1"
"muy cordial#strongpositive";"1";"1";"1";"muy cordial";"G G";"muy#623 cordial#2"
"sin sintonizar#negative";"1";"1";"1";"sin sintonizar";"N G";"sin#87 sintonizar#1"
"hablan español#positive";"1";"1";"1";"hablan español";"O O";"hablan#1 español#3"
"podría mejorar#negative";"1";"1";"1";"podría mejorar";"N N";"podría#4 mejorar#8"
"sorprendio muchisimo#strongpositive";"1";"1";"1";"sorprendio muchisimo";"G N";"sorprendio#2 muchisimo#3"
"de hidromasajecde#positive";"1";"1";"1";"de hidromasajecde";"O O";"de#1387 hidromasajecde#1"
"bastante tenpranero#negative";"1";"1";"1";"bastante tenpranero";"N N";"bastante#66 tenpranero#1"
"estaba limpio#positive";"1";"1";"1";"estaba limpio";"N N";"estaba#39 limpio#36"
"muy antiguo#strongnegative";"1";"1";"1";"muy antiguo";"G G";"muy#623 antiguo#11"
"de pago.#negative";"1";"1";"1";"de pago.";"P N";"de#1387 pago.#1"
"bien insonorizadas.#positive";"1";"1";"1";"bien insonorizadas.";"G G";"bien#212 insonorizadas.#1"
"no cierran#negative";"1";"1";"1";"no cierran";"D G";"no#332 cierran#1"
"volvere claramente#positive";"1";"1";"1";"volvere claramente";"G N";"volvere#5 claramente#3"
"va bien#positive";"1";"1";"1";"va bien";"N N";"va#4 bien#212"
"buenisima calidad#strongpositive";"1";"1";"1";"buenisima calidad";"O O";"buenisima#1 calidad#74"
"nunca más#negative";"1";"1";"1";"Nunca más";"R N";"nunca#7 más#55"
"te saludan#negative";"1";"1";"1";"te saludan";"G N";"te#70 saludan#1"
"muy bien.#strongpositive";"1";"1";"1";"muy bien.";"O V";"muy#623 bien.#3"
"no escojais#negative";"1";"1";"1";"no escojais";"D N";"no#332 escojais#1"
"más bonitos#strongpositive";"1";"1";"1";"más bonitos";"N N";"más#55 bonitos#2"
"sin faltarle#positive";"1";"1";"1";"sin faltarle";"N N";"sin#87 faltarle#1"
"esta pegado#positive";"1";"1";"1";"esta pegado";"N V";"esta#112 pegado#3"
"han puesto#positive";"1";"1";"1";"han puesto";"G P";"han#13 puesto#4"
"la calidez#positive";"1";"1";"1";"la calidez";"O O";"la#1114 calidez#1"
"apenas había#negative";"1";"1";"1";"apenas había";"O O";"apenas#6 había#24"
"grandes profesionales#strongpositive";"1";"1";"1";"grandes profesionales";"N N";"grandes#25 profesionales#2"
"nooo !#strongnegative";"1";"1";"1";"nooo !";"A O";"nooo#1 !#77"
"maravilloso !#strongpositive";"1";"1";"1";"maravilloso !";"A O";"maravilloso#6 !#77"
"súper amable#strongpositive";"1";"1";"1";"súper amable";"N G";"súper#5 amable#42"
"justo debajo#positive";"1";"1";"1";"justo debajo";"P N";"justo#11 debajo#3"
"están insonorizadas#positive";"1";"1";"1";"están insonorizadas";"V P";"están#22 insonorizadas#1"
"una desilusion#negative";"1";"1";"1";"una desilusion";"G N";"una#277 desilusion#1"
"relajamos muchísimo#strongpositive";"1";"1";"1";"relajamos muchísimo";"V A";"relajamos#1 muchísimo#1"
"auténticas saunas#negative";"1";"1";"1";"auténticas saunas";"O O";"auténticas#1 saunas#1"
"poco atentos#negative";"1";"1";"1";"poco atentos";"N N";"poco#59 atentos#11"
"muy elegante#strongpositive";"1";"1";"1";"muy elegante";"O V";"muy#623 elegante#3"
"bien decorado#positive";"1";"1";"1";"bien decorado";"N N";"bien#212 decorado#2"
"sumamente atento#strongpositive";"1";"1";"1";"sumamente atento";"N P";"sumamente#2 atento#19"
"bien dispuesta#positive";"1";"1";"1";"bien dispuesta";"O O";"bien#212 dispuesta#1"
"muy práctica.hay#strongpositive";"1";"1";"1";"muy práctica.Hay";"G R";"muy#623 práctica.hay#1"
"muy acojedor#strongpositive";"1";"1";"1";"Muy acojedor";"R N";"muy#623 acojedor#1"
"se escuchaba#negative";"1";"1";"1";"se escuchaba";"N O";"se#195 escuchaba#1"
"muy lipia#strongpositive";"1";"1";"1";"muy lipia";"O O";"muy#623 lipia#1"
"muy felices#strongpositive";"1";"1";"1";"muy felices";"G N";"muy#623 felices#1"
"fallo gordisimo#negative";"1";"1";"1";"fallo gordisimo";"V N";"fallo#2 gordisimo#1"
"esta bien.#positive";"1";"1";"1";"esta bien.";"O O";"esta#112 bien.#3"
"realmente buena#strongpositive";"1";"1";"1";"realmente buena";"V N";"realmente#11 buena#115"
"muy facial#strongpositive";"1";"1";"1";"muy facial";"G G";"muy#623 facial#1"
"mal situado#negative";"1";"1";"1";"mal situado";"G N";"mal#42 situado#65"
"malo malisimo#negative";"1";"1";"1";"malo malisimo";"N N";"malo#14 malisimo#2"
"muy olvidable#negative";"1";"1";"1";"muy olvidable";"O V";"muy#623 olvidable#1"
"como esperábamos#positive";"1";"1";"1";"como esperábamos";"N V";"como#114 esperábamos#2"
"se respeta#positive";"1";"1";"1";"se respeta";"O O";"se#195 respeta#1"
"que agradan#positive";"1";"1";"1";"que agradan";"V N";"que#771 agradan#1"
"siempre había#positive";"1";"1";"1";"siempre había";"O O";"siempre#38 había#24"
"pesima calidad#strongnegative";"1";"1";"1";"pesima calidad";"G N";"pesima#1 calidad#74"
"bastante flojo#negative";"1";"1";"1";"bastante flojo";"N N";"bastante#66 flojo#2"
"mal comunicado#negative";"1";"1";"1";"Mal comunicado";"R V";"mal#42 comunicado#15"
"todo buenísimo#strongpositive";"1";"1";"1";"todo buenísimo";"O O";"todo#193 buenísimo#1"
"sin agobios#positive";"1";"1";"1";"sin agobios";"O O";"sin#87 agobios#1"
"no desprecio#positive";"1";"1";"1";"no desprecio";"D N";"no#332 desprecio#1"
"muy alejada#strongnegative";"1";"1";"1";"muy alejada";"O V";"muy#623 alejada#1"
"muy malo#strongnegative";"1";"1";"1";"muy malo";"G N";"muy#623 malo#14"
"se cuidan#positive";"1";"1";"1";"se cuidan";"Q G";"se#195 cuidan#1"
"tan hermoso#strongpositive";"1";"1";"1";"tan hermoso";"G N";"tan#30 hermoso#5"
"la arreglaron#positive";"1";"1";"1";"la arreglaron";"D N";"la#1114 arreglaron#2"
"sin palabras#strongpositive";"1";"1";"1";"sin palabras";"N N";"sin#87 palabras#4"
"te incluia#positive";"1";"1";"1";"te incluia";"G N";"te#70 incluia#2"
"muy anticuado#strongnegative";"1";"1";"1";"muy anticuado";"O O";"muy#623 anticuado#2"
"de chiste#negative";"1";"1";"1";"de chiste";"P N";"de#1387 chiste#1"
"calidad baja#negative";"1";"1";"1";"calidad baja";"O O";"calidad#74 baja#2"
"ni tuvo#negative";"1";"1";"1";"ni tuvo";"G N";"ni#41 tuvo#2"
"bastante probre#negative";"1";"1";"1";"bastante probre";"N N";"bastante#66 probre#1"
"ni cambian#negative";"1";"1";"1";"ni cambian";"G G";"ni#41 cambian#2"
"muy dejado#strongnegative";"1";"1";"1";"muy dejado";"G N";"muy#623 dejado#1"
"recomiendo 100#strongpositive";"1";"1";"1";"recomiendo 100";"N O";"recomiendo#39 100#8"
"excesivamente concurridos#strongpositive";"1";"1";"1";"excesivamente concurridos";"G N";"excesivamente#4 concurridos#1"
"no confien#negative";"1";"1";"1";"no confien";"D N";"no#332 confien#1"
"de muelles#negative";"1";"1";"1";"de muelles";"P N";"de#1387 muelles#1"
"no sirven#negative";"1";"1";"1";"no sirven";"D G";"no#332 sirven#3"
"mucha tranquilidad.playa#strongpositive";"1";"1";"1";"mucha tranquilidad.playa";"O V";"mucha#21 tranquilidad.playa#1"
"muy antigua#strongnegative";"1";"1";"1";"muy antigua";"G N";"muy#623 antigua#2"
"contrasta bastante#negative";"1";"1";"1";"contrasta bastante";"N N";"contrasta#1 bastante#66"
"pudiendo disfrutar#positive";"1";"1";"1";"pudiendo disfrutar";"V G";"pudiendo#1 disfrutar#19"
"mui buen#strongpositive";"1";"1";"1";"mui buen";"O O";"mui#1 buen#109"
