"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"las almohadas#Beds";"1";"4";"4";"las almohadas";"V A";"las#355 almohadas#8"
"la insonorización#Noisiness";"1";"3";"3";"la insonorización";"D N";"la#1114 insonorización#3"
"el colchón#Beds";"1";"3";"3";"el colchón";"N N";"el#1001 colchón#3"
"la localización#unknown";"1";"3";"3";"la localización";"O O";"la#1114 localización#8"
"un complejo#unknown";"1";"3";"3";"un complejo";"G N";"un#503 complejo#10"
"el mobiliario#Interior/exterior";"1";"3";"3";"el mobiliario";"N N";"el#1001 mobiliario#5"
"las sábanas#Beds";"1";"3";"3";"las sábanas";"G N";"las#355 sábanas#3"
"la tv#Facilities";"1";"3";"3";"La TV";"R N";"la#1114 tv#7"
"las comidas#Restaurant";"1";"3";"3";"las comidas";"V N";"las#355 comidas#9"
"esta última#unknown";"1";"2";"2";"esta última";"O O";"esta#112 última#8"
"la situacion#unknown";"1";"2";"2";"la situacion";"D N";"la#1114 situacion#5"
"su remodelación#Interior/exterior";"1";"2";"2";"su remodelación";"G N";"su#66 remodelación#3"
"el complejo#unknown";"1";"2";"2";"El complejo";"R N";"el#1001 complejo#10"
"2 entradas#unknown";"1";"2";"2";"2 entradas";"O N";"2#18 entradas#4"
"el queso#Breakfast";"1";"2";"2";"el queso";"N A";"el#1001 queso#2"
"los camareros#Staff";"1";"2";"2";"los camareros";"O N";"los#274 camareros#3"
"el autobús#Transportation";"1";"2";"2";"el autobús";"N N";"el#1001 autobús#7"
"televisión plana#Facilities";"1";"2";"2";"televisión plana";"N N";"televisión#3 plana#6"
"las sabanas#Beds";"1";"2";"2";"las sabanas";"G N";"las#355 sabanas#2"
"sus instalaciones#Interior/exterior";"1";"2";"2";"sus instalaciones";"N N";"sus#18 instalaciones#42"
"sofá cama#Beds";"1";"2";"2";"sofá cama";"N N";"sofá#4 cama#38"
"el apartamento#unknown";"1";"2";"2";"El apartamento";"R P";"el#1001 apartamento#5"
"el bano#Bathroom";"1";"2";"2";"El bano";"R N";"el#1001 bano#2"
"trasporte publico#Transportation";"1";"2";"2";"trasporte publico";"V N";"trasporte#2 publico#5"
"las parcelas#unknown";"1";"2";"2";"las parcelas";"V N";"las#355 parcelas#4"
"la calefacción#Facilities";"1";"2";"2";"la calefacción";"N O";"la#1114 calefacción#2"
"dos autobuses#Transportation";"1";"2";"2";"dos autobuses";"N N";"dos#45 autobuses#11"
"la pileta#Swimming pool";"1";"2";"2";"la pileta";"D N";"la#1114 pileta#4"
"el zumo#Breakfast";"1";"2";"2";"el zumo";"N O";"el#1001 zumo#4"
"un entorno#unknown";"1";"2";"2";"un entorno";"G N";"un#503 entorno#6"
"varios detalles#unknown";"1";"2";"2";"varios detalles";"N N";"varios#10 detalles#18"
"una limpieza#Cleanliness";"1";"2";"2";"una limpieza";"G N";"una#277 limpieza#41"
"centros comerciales#Location";"1";"2";"2";"centros comerciales";"N N";"centros#2 comerciales#2"
"un hótel#unknown";"1";"2";"2";"un hótel";"G N";"un#503 hótel#2"
"muchas tiendas#Location";"1";"2";"2";"muchas tiendas";"N N";"muchas#13 tiendas#15"
"el fiambre#Breakfast";"1";"2";"2";"el fiambre";"N N";"el#1001 fiambre#2"
"la animación#Facilities";"1";"2";"2";"La animación";"D N";"la#1114 animación#7"
"la wifi#Internet";"1";"2";"2";"La wifi";"O O";"la#1114 wifi#24"
"turismo urbano#unknown";"1";"1";"1";"turismo urbano";"N O";"turismo#6 urbano#3"
"168 habitaciones#Rooms";"1";"1";"1";"168 habitaciones";"O N";"168#1 habitaciones#142"
"una terracita#Rooms";"1";"1";"1";"una terracita";"G N";"una#277 terracita#1"
"su situacion#Location";"1";"1";"1";"su situacion";"G N";"su#66 situacion#5"
"fruta natural#Breakfast";"1";"1";"1";"fruta natural";"N N";"fruta#1 natural#7"
"un bloque#unknown";"1";"1";"1";"un bloque";"G G";"un#503 bloque#3"
"los balnearios#Facilities";"1";"1";"1";"Los balnearios";"R N";"los#274 balnearios#1"
"mi experiéncia#unknown";"1";"1";"1";"Mi experiéncia";"R N";"mi#64 experiéncia#1"
"vida nocturna#unknown";"1";"1";"1";"vida nocturna";"N N";"vida#4 nocturna#2"
"una estadía#unknown";"1";"1";"1";"una estadía";"G N";"una#277 estadía#2"
"un pueblo#unknown";"1";"1";"1";"un pueblo";"G N";"un#503 pueblo#8"
"piscina cubierta#Swimming pool";"1";"1";"1";"piscina cubierta";"N G";"piscina#46 cubierta#1"
"estado general#unknown";"1";"1";"1";"Estado general";"R G";"estado#28 general#34"
"2 habitaciones#Rooms";"1";"1";"1";"2 habitaciones";"O N";"2#18 habitaciones#142"
"mychos restaurantes#Restaurant";"1";"1";"1";"mychos restaurantes";"N V";"mychos#1 restaurantes#32"
"el diseño#Interior/exterior";"1";"1";"1";"el diseño";"N N";"el#1001 diseño#5"
"este viaje.#unknown";"1";"1";"1";"este viaje.";"N P";"este#134 viaje.#1"
"la animacion#Facilities";"1";"1";"1";"la animacion";"D N";"la#1114 animacion#4"
"varios autobuses#Transportation";"1";"1";"1";"varios autobuses";"N V";"varios#10 autobuses#11"
"2 retretes#Bathroom";"1";"1";"1";"2 retretes";"O N";"2#18 retretes#1"
"las bañeras#Bathroom";"1";"1";"1";"las bañeras";"A N";"las#355 bañeras#1"
"muchos desperfectos#unknown";"1";"1";"1";"muchos desperfectos";"N N";"muchos#17 desperfectos#2"
"las persianas#Rooms";"1";"1";"1";"las persianas";"G N";"las#355 persianas#3"
"una persiana#Interior/exterior";"1";"1";"1";"una persiana";"G N";"una#277 persiana#1"
"unas escaleras#Interior/exterior";"1";"1";"1";"unas escaleras";"N N";"unas#34 escaleras#5"
"la restauración#Staff";"1";"1";"1";"la restauración";"D N";"la#1114 restauración#3"
"los colchones#Beds";"1";"1";"1";"los colchones";"N N";"los#274 colchones#2"
"los comentarios#unknown";"1";"1";"1";"los comentarios";"V N";"los#274 comentarios#4"
"algunas comidas#Restaurant";"1";"1";"1";"algunas comidas";"A V";"algunas#1 comidas#9"
"parking proximo#Car parking";"1";"1";"1";"parking proximo";"N N";"parking#14 proximo#3"
"un despertador#Facilities";"1";"1";"1";"un despertador";"G N";"un#503 despertador#1"
"el tranvia#Transportation";"1";"1";"1";"El tranvia";"R N";"el#1001 tranvia#1"
"el internet#Internet";"1";"1";"1";"El internet";"R N";"el#1001 internet#11"
"las hormigas#unknown";"1";"1";"1";"las hormigas";"V N";"las#355 hormigas#1"
"garaje propio#Car parking";"1";"1";"1";"garaje propio";"N N";"garaje#4 propio#2"
"nuestras espectativas#unknown";"1";"1";"1";"nuestras espectativas";"Q N";"nuestras#5 espectativas#3"
"un horario#unknown";"1";"1";"1";"un horario";"G N";"un#503 horario#3"
"algunos cambios#unknown";"1";"1";"1";"algunos cambios";"N N";"algunos#12 cambios#1"
"un váter#Bathroom";"1";"1";"1";"un váter";"G N";"un#503 váter#1"
"una mezquita#Interior/exterior";"1";"1";"1";"una mezquita";"G N";"una#277 mezquita#1"
"una sala#Facilities";"1";"1";"1";"una sala";"G N";"una#277 sala#6"
"un vehiculo#Transportation";"1";"1";"1";"un vehiculo";"G N";"un#503 vehiculo#1"
"unos bares#Location";"1";"1";"1";"unos bares";"G N";"unos#39 bares#17"
"del teatro#Location";"1";"1";"1";"del teatro";"D N";"del#362 teatro#7"
"la decoracion#Interior/exterior";"1";"1";"1";"La decoracion";"R N";"la#1114 decoracion#3"
"un televisor#Facilities";"1";"1";"1";"un televisor";"G N";"un#503 televisor#1"
"nucleos urbanos#Location";"1";"1";"1";"nucleos urbanos";"N N";"nucleos#1 urbanos#2"
"aislación acústica#Noisiness";"1";"1";"1";"aislación acústica";"N N";"aislación#1 acústica#1"
"uno público#Car parking";"1";"1";"1";"uno público";"G N";"uno#22 público#7"
"un desayuno#Breakfast";"1";"1";"1";"un desayuno";"G N";"un#503 desayuno#100"
"la jaima#Facilities";"1";"1";"1";"La jaima";"R N";"la#1114 jaima#1"
"el supermercado#Facilities";"1";"1";"1";"El supermercado";"R N";"el#1001 supermercado#5"
"estancia familiar#unknown";"1";"1";"1";"Estancia familiar";"R G";"estancia#63 familiar#15"
"el exterior#Interior/exterior";"1";"1";"1";"el exterior";"N N";"el#1001 exterior#6"
"la localizacion#Location";"1";"1";"1";"la localizacion";"N N";"la#1114 localizacion#1"
"znas comunes#Interior/exterior";"1";"1";"1";"znas comunes";"N N";"znas#1 comunes#7"
"cena bufet#Restaurant";"1";"1";"1";"cena bufet";"N N";"cena#8 bufet#7"
"el aparcamiento#Car parking";"1";"1";"1";"el aparcamiento";"N N";"el#1001 aparcamiento#6"
"una plancha#Facilities";"1";"1";"1";"una plancha";"G N";"una#277 plancha#8"
"una experienca#unknown";"1";"1";"1";"Una experienca";"R O";"una#277 experienca#1"
"la ubicacion#Location";"1";"1";"1";"la ubicacion";"N N";"la#1114 ubicacion#7"
"parque warner#Location";"1";"1";"1";"parque Warner";"N R";"parque#5 warner#1"
"por metro#Transportation";"1";"1";"1";"por metro";"N N";"por#252 metro#55"
"zumo natural#Breakfast";"1";"1";"1";"Zumo natural";"R G";"zumo#4 natural#7"
"la enstancia#unknown";"1";"1";"1";"la enstancia";"D O";"la#1114 enstancia#1"
"bus urbanos.se#Transportation";"1";"1";"1";"bus urbanos.se";"O O";"bus#5 urbanos.se#1"
"muchos bares#Location";"1";"1";"1";"muchos bares";"O O";"muchos#17 bares#17"
"restaurantes tematicos#Restaurant";"1";"1";"1";"restaurantes tematicos";"N N";"restaurantes#32 tematicos#1"
"dormir fresquitos#unknown";"1";"1";"1";"dormir fresquitos";"N N";"dormir#12 fresquitos#3"
"madrid.el spa#Facilities";"1";"1";"1";"Madrid.El SPA";"R R";"madrid.el#1 spa#67"
"una sauna#Facilities";"1";"1";"1";"una sauna";"G N";"una#277 sauna#1"
"por carretera#Transportation";"1";"1";"1";"por carretera";"G N";"por#252 carretera#1"
"un enchufe#Facilities";"1";"1";"1";"un enchufe";"G G";"un#503 enchufe#1"
"el mantel#Restaurant";"1";"1";"1";"el mantel";"N N";"el#1001 mantel#1"
"bolsas higienicas#Facilities";"1";"1";"1";"bolsas higienicas";"N N";"bolsas#1 higienicas#1"
"varias piscinas#Swimming pool";"1";"1";"1";"varias piscinas";"O O";"varias#11 piscinas#8"
"campamento base#unknown";"1";"1";"1";"Campamento base";"R N";"campamento#1 base#5"
"bollería variada#unknown";"1";"1";"1";"bollería variada";"N N";"bollería#4 variada#5"
"estas vacaciones#unknown";"1";"1";"1";"estas vacaciones";"N N";"estas#6 vacaciones#28"
"algunos aspectos#unknown";"1";"1";"1";"algunos aspectos";"O O";"algunos#12 aspectos#4"
"la ocupación#unknown";"1";"1";"1";"La ocupación";"R N";"la#1114 ocupación#2"
"zona ajardinada#Interior/exterior";"1";"1";"1";"zona ajardinada";"O O";"zona#73 ajardinada#1"
"su ubicacon#Location";"1";"1";"1";"su ubicacon";"N N";"su#66 ubicacon#1"
"los restorants#Restaurant";"1";"1";"1";"los restorants";"N N";"los#274 restorants#1"
"el taxi#Transportation";"1";"1";"1";"el taxi";"N N";"el#1001 taxi#6"
"nuestra decision#unknown";"1";"1";"1";"nuestra decision";"G N";"nuestra#25 decision#1"
"alguna reforma#Interior/exterior";"1";"1";"1";"alguna reforma";"N N";"alguna#10 reforma#7"
"el lavabo#Bathroom";"1";"1";"1";"el lavabo";"O O";"el#1001 lavabo#1"
"relación precio#Value-for-money";"1";"1";"1";"relación precio";"G G";"relación#18 precio#79"
"la televisión#Facilities";"1";"1";"1";"la televisión";"D N";"la#1114 televisión#3"
"un ubicación#unknown";"1";"1";"1";"un ubicación";"G G";"un#503 ubicación#51"
"el duomo#Location";"1";"1";"1";"el Duomo";"N R";"el#1001 duomo#6"
"dos hamacas#Facilities";"1";"1";"1";"dos hamacas";"N N";"dos#45 hamacas#3"
"una decoracion#Interior/exterior";"1";"1";"1";"una decoracion";"G N";"una#277 decoracion#3"
"cada planta#Interior/exterior";"1";"1";"1";"cada planta";"G N";"cada#10 planta#5"
"los cuales#unknown";"1";"1";"1";"los cuales";"N N";"los#274 cuales#1"
"los croissants#Breakfast";"1";"1";"1";"los croissant";"N N";"los#274 croissants#1"
"los bungalow#unknown";"1";"1";"1";"los bungalow";"N V";"los#274 bungalow#4"
"zumos naturales#Breakfast";"1";"1";"1";"zumos naturales";"N N";"zumos#5 naturales#1"
"otras bebidas#unknown";"1";"1";"1";"otras bebidas";"N N";"otras#5 bebidas#9"
"pequeño refrigerador#Facilities";"1";"1";"1";"pequeño refrigerador";"N N";"pequeño#30 refrigerador#1"
"la vajilla#Facilities";"1";"1";"1";"la vajilla";"D N";"la#1114 vajilla#1"
"unos tratamientos#Facilities";"1";"1";"1";"unos tratamientos";"N N";"unos#39 tratamientos#2"
"algunos alimentos#Breakfast";"1";"1";"1";"algunos alimentos";"N V";"algunos#12 alimentos#2"
"muchas cosas#unknown";"1";"1";"1";"muchas cosas";"N N";"muchas#13 cosas#8"
"muchas carencias#unknown";"1";"1";"1";"muchas carencias";"N V";"muchas#13 carencias#1"
"tema aparcamiento#Car parking";"1";"1";"1";"tema aparcamiento";"N P";"tema#3 aparcamiento#6"
"unos jacuzzy#Facilities";"1";"1";"1";"unos jacuzzy";"N G";"unos#39 jacuzzy#2"
"zona infantil#Facilities";"1";"1";"1";"zona infantil";"V P";"zona#73 infantil#2"
"un habitación#Rooms";"1";"1";"1";"un habitación";"G G";"un#503 habitación#119"
"su servicio#Staff";"1";"1";"1";"su servicio";"N N";"su#66 servicio#85"
"la cortina#Rooms";"1";"1";"1";"la cortina";"D N";"la#1114 cortina#1"
"buena compañía#unknown";"1";"1";"1";"buena compañía";"N N";"buena#115 compañía#1"
"los conserjes#Staff";"1";"1";"1";"los conserjes";"N V";"los#274 conserjes#1"
"sombra alguna#unknown";"1";"1";"1";"sombra alguna";"G N";"sombra#2 alguna#10"
"la gerenta#Staff";"1";"1";"1";"la gerenta";"N N";"la#1114 gerenta#1"
"mucho personal#Staff";"1";"1";"1";"mucho personal";"G G";"mucho#66 personal#135"
"el masaje#Facilities";"1";"1";"1";"el masaje";"N G";"el#1001 masaje#5"
"las habiatciones#Rooms";"1";"1";"1";"Las habiatciones";"R V";"las#355 habiatciones#1"
"la limpiadora#Staff";"1";"1";"1";"la limpiadora";"D G";"la#1114 limpiadora#1"
"shows nocturnos#Facilities";"1";"1";"1";"show nocturnos";"N N";"shows#3 nocturnos#2"
"la gastronomia#Restaurant";"1";"1";"1";"la gastronomia";"D N";"la#1114 gastronomia#1"
"la abitacion#Rooms";"1";"1";"1";"la abitacion";"O O";"la#1114 abitacion#1"
"semejante complejo#Interior/exterior";"1";"1";"1";"semejante complejo";"G N";"semejante#1 complejo#10"
"el gimnasio#Facilities";"1";"1";"1";"el gimnasio";"N N";"el#1001 gimnasio#3"
"los banos#Bathroom";"1";"1";"1";"los banos";"O O";"los#274 banos#1"
"la comiga#Restaurant";"1";"1";"1";"la comiga";"O O";"la#1114 comiga#1"
"diversos restaurantes#Restaurant";"1";"1";"1";"diversos restaurantes";"N V";"diversos#2 restaurantes#32"
"wifi social#Internet";"1";"1";"1";"Wifi social";"R G";"wifi#24 social#1"
"la situción#unknown";"1";"1";"1";"La situción";"R N";"la#1114 situción#1"
"este hostal#unknown";"1";"1";"1";"este hostal";"N G";"este#134 hostal#1"
"su cafeteria#Interior/exterior";"1";"1";"1";"su cafeteria";"G N";"su#66 cafeteria#4"
"el equipaje#unknown";"1";"1";"1";"el equipaje";"N N";"el#1001 equipaje#1"
"las puertas#Interior/exterior";"1";"1";"1";"Las puertas";"R V";"las#355 puertas#1"
"mi habitación#Rooms";"1";"1";"1";"Mi habitación";"R N";"mi#64 habitación#119"
"el vuelo#Transportation";"1";"1";"1";"El vuelo";"R O";"el#1001 vuelo#2"
"zonas verdes#Location";"1";"1";"1";"zonas verdes";"N N";"zonas#10 verdes#1"
"el sueño#unknown";"1";"1";"1";"el sueño";"N N";"el#1001 sueño#2"
"la impieza#Cleanliness";"1";"1";"1";"la impieza";"O O";"la#1114 impieza#1"
"un bingo#Location";"1";"1";"1";"un bingo";"G N";"un#503 bingo#1"
"11 plantas#unknown";"1";"1";"1";"11 plantas";"O N";"11#2 plantas#5"
"la operadora#Staff";"1";"1";"1";"la operadora";"D N";"la#1114 operadora#1"
"el telefono#Reservation/check-in/check-out";"1";"1";"1";"el telefono";"N N";"el#1001 telefono#1"
"los nórdicos#Beds";"1";"1";"1";"los nórdicos";"O O";"los#274 nórdicos#1"
"cualquier persona#unknown";"1";"1";"1";"cualquier persona";"G N";"cualquier#13 persona#6"
"el clima#unknown";"1";"1";"1";"el clima";"O O";"el#1001 clima#2"
"el parquing#Car parking";"1";"1";"1";"El parquing";"R V";"el#1001 parquing#1"
"los balcones#Rooms";"1";"1";"1";"los balcones";"O O";"los#274 balcones#1"
"cafetera eléctrica#Facilities";"1";"1";"1";"cafetera eléctrica";"N N";"cafetera#14 eléctrica#1"
"servicio tacnico#Staff";"1";"1";"1";"servicio tacnico";"O O";"servicio#85 tacnico#1"
"las habitacione#Rooms";"1";"1";"1";"las habitacione";"V N";"las#355 habitacione#1"
"late checkout#Reservation/check-in/check-out";"1";"1";"1";"late checkout";"G N";"late#2 checkout#2"
"unas habitaciones#Rooms";"1";"1";"1";"unas habitaciones";"G N";"unas#34 habitaciones#142"
"la catedral#Location";"1";"1";"1";"la Catedral";"D R";"la#1114 catedral#2"
"la cocina#unknown";"1";"1";"1";"la cocina";"O O";"la#1114 cocina#7"
"una plazuela#Facilities";"1";"1";"1";"una plazuela";"G N";"una#277 plazuela#1"
"la opinión#unknown";"1";"1";"1";"la opinión";"D N";"la#1114 opinión#5"
"otros resorts#unknown";"1";"1";"1";"otros resort";"N N";"otros#19 resorts#1"
"2 lavabos#Bathroom";"1";"1";"1";"2 lavabos";"O N";"2#18 lavabos#2"
"el metromover#Transportation";"1";"1";"1";"el metromover";"N N";"el#1001 metromover#2"
"los idiomas#Facilities";"1";"1";"1";"los idiomas";"N V";"los#274 idiomas#2"
"el spa.#Facilities";"1";"1";"1";"el spa.";"N V";"el#1001 spa.#1"
"zona solarium#Swimming pool";"1";"1";"1";"zona solarium";"N N";"zona#73 solarium#3"
"muchas habitaciones#Rooms";"1";"1";"1";"muchas habitaciones";"V N";"muchas#13 habitaciones#142"
"el hote#unknown";"1";"1";"1";"el hote";"N N";"el#1001 hote#3"
"aparcar cerca#Car parking";"1";"1";"1";"aparcar cerca";"N N";"aparcar#7 cerca#74"
"salon estar#Facilities";"1";"1";"1";"salon estar";"N N";"salon#1 estar#20"
"ducha grohe#Bathroom";"1";"1";"1";"ducha Grohe";"N R";"ducha#12 grohe#1"
"ocho plantas#Interior/exterior";"1";"1";"1";"ocho plantas";"G N";"ocho#1 plantas#5"
"su albornoz#Facilities";"1";"1";"1";"su albornoz";"N A";"su#66 albornoz#3"
"los electrodomésticos#Facilities";"1";"1";"1";"Los electrodomésticos";"R N";"los#274 electrodomésticos#1"
"varios restaurantes#Location";"1";"1";"1";"varios restaurantes";"V N";"varios#10 restaurantes#32"
"una atención#Staff";"1";"1";"1";"una atención";"G P";"una#277 atención#27"
"transpote público#Transportation";"1";"1";"1";"transpote público";"V N";"transpote#1 público#7"
"muchas posibilidades#Facilities";"1";"1";"1";"muchas posibilidades";"G N";"muchas#13 posibilidades#3"
"tu comfort#unknown";"1";"1";"1";"tu comfort";"O O";"tu#11 comfort#2"
"la cuesta#unknown";"1";"1";"1";"la cuesta";"D N";"la#1114 cuesta#2"
"frutos secos#unknown";"1";"1";"1";"frutos secos";"N N";"frutos#1 secos#1"
"los gestores#Staff";"1";"1";"1";"los gestores";"O O";"los#274 gestores#1"
"bastantes comercios#Location";"1";"1";"1";"bastantes comercios";"V N";"bastantes#2 comercios#2"
"baños termales#Facilities";"1";"1";"1";"baños termales";"N N";"baños#7 termales#1"
"la calidad.#unknown";"1";"1";"1";"la calidad.";"N O";"la#1114 calidad.#1"
"a lounge#Restaurant";"1";"1";"1";"a lounge";"D N";"a#550 lounge#3"
"el palladium#unknown";"1";"1";"1";"el palladium";"V N";"el#1001 palladium#8"
"entorno natural.#Interior/exterior";"1";"1";"1";"entorno natural.";"G N";"entorno#6 natural.#1"
"una cafetera#Facilities";"1";"1";"1";"una cafetera";"G N";"una#277 cafetera#14"
"las habiataciones#Rooms";"1";"1";"1";"las habiataciones";"N V";"las#355 habiataciones#1"
"un lidl#Location";"1";"1";"1";"un Lidl";"G R";"un#503 lidl#1"
"un saloncito#Rooms";"1";"1";"1";"un saloncito";"G N";"un#503 saloncito#3"
"gran via.#Location";"1";"1";"1";"Gran Via.";"R R";"gran#85 via.#1"
"un cvs#Transportation";"1";"1";"1";"un CVS";"G R";"un#503 cvs#1"
"la habicación#Rooms";"1";"1";"1";"La habicación";"R N";"la#1114 habicación#1"
"ningún detalle#unknown";"1";"1";"1";"ningún detalle";"N N";"ningún#11 detalle#13"
"piscina exterior#Swimming pool";"1";"1";"1";"piscina exterior";"N N";"piscina#46 exterior#6"
"este desayuno#Breakfast";"1";"1";"1";"este desayuno";"N O";"este#134 desayuno#100"
"varias cafeterias#Location";"1";"1";"1";"varias cafeteria";"V N";"varias#11 cafeterias#2"
"la bollería#Breakfast";"1";"1";"1";"la bollería";"O O";"la#1114 bollería#4"
"buffet desayuno#Breakfast";"1";"1";"1";"Buffet desayuno";"R N";"buffet#31 desayuno#100"
"3 canales#Facilities";"1";"1";"1";"3 canales";"O N";"3#23 canales#4"
"un comedor#Restaurant";"1";"1";"1";"un comedor";"G N";"un#503 comedor#6"
"los shows#unknown";"1";"1";"1";"Los show";"R V";"los#274 shows#3"
"la primavera#unknown";"1";"1";"1";"La primavera";"R N";"la#1114 primavera#1"
"el quijote#Location";"1";"1";"1";"El Quijote";"R R";"el#1001 quijote#1"
"una ocupación#unknown";"1";"1";"1";"una ocupación";"G N";"una#277 ocupación#2"
"una mañana#unknown";"1";"1";"1";"una mañana";"G N";"una#277 mañana#12"
"varios cabarets#Location";"1";"1";"1";"varios cabarets";"N V";"varios#10 cabarets#1"
"un mcdonald#Location";"1";"1";"1";"un mcdonald";"G N";"un#503 mcdonald#1"
"las colas#unknown";"1";"1";"1";"las cola";"V N";"las#355 colas#1"
"los buffetes#Restaurant";"1";"1";"1";"Los buffetes";"R V";"los#274 buffetes#1"
"los recepcionistas#Staff";"1";"1";"1";"los recepcionistas";"N V";"los#274 recepcionistas#2"
"el albornoz#Facilities";"1";"1";"1";"el albornoz";"N P";"el#1001 albornoz#3"
"hotel.el hotel#unknown";"1";"1";"1";"hotel.El hotel";"R N";"hotel.el#1 hotel#647"
"su diseño#Interior/exterior";"1";"1";"1";"su diseño";"O N";"su#66 diseño#5"
"un balcón#Rooms";"1";"1";"1";"un balcón";"G N";"un#503 balcón#3"
"la naturaleza#unknown";"1";"1";"1";"la naturaleza";"O O";"la#1114 naturaleza#3"
"tv plana#Facilities";"1";"1";"1";"tv plana";"N N";"tv#7 plana#6"
"1 ducha#Bathroom";"1";"1";"1";"1 ducha";"O N";"1#10 ducha#12"
"diferentes opciones#unknown";"1";"1";"1";"diferentes opciones";"N V";"diferentes#7 opciones#3"
"familia.el barrio#Location";"1";"1";"1";"familia.El barrio";"R N";"familia.el#1 barrio#8"
"una comodidad#unknown";"1";"1";"1";"una comodidad";"G N";"una#277 comodidad#8"
"play station#Facilities";"1";"1";"1";"Play Station";"R R";"play#1 station#1"
"parada emirates#Location";"1";"1";"1";"parada Emirates";"G R";"parada#30 emirates#1"
".la piscina#Swimming pool";"1";"1";"1";".La piscina";"R N";".la#1 piscina#46"
"muchos sitios#Location";"1";"1";"1";"muchos sitios";"O O";"muchos#17 sitios#6"
"el móvil#unknown";"1";"1";"1";"el móvil";"N N";"el#1001 móvil#2"
"una supletoria#Beds";"1";"1";"1";"una supletoria";"G N";"una#277 supletoria#4"
"el spá#Facilities";"1";"1";"1";"el spá";"O O";"el#1001 spá#1"
"parking publico#Car parking";"1";"1";"1";"parking publico";"N N";"parking#14 publico#5"
"espectáculos nocturnos#Facilities";"1";"1";"1";"espectáculos nocturnos";"O O";"espectáculos#7 nocturnos#2"
"los barman#Staff";"1";"1";"1";"los barman";"N V";"los#274 barman#1"
"una playa#Location";"1";"1";"1";"una playa";"O O";"una#277 playa#79"
"etc.las habitaciones#Rooms";"1";"1";"1";"etc.las habitaciones";"N N";"etc.las#1 habitaciones#142"
"unas camas#Beds";"1";"1";"1";"unas camas";"G N";"unas#34 camas#26"
"grandisima variedad#unknown";"1";"1";"1";"grandisima variedad";"N N";"grandisima#1 variedad#31"
"mucho espacio#unknown";"1";"1";"1";"mucho espacio";"G N";"mucho#66 espacio#5"
"dos panaderías#Location";"1";"1";"1";"dos panaderías";"N N";"dos#45 panaderías#1"
"el ascensor#Facilities";"1";"1";"1";"El ascensor";"R P";"el#1001 ascensor#4"
"camas queen#Beds";"1";"1";"1";"camas queen";"N N";"camas#26 queen#1"
"un teatro#Location";"1";"1";"1";"un teatro";"G N";"un#503 teatro#7"
"camp nou.#Location";"1";"1";"1";"camp nou.";"N A";"camp#16 nou.#1"
"una estanciacomoda#unknown";"1";"1";"1";"una estanciacomoda";"G N";"una#277 estanciacomoda#1"
"precio acordado.y#Value-for-money";"1";"1";"1";"precio acordado.y";"O O";"precio#79 acordado.y#1"
"los muebles#Rooms";"1";"1";"1";"los muebles";"O O";"los#274 muebles#2"
"todo incluído#unknown";"1";"1";"1";"todo incluído";"N N";"todo#193 incluído#1"
"la playa.#Interior/exterior";"1";"1";"1";"la playa.";"D N";"la#1114 playa.#1"
"el teatro#Location";"1";"1";"1";"el teatro";"N O";"el#1001 teatro#7"
"varios teatros#Location";"1";"1";"1";"varios teatros";"N N";"varios#10 teatros#10"
"mi experiencia#unknown";"1";"1";"1";"mi experiencia";"N N";"mi#64 experiencia#15"
"la infraestrutura#unknown";"1";"1";"1";"la infraestrutura";"D N";"la#1114 infraestrutura#1"
"las comunicaciones#Transportation";"1";"1";"1";"las comunicaciones";"N N";"las#355 comunicaciones#1"
"un parque#Facilities";"1";"1";"1";"un parque";"G N";"un#503 parque#5"
"mismo centro#Location";"1";"1";"1";"mismo centro";"N N";"mismo#18 centro#95"
"plaza cavour#Location";"1";"1";"1";"plaza cavour";"N N";"plaza#29 cavour#1"
"el hotel#unknown";"0";"82";"178";"El hotel";"R N";"el#1001 hotel#647"
"las habitaciones#Rooms";"0";"68";"99";"Las habitaciones";"R V";"las#355 habitaciones#142"
"el desayuno#Breakfast";"0";"54";"65";"El desayuno";"R N";"el#1001 desayuno#100"
"el personal#Staff";"0";"48";"66";"el personal";"R G";"el#1001 personal#135"
"un hotel#unknown";"0";"42";"88";"un hotel";"G N";"un#503 hotel#647"
"la habitación#Rooms";"0";"38";"85";"La habitación";"R N";"la#1114 habitación#119"
"este hotel#unknown";"0";"34";"93";"este hotel";"N N";"este#134 hotel#647"
"la comida#Restaurant";"0";"24";"28";"la comida";"D N";"la#1114 comida#51"
"el spa#Facilities";"0";"23";"28";"el spa";"N N";"el#1001 spa#67"
"la piscina#Swimming pool";"0";"20";"31";"la piscina";"R N";"la#1114 piscina#46"
"el baño#Bathroom";"0";"18";"24";"El baño";"R N";"el#1001 baño#47"
"el servicio#Staff";"0";"17";"41";"el servicio";"R N";"el#1001 servicio#85"
"la playa#Location";"0";"16";"45";"la playa";"D N";"la#1114 playa#79"
"la limpieza#Cleanliness";"0";"15";"20";"la limpieza";"D N";"la#1114 limpieza#41"
"el trato#Staff";"0";"14";"38";"el trato";"N N";"el#1001 trato#60"
"un lugar#unknown";"0";"14";"22";"un lugar";"G N";"un#503 lugar#42"
"las camas#Beds";"0";"12";"13";"las camas";"R V";"las#355 camas#26"
