"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"treppe#unknown";"0";"1";"3";"Treppe";"N";"treppe#3"
"hotelanlage#Interior/exterior";"0";"1";"16";"Hotelanlage";"N";"hotelanlage#16"
"doppelzimmer#Rooms";"0";"1";"14";"Doppelzimmer";"N";"doppelzimmer#14"
"grösse#unknown";"0";"1";"2";"Größe";"N";"grösse#2"
"duschkopf#Bathroom";"0";"1";"3";"Duschkopf";"N";"duschkopf#3"
"matratze#Beds";"0";"1";"3";"Matratze";"N";"matratze#3"
"strasse#Location";"0";"1";"4";"Straße";"N";"strasse#4"
"stimmung#unknown";"0";"1";"3";"Stimmung";"N";"stimmung#3"
"sekt#unknown";"0";"1";"7";"Sekt";"N";"sekt#7"
"terrasse#Facilities";"0";"1";"10";"Terrasse";"N";"terrasse#10"
"ecken#Interior/exterior";"0";"1";"4";"Ecke";"N";"ecken#4"
"boden#Beds";"0";"1";"6";"Boden";"N";"boden#6"
"frühstücken#Breakfast";"0";"1";"2";"Frühstück";"N";"frühstücken#2"
"ibis#unknown";"0";"1";"3";"Ibis";"R";"ibis#3"
"mängel#unknown";"0";"1";"5";"Mangel";"N";"mängel#5"
"ort#unknown";"0";"1";"14";"Ort";"N";"ort#14"
"pisa#Location";"0";"1";"6";"Pisa";"R";"pisa#6"
"beschallung#Noisiness";"0";"1";"2";"beschallung";"O";"beschallung#2"
"urlaubs#unknown";"0";"1";"2";"Urlaub";"N";"urlaubs#2"
"getränke#unknown";"0";"1";"10";"Getränk";"N";"getränke#10"
"möbeln#Interior/exterior";"0";"1";"2";"Möbel";"N";"möbeln#2"
"hof#unknown";"0";"1";"3";"Hof";"N";"hof#3"
"rezeption#Interior/exterior";"0";"1";"37";"Rezeption";"N";"rezeption#37"
"gefühlt#unknown";"0";"1";"13";"fühlen";"V";"gefühlt#13"
"u#unknown";"0";"1";"15";"U";"N";"u#15"
"auschecken#Reservation/check-in/check-out";"0";"1";"5";"Auschecken";"N";"auschecken#5"
"fön#Facilities";"0";"1";"3";"föhnen";"V";"fön#3"
"gang#unknown";"0";"1";"2";"Gang";"N";"gang#2"
"eines#unknown";"0";"1";"18";"eine";"Q";"eines#18"
"sterne#unknown";"0";"1";"67";"Stern";"N";"sterne#67"
"einrichtung#Interior/exterior";"0";"1";"7";"Einrichtung";"N";"einrichtung#7"
"fahrzeug#Car parking";"0";"1";"3";"Fahrzeug";"N";"fahrzeug#3"
"bar#unknown";"0";"1";"13";"Bar";"N";"bar#13"
"ein#unknown";"0";"1";"331";"eins";"O";"ein#331"
"wifi#unknown";"0";"1";"4";"Wifi";"O";"wifi#4"
"schrank#Rooms";"0";"1";"6";"Schrank";"N";"schrank#6"
"feiern#unknown";"0";"1";"2";"Feier|Feiern";"N";"feiern#2"
"shopping#Facilities";"0";"1";"3";"Shopping";"O";"shopping#3"
"liegen#Beds";"0";"1";"12";"Liege|Liegen";"N";"liegen#12"
"wellnessbereich#Facilities";"0";"1";"6";"Wellnessbereich";"O";"wellnessbereich#6"
"staub#Cleanliness";"0";"1";"5";"stauben";"V";"staub#5"
"supermarkt#Facilities";"0";"1";"9";"Supermarkt";"N";"supermarkt#9"
"bidet#Bathroom";"0";"1";"2";"Bidet";"N";"bidet#2"
"dass#unknown";"0";"1";"61";"dass";"C";"dass#61"
"mitarbeiter#Staff";"0";"1";"10";"Mitarbeiter";"N";"mitarbeiter#10"
"schimmel#Cleanliness";"0";"1";"7";"Schimmel";"N";"schimmel#7"
"flair#unknown";"0";"1";"2";"Flair";"N";"flair#2"
"frühstücksbuffet#unknown";"0";"1";"19";"Frühstücksbuffet";"N";"frühstücksbuffet#19"
"krach#Noisiness";"0";"1";"2";"Krach";"N";"krach#2"
"schwimmbad#Swimming pool";"0";"1";"9";"Schwimmbad";"N";"schwimmbad#9"
"clubs#Location";"0";"1";"2";"Club";"N";"clubs#2"
"mobiliar#Interior/exterior";"0";"1";"5";"Mobiliar";"N";"mobiliar#5"
"ich#unknown";"0";"1";"138";"ich";"Q";"ich#138"
"buffet#Breakfast";"0";"1";"9";"Buffet";"N";"buffet#9"
"dreck#Cleanliness";"0";"1";"3";"Dreck";"N";"dreck#3"
"animation#Staff";"0";"1";"3";"Animation";"N";"animation#3"
"niveau#unknown";"0";"1";"6";"Niveau";"N";"niveau#6"
"hotel#Value-for-money";"0";"1";"612";"Hotel";"N";"hotel#612"
"geruch#Cleanliness";"0";"1";"3";"Geruch";"N";"geruch#3"
"gereinigt#Cleanliness";"0";"1";"15";"reinigen";"V";"gereinigt#15"
"flughafen#Transportation";"0";"1";"16";"Flughafen";"N";"flughafen#16"
"hotelkomplex#unknown";"0";"1";"2";"Hotelkomplex";"N";"hotelkomplex#2"
"vorhänge#Interior/exterior";"0";"1";"3";"Vorhang";"N";"vorhänge#3"
"rezeption#Reservation/check-in/check-out";"0";"1";"37";"Rezeption";"N";"rezeption#37"
"aussicht#unknown";"0";"1";"8";"Aussicht";"N";"aussicht#8"
"lucca#Location";"0";"1";"2";"Lucca";"R";"lucca#2"
"zimmertür#Rooms";"0";"1";"2";"Zimmertür";"N";"zimmertür#2"
"schokolade#unknown";"0";"1";"2";"Schokolade";"N";"schokolade#2"
"wände#Interior/exterior";"0";"1";"2";"Wand";"N";"wände#2"
"bäder#Swimming pool";"0";"1";"3";"Bad";"N";"bäder#3"
"billig#Value-for-money";"0";"1";"3";"billig";"G";"billig#3"
"parkservice#Car parking";"0";"1";"2";"Parkservice";"N";"parkservice#2"
"animationsteam#Facilities";"0";"1";"2";"Animationsteam";"O";"animationsteam#2"
"handtücher#Facilities";"0";"1";"13";"Handtuch";"N";"handtücher#13"
"städtereise#unknown";"0";"1";"16";"Städtereise";"N";"städtereise#16"
"lärm#Noisiness";"0";"1";"8";"lärmen";"V";"lärm#8"
"badewanne#Facilities";"0";"1";"7";"Badewanne";"N";"badewanne#7"
"tisch#Interior/exterior";"0";"1";"9";"Tisch";"N";"tisch#9"
"garten#Interior/exterior";"0";"1";"7";"Garten";"N";"garten#7"
"wlan#unknown";"0";"1";"12";"WLAN";"O";"wlan#12"
"sauna#Facilities";"0";"1";"9";"Sauna";"N";"sauna#9"
"verbindung#unknown";"0";"1";"6";"Verbindung";"N";"verbindung#6"
"balkon#Facilities";"0";"1";"13";"Balkon";"N";"balkon#13"
"suite#unknown";"0";"1";"10";"Suite";"N";"suite#10"
"speck#Breakfast";"0";"1";"2";"Speck";"N";"speck#2"
"bilder#Interior/exterior";"0";"1";"3";"Bild";"N";"bilder#3"
"russen#unknown";"0";"1";"10";"Russe";"N";"russen#10"
"terrasse#Restaurant";"0";"1";"10";"Terrasse";"N";"terrasse#10"
"komfort#unknown";"0";"1";"8";"Komfort";"N";"komfort#8"
"preislich#Value-for-money";"0";"1";"2";"preislich";"G";"preislich#2"
"hierher#unknown";"0";"1";"2";"hierher";"Q";"hierher#2"
"geschirr#Restaurant";"0";"1";"2";"Geschirr";"N";"geschirr#2"
"parkplatz#Car parking";"0";"1";"13";"Parkplatz";"N";"parkplatz#13"
"wein#unknown";"0";"1";"3";"Wein";"N";"wein#3"
"bullauge#Rooms";"0";"1";"2";"Bullauge";"N";"bullauge#2"
"florenz#Location";"0";"1";"5";"Florenz";"R";"florenz#5"
"langeweile#unknown";"0";"1";"2";"Langeweile";"N";"langeweile#2"
"zimmermädchen#Staff";"0";"1";"3";"Zimmermädchen";"N";"zimmermädchen#3"
"wände#unknown";"0";"1";"2";"Wand";"N";"wände#2"
"bahn#Transportation";"0";"1";"16";"Bahn";"N";"bahn#16"
"rezeption#unknown";"0";"1";"37";"Rezeption";"N";"rezeption#37"
"reinigungspersonal#Staff";"0";"1";"4";"Reinigungspersonal";"N";"reinigungspersonal#4"
"fußweg#unknown";"0";"1";"5";"Fußweg";"N";"fußweg#5"
"sessel#Interior/exterior";"0";"1";"2";"Sessel";"N";"sessel#2"
"poblenou#unknown";"0";"1";"4";"Poblenou";"O";"poblenou#4"
"klimaanlage#Rooms";"0";"1";"10";"Klimaanlage";"N";"klimaanlage#10"
"diehl#unknown";"0";"1";"4";"Diehl";"R";"diehl#4"
"brigitte#Staff";"0";"1";"2";"Brigitte";"R";"brigitte#2"
"preiswert#Value-for-money";"0";"1";"3";"preiswert";"G";"preiswert#3"
"erholungsurlaub#unknown";"0";"1";"2";"Erholungsurlaub";"N";"erholungsurlaub#2"
"bewertungen#unknown";"0";"1";"4";"Bewertung";"N";"bewertungen#4"
"weine#unknown";"0";"1";"4";"Wein";"N";"weine#4"
"daher#unknown";"0";"1";"20";"daher";"Q";"daher#20"
"geschäftsreisende#unknown";"0";"1";"8";"Geschäftsreisende";"N";"geschäftsreisende#8"
"angestellten#Staff";"0";"1";"2";"Angestellte";"N";"angestellten#2"
"amsterdam#Location";"0";"1";"6";"Amsterdam";"R";"amsterdam#6"
"allem#unknown";"0";"1";"26";"alle";"Q";"allem#26"
"straßenbahn#Transportation";"0";"1";"10";"Straßenbahn";"N";"straßenbahn#10"
"wanne#Bathroom";"0";"1";"3";"Wanne";"N";"wanne#3"
"auswahl#Breakfast";"0";"1";"17";"Auswahl";"N";"auswahl#17"
"woanders#unknown";"0";"1";"3";"woanders";"A";"woanders#3"
"mall#unknown";"0";"1";"6";"Mall";"R";"mall#6"
"uns#unknown";"0";"1";"95";"wir";"Q";"uns#95"
"hellhörig#Noisiness";"0";"1";"8";"hellhörig";"G";"hellhörig#8"
"wc#Bathroom";"0";"1";"6";"wc";"O";"wc#6"
"bahnen#Swimming pool";"0";"1";"2";"Bahn|Bahnen";"N";"bahnen#2"
"toilette#Bathroom";"0";"1";"5";"Toilette";"N";"toilette#5"
"personals#Staff";"0";"1";"9";"Personal";"N";"personals#9"
"kartoffel#Restaurant";"0";"1";"2";"Kartoffel";"N";"kartoffel#2"
"shuttle#Transportation";"0";"1";"12";"Shuttle";"O";"shuttle#12"
"strandlage#unknown";"0";"1";"4";"Strandlage";"O";"strandlage#4"
"woche#unknown";"0";"1";"14";"Woche";"N";"woche#14"
"safe#Rooms";"0";"1";"7";"Safe";"N";"safe#7"
"qualität#unknown";"0";"1";"20";"Qualität";"N";"qualität#20"
"wasser#unknown";"0";"1";"15";"Wasser";"N";"wasser#15"
"anbindung#Location";"0";"1";"9";"Anbindung";"N";"anbindung#9"
"gastronomie#Restaurant";"0";"1";"5";"Gastronomie";"N";"gastronomie#5"
"shoppen#Facilities";"0";"1";"2";"Shoppen";"O";"shoppen#2"
"boden#Interior/exterior";"0";"1";"6";"Boden";"N";"boden#6"
"duschvorhang#Bathroom";"0";"1";"3";"Duschvorhang";"N";"duschvorhang#3"
"shuttle#Facilities";"0";"1";"12";"Shuttle";"O";"shuttle#12"
"speisen#unknown";"0";"1";"15";"Speise|Speisen";"N";"speisen#15"
"entspannung#unknown";"0";"1";"3";"Entspannung";"N";"entspannung#3"
"minibar#Facilities";"0";"1";"8";"Minibar";"N";"minibar#8"
"empfang#Reservation/check-in/check-out";"0";"1";"13";"Empfang";"N";"empfang#13"
"zimmergröße#Rooms";"0";"1";"4";"Zimmergröße";"N";"zimmergröße#4"
"cafés#Location";"0";"1";"2";"Café";"N";"cafés#2"
"bettenbunker#unknown";"0";"1";"2";"Bettenbunker";"O";"bettenbunker#2"
"geschmacklich#Restaurant";"0";"1";"2";"geschmacklich";"G";"geschmacklich#2"
"bootes#unknown";"0";"1";"2";"Boot";"N";"bootes#2"
"zimmerausstattung#unknown";"0";"1";"2";"Zimmerausstattung";"O";"zimmerausstattung#2"
"amsterdam#unknown";"0";"1";"6";"Amsterdam";"R";"amsterdam#6"
"bereich#unknown";"0";"1";"9";"bereich";"O";"bereich#9"
"möbel#unknown";"0";"1";"12";"Möbel";"N";"möbel#12"
"animation#Facilities";"0";"1";"3";"Animation";"N";"animation#3"
"freundlichkeit#Staff";"0";"1";"13";"Freundlichkeit";"N";"freundlichkeit#13"
"lobby#Interior/exterior";"0";"1";"17";"Lobby";"N";"lobby#17"
"hotelbar#Facilities";"0";"1";"3";"Hotelbar";"N";"hotelbar#3"
"waschbecken#Cleanliness";"0";"1";"4";"Waschbecken";"N";"waschbecken#4"
"bad#unknown";"0";"1";"53";"Bad";"R";"bad#53"
"leistung#Value-for-money";"0";"1";"9";"Leistung";"N";"leistung#9"
"hotelzimmer#Rooms";"0";"1";"2";"Hotelzimmer";"R";"hotelzimmer#2"
"rahmen#Interior/exterior";"0";"1";"5";"Rahmen";"N";"rahmen#5"
"zi#Rooms";"0";"1";"3";"Zi";"O";"zi#3"
"innen#unknown";"0";"1";"9";"innen";"A";"innen#9"
"reinigung#Cleanliness";"0";"1";"4";"Reinigung";"N";"reinigung#4"
"strände#Facilities";"0";"1";"2";"Strand";"N";"strände#2"
"checkin#Reservation/check-in/check-out";"0";"1";"2";"Checkin";"O";"checkin#2"
"liegewiese#unknown";"0";"1";"2";"Liegewiese";"R";"liegewiese#2"
"treppenhaus#Facilities";"0";"1";"4";"Treppenhaus";"N";"treppenhaus#4"
"hp#unknown";"0";"1";"8";"HP";"R";"hp#8"
"mikrowelle#Facilities";"0";"1";"2";"Mikrowelle";"N";"mikrowelle#2"
"welche#unknown";"0";"1";"6";"welche";"Q";"welche#6"
"wellness#Facilities";"0";"1";"6";"Wellness";"R";"wellness#6"
"welches#unknown";"0";"1";"10";"welche";"Q";"welches#10"
"häusern#unknown";"0";"1";"3";"Haus";"N";"häusern#3"
"das frühstücksbuffet#Breakfast";"1";"10";"10";"die Frühstücksbuffet";"D N";"das#752 frühstücksbuffet#19"
"die betten#Beds";"1";"4";"4";"die Bett|Betten";"D N";"die#750 betten#15"
"der frühstücksraum#Breakfast";"1";"3";"3";"die Frühstücksraum";"D N";"der#589 frühstücksraum#12"
"der wellnessbereich#Facilities";"1";"3";"3";"die Wellnessbereich";"D O";"der#589 wellnessbereich#6"
"das hotelpersonal#Staff";"1";"3";"3";"die Hotelpersonal";"D N";"das#752 hotelpersonal#5"
"das doppelzimmer#Rooms";"1";"3";"3";"die Doppelzimmer";"D N";"das#752 doppelzimmer#14"
"die vorhänge#Interior/exterior";"1";"2";"2";"die Vorhang";"D N";"die#750 vorhänge#3"
"eine juniorsuite#Rooms";"1";"2";"2";"eine Juniorsuite";"D O";"eine#166 juniorsuite#3"
"unsere betten#Beds";"1";"2";"2";"unser Bett|Betten";"Q N";"unsere#11 betten#15"
"die hotellobby#unknown";"1";"2";"2";"die Hotellobby";"D N";"die#750 hotellobby#3"
"die zimmergröße#Rooms";"1";"2";"2";"die Zimmergröße";"D N";"die#750 zimmergröße#4"
"dem stil#Interior/exterior";"1";"2";"2";"die Stil";"D N";"dem#161 stil#6"
"das familienzimmer#Rooms";"1";"2";"2";"die Familienzimmer";"D O";"das#752 familienzimmer#6"
"das fenster#Rooms";"1";"2";"2";"die Fenster";"D N";"das#752 fenster#20"
"die brötchen#Breakfast";"1";"2";"2";"die Brötchen";"D N";"die#750 brötchen#7"
"der fitnessraum#Facilities";"1";"2";"2";"die Fitnessraum";"D N";"der#589 fitnessraum#3"
"die parkplätze#Car parking";"1";"2";"2";"die Parkplatz";"D N";"die#750 parkplätze#8"
"die matratze#Beds";"1";"2";"2";"die Matratze";"D N";"die#750 matratze#3"
"das gelände#unknown";"1";"2";"2";"die Gelände";"D N";"das#752 gelände#5"
"das problem#unknown";"1";"2";"2";"die Problem";"D N";"das#752 problem#10"
"alle mitarbeiter#Staff";"1";"2";"2";"alle Mitarbeiter";"Q N";"alle#44 mitarbeiter#10"
"ein bügeltisch#Facilities";"1";"1";"1";"eine Bügeltisch";"D N";"ein#331 bügeltisch#1"
"die strandbar#Facilities";"1";"1";"1";"die Strandbar";"D N";"die#750 strandbar#1"
"den haupteingang#unknown";"1";"1";"1";"die Haupteingang";"D N";"den#246 haupteingang#1"
"die matratzen#Beds";"1";"1";"1";"die Matratze";"D N";"die#750 matratzen#5"
"von ibis#unknown";"1";"1";"1";"von Ibis";"P R";"von#164 ibis#3"
"den hausanlagen#Interior/exterior";"1";"1";"1";"die Hausanlage";"D N";"den#246 hausanlagen#1"
"der abreisetag#Reservation/check-in/check-out";"1";"1";"1";"die Abreisetag";"D N";"der#589 abreisetag#1"
"oberste etagen#unknown";"1";"1";"1";"ober Etage";"G N";"oberste#1 etagen#12"
"den boden#unknown";"1";"1";"1";"die Boden";"D N";"den#246 boden#6"
"diesem hote#unknown";"1";"1";"1";"dies Hote";"Q O";"diesem#35 hote#2"
"der sehenswürdigkeiten#Facilities";"1";"1";"1";"die Sehenswürdigkeit";"D N";"der#589 sehenswürdigkeiten#8"
"heißes wasser#Bathroom";"1";"1";"1";"heiß Wasser";"G N";"heißes#1 wasser#15"
"diese absteige#unknown";"1";"1";"1";"diese absteigen";"Q V";"diese#24 absteige#1"
"ein stadthotel#unknown";"1";"1";"1";"eine Stadthotel";"D N";"ein#331 stadthotel#14"
"oder russen#unknown";"1";"1";"1";"oder Russe";"C N";"oder#66 russen#10"
"doppel bett#Beds";"1";"1";"1";"Doppel Bett";"N N";"doppel#2 bett#17"
"warme getränke#Facilities";"1";"1";"1";"warm Getränk";"G N";"warme#2 getränke#10"
"das abendbuffet#Restaurant";"1";"1";"1";"die Abendbuffet";"D O";"das#752 abendbuffet#1"
"diese gäste#unknown";"1";"1";"1";"dies Gast";"Q N";"diese#24 gäste#68"
"in menge#unknown";"1";"1";"1";"in Menge";"P N";"in#523 menge#3"
"die antenne#unknown";"1";"1";"1";"die Antenne";"D N";"die#750 antenne#1"
"die raucherzimmer#Rooms";"1";"1";"1";"die Raucherzimmer";"Q R";"die#750 raucherzimmer#4"
"unsere städtereise#unknown";"1";"1";"1";"unser Städtereise";"Q N";"unsere#11 städtereise#16"
"la defense#Location";"1";"1";"1";"La Defense";"R O";"la#4 defense#1"
"ein cappu#unknown";"1";"1";"1";"eine Cappu";"D O";"ein#331 cappu#1"
"die zahlung#Reservation/check-in/check-out";"1";"1";"1";"die Zahlung";"D N";"die#750 zahlung#1"
"royal suites#Rooms";"1";"1";"1";"royal Suites";"G O";"royal#3 suites#2"
"das kellergewölbe#unknown";"1";"1";"1";"die Kellergewölbe";"D N";"das#752 kellergewölbe#1"
"einen föhn#unknown";"1";"1";"1";"eine Föhn";"D N";"einen#116 föhn#3"
"die frühstücksleistungen#Breakfast";"1";"1";"1";"die Frühstücksleistungen";"D O";"die#750 frühstücksleistungen#1"
"hoteleigene pool#Swimming pool";"1";"1";"1";"hoteleigen Pool";"G N";"hoteleigene#1 pool#28"
"einige bäckereien#unknown";"1";"1";"1";"einige Bäckerei";"Q N";"einige#14 bäckereien#1"
"fitness bereich#Facilities";"1";"1";"1";"Fitness bereich";"N O";"fitness#1 bereich#9"
"die koffer#unknown";"1";"1";"1";"die Koffer";"D N";"die#750 koffer#5"
"stoffbezogene bettumrandung#Beds";"1";"1";"1";"stoffbezogene Bettumrandung";"O O";"stoffbezogene#1 bettumrandung#1"
"appartment zimmer#Rooms";"1";"1";"1";"Appartment Zimmer";"O N";"appartment#5 zimmer#322"
"die verpflegung#Staff";"1";"1";"1";"die Verpflegung";"D N";"die#750 verpflegung#5"
"anbauten wirken#unknown";"1";"1";"1";"Anbau wirken";"N V";"anbauten#1 wirken#3"
"der sekt#Restaurant";"1";"1";"1";"die Sekt";"D N";"der#589 sekt#7"
"das steak#Restaurant";"1";"1";"1";"die Steak";"D N";"das#752 steak#3"
"die einzelzimmer#Rooms";"1";"1";"1";"die Einzelzimmer";"D N";"die#750 einzelzimmer#5"
"kleine cafes#Facilities";"1";"1";"1";"klein Cafes";"G O";"kleine#14 cafes#1"
"der raum#unknown";"1";"1";"1";"die Raum";"D N";"der#589 raum#5"
"schner urlaub#unknown";"1";"1";"1";"Schner Urlaub";"O N";"schner#1 urlaub#46"
"eine lampe#Facilities";"1";"1";"1";"eine Lampe";"D N";"eine#166 lampe#2"
"diese mankos#unknown";"1";"1";"1";"dies Manko";"Q N";"diese#24 mankos#1"
"der kleiderschrank#Facilities";"1";"1";"1";"die Kleiderschrank";"D N";"der#589 kleiderschrank#5"
"park plaza#unknown";"1";"1";"1";"Park Plaza";"N O";"park#5 plaza#3"
"der ablauf#unknown";"1";"1";"1";"die Ablauf";"D N";"der#589 ablauf#1"
"die aussenansicht#Interior/exterior";"1";"1";"1";"die Aussenansicht";"D N";"die#750 aussenansicht#1"
"ausreichend steckdosen#Facilities";"1";"1";"1";"ausreichend Steckdose";"G N";"ausreichend#28 steckdosen#2"
"nächstgelegene einkaufsmöglichkeit#unknown";"1";"1";"1";"nächstgelegen Einkaufsmöglichkeit";"G N";"nächstgelegene#1 einkaufsmöglichkeit#1"
"da restaurant#Restaurant";"1";"1";"1";"da Restaurant";"C N";"da#95 restaurant#28"
"heiße schokolade#unknown";"1";"1";"1";"heiß Schokolade";"G N";"heiße#1 schokolade#2"
"zusätzlichen platz#unknown";"1";"1";"1";"zusätzlich Platz";"G N";"zusätzlichen#1 platz#7"
"der hochsaison#unknown";"1";"1";"1";"die Hochsaison";"D N";"der#589 hochsaison#1"
"sonstiger service#Staff";"1";"1";"1";"sonstig Service";"G N";"sonstiger#1 service#49"
"der bananenkaffee#Restaurant";"1";"1";"1";"die Bananenkaffee";"D O";"der#589 bananenkaffee#1"
"die eingangsbereiche#Interior/exterior";"1";"1";"1";"die Eingangsbereich";"D N";"die#750 eingangsbereiche#1"
"san miniato#Location";"1";"1";"1";"San Miniato";"R O";"san#1 miniato#1"
"wlan empfang#Internet";"1";"1";"1";"WLAN Empfang";"O N";"wlan#12 empfang#13"
"arabische hotelbesucher#unknown";"1";"1";"1";"arabisch Hotelbesucher";"G O";"arabische#2 hotelbesucher#1"
"das harrah#unknown";"1";"1";"1";"die Harrah";"D O";"das#752 harrah#1"
"andere flecken#Cleanliness";"1";"1";"1";"andere Flecken";"Q N";"andere#13 flecken#11"
"der boden#Interior/exterior";"1";"1";"1";"die Boden";"D N";"der#589 boden#6"
"die bäder#Bathroom";"1";"1";"1";"die Bad";"D N";"die#750 bäder#3"
"eine metrostation#Facilities";"1";"1";"1";"eine Metrostation";"D N";"eine#166 metrostation#5"
"die nebenkosten#unknown";"1";"1";"1";"die Nebenkosten";"D N";"die#750 nebenkosten#2"
"einen aufenthalt#unknown";"1";"1";"1";"eine Aufenthalt";"D N";"einen#116 aufenthalt#19"
"die behandlung#unknown";"1";"1";"1";"die Behandlung";"D N";"die#750 behandlung#1"
"eine klimaanlage#Facilities";"1";"1";"1";"eine Klimaanlage";"D N";"eine#166 klimaanlage#10"
"die bodenbeläge#Interior/exterior";"1";"1";"1";"die Bodenbelag";"D N";"die#750 bodenbeläge#1"
"die speisekarte#Restaurant";"1";"1";"1";"die Speisekarte";"D N";"die#750 speisekarte#1"
"die verarbeitungsqualität#unknown";"1";"1";"1";"die Verarbeitungsqualität";"D N";"die#750 verarbeitungsqualität#1"
"der dj#Facilities";"1";"1";"1";"die DJ";"D O";"der#589 dj#2"
"ein nachttisch#Interior/exterior";"1";"1";"1";"eine Nachttisch";"D N";"ein#331 nachttisch#1"
"das diehls#unknown";"1";"1";"1";"die Diehl";"D R";"das#752 diehls#2"
"das ungeziefer#unknown";"1";"1";"1";"die Ungeziefer";"D N";"das#752 ungeziefer#2"
"ausgestopfte tiere#unknown";"1";"1";"1";"ausgestopft Tier";"G N";"ausgestopfte#1 tiere#1"
"das doppelbett#Rooms";"1";"1";"1";"die Doppelbett";"D N";"das#752 doppelbett#1"
"ein kühlschrank#Facilities";"1";"1";"1";"eine Kühlschrank";"D N";"ein#331 kühlschrank#5"
"die animateure#Staff";"1";"1";"1";"die animateure";"D O";"die#750 animateure#2"
"ganze anlage#unknown";"1";"1";"1";"ganz Anlage";"G N";"ganze#14 anlage#64"
"das silvesterarrangement#unknown";"1";"1";"1";"die Silvesterarrangement";"D O";"das#752 silvesterarrangement#1"
"der animateure#Staff";"1";"1";"1";"die Animateur";"D N";"der#589 animateure#2"
"die stehlampen#Interior/exterior";"1";"1";"1";"die Stehlampe";"D N";"die#750 stehlampen#1"
"große parkplatz#Car parking";"1";"1";"1";"groß Parkplatz";"G N";"große#13 parkplatz#13"
"die luftaufnahmen#unknown";"1";"1";"1";"die Luftaufnahme";"D N";"die#750 luftaufnahmen#1"
"das bufett#Restaurant";"1";"1";"1";"die Bufett";"D O";"das#752 bufett#1"
"frisches duschgel#Bathroom";"1";"1";"1";"frisch Duschgel";"G N";"frisches#6 duschgel#2"
"der plattenbau#unknown";"1";"1";"1";"die Plattenbau";"D N";"der#589 plattenbau#1"
"das ausweichzimmer#Rooms";"1";"1";"1";"die Ausweichzimmer";"D O";"das#752 ausweichzimmer#1"
"in griechenland#Location";"1";"1";"1";"in Griechenland";"P R";"in#523 griechenland#2"
"verschiedene restaurants#Restaurant";"1";"1";"1";"verschieden Restaurant";"G N";"verschiedene#5 restaurants#21"
"die hausmädchen#Staff";"1";"1";"1";"die Hausmädchen";"D N";"die#750 hausmädchen#1"
"diverse sitzecken#Facilities";"1";"1";"1";"divers Sitzecke";"G N";"diverse#2 sitzecken#1"
"selben imponderabilien#unknown";"1";"1";"1";"selb Imponderabilien";"Q N";"selben#1 imponderabilien#1"
"die parkplatzsituation#Car parking";"1";"1";"1";"die Parkplatzsituation";"D N";"die#750 parkplatzsituation#1"
"dieses personal#Staff";"1";"1";"1";"dies Personal";"Q N";"dieses#39 personal#79"
"capital hotel#unknown";"1";"1";"1";"Capital Hotel";"O N";"capital#1 hotel#612"
"die anwendungen#Facilities";"1";"1";"1";"die Anwendung";"D N";"die#750 anwendungen#1"
"die besitzer#Staff";"1";"1";"1";"die Besitzer";"D N";"die#750 besitzer#2"
"zur straßenbahn#unknown";"1";"1";"1";"zu Straßenbahn";"P N";"zur#61 straßenbahn#10"
"das fühstücksbuffet#Breakfast";"1";"1";"1";"die Fühstücksbuffet";"D O";"das#752 fühstücksbuffet#1"
"tägliche zimmerreinigung#Cleanliness";"1";"1";"1";"täglich Zimmerreinigung";"G N";"tägliche#2 zimmerreinigung#1"
"die gesamtanlage#unknown";"1";"1";"1";"die Gesamtanlage";"D N";"die#750 gesamtanlage#1"
"den teppichen#Interior/exterior";"1";"1";"1";"die Teppich";"D N";"den#246 teppichen#1"
"der verkehrslärm#Noisiness";"1";"1";"1";"die Verkehrslärm";"D N";"der#589 verkehrslärm#2"
"die stühle#unknown";"1";"1";"1";"die Stuhl";"D N";"die#750 stühle#1"
"das beaucliffe#unknown";"1";"1";"1";"die Beaucliffe";"D O";"das#752 beaucliffe#1"
"wirkliche mängel#unknown";"1";"1";"1";"wirklich Mangel";"G N";"wirkliche#2 mängel#5"
"dem shuttle#unknown";"1";"1";"1";"die Shuttle";"D O";"dem#161 shuttle#12"
"für kurzreisen#unknown";"1";"1";"1";"für Kurzreise";"P N";"für#290 kurzreisen#1"
"madinat hotels#unknown";"1";"1";"1";"Madinat Hotel";"O N";"madinat#6 hotels#71"
"das einzelzimmer#Rooms";"1";"1";"1";"die Einzelzimmer";"D N";"das#752 einzelzimmer#5"
"dieser urlaub#unknown";"1";"1";"1";"dies Urlaub";"Q N";"dieser#12 urlaub#46"
"die sauna#Facilities";"1";"1";"1";"die Sauna";"D N";"die#750 sauna#9"
"die matrazze#Beds";"1";"1";"1";"die Matrazze";"D O";"die#750 matrazze#1"
"eine anlage#unknown";"1";"1";"1";"eine Anlage";"D N";"eine#166 anlage#64"
"die hilfsbereitschaft#unknown";"1";"1";"1";"die Hilfsbereitschaft";"D N";"die#750 hilfsbereitschaft#2"
"der barbereich#unknown";"1";"1";"1";"die Barbereich";"D N";"der#589 barbereich#1"
"das skifahren#Facilities";"1";"1";"1";"die Skifahren";"D N";"das#752 skifahren#1"
"zweistöckige häuser#unknown";"1";"1";"1";"zweistöckig Haus";"G N";"zweistöckige#2 häuser#9"
