"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"funktional eingerichtet#positive";"1";"1";"1";"funktional einrichten";"G V";"funktional#1 eingerichtet#23"
"hinterlässt chaos#negative";"1";"1";"1";"hinterlassen Chaos";"V N";"hinterlässt#1 chaos#1"
"gut eingerichtet#positive";"1";"1";"1";"gut eingerichtet";"G G";"gut#134 eingerichtet#23"
"nicht bewegen#negative";"1";"1";"1";"nicht bewegen";"O V";"nicht#366 bewegen#1"
"wirklich empfehlentswert#strongpositive";"1";"1";"1";"wirklich empfehlentswert";"G O";"wirklich#52 empfehlentswert#1"
"ruecksichtsvoll verhalten#positive";"1";"1";"1";"ruecksichtsvoll verhalten";"O V";"ruecksichtsvoll#1 verhalten#2"
"andere getränke#positive";"1";"1";"1";"andere Getränk";"Q N";"andere#13 getränke#10"
"immer gleich#negative";"1";"1";"1";"immer gleich";"A G";"immer#49 gleich#12"
"zuviele pannen#negative";"1";"1";"1";"zuviele Panne";"Q N";"zuviele#1 pannen#1"
"schön kitschig#negative";"1";"1";"1";"schön kitschig";"G G";"schön#44 kitschig#1"
"großer preis#negative";"1";"1";"1";"groß Preis";"G N";"großer#10 preis#39"
"weniger schön#negative";"1";"1";"1";"weniger schön";"A G";"weniger#8 schön#44"
"vorsicht parkservice#negative";"1";"1";"1";"Vorsicht Parkservice";"N N";"vorsicht#4 parkservice#2"
"sind empfehlenswert#positive";"1";"1";"1";"sein empfehlenswert";"V G";"sind#183 empfehlenswert#12"
"sehr günstigen#strongpositive";"1";"1";"1";"sehr günstig";"A G";"sehr#508 günstigen#4"
"leicht abgewohnt#negative";"1";"1";"1";"leicht abwohnen";"G V";"leicht#6 abgewohnt#6"
"nichts gravierendes#positive";"1";"1";"1";"nichts gravierend";"Q G";"nichts#36 gravierendes#1"
"aufgrund negativer#negative";"1";"1";"1";"aufgrund negativ";"P G";"aufgrund#12 negativer#1"
"wunderschön gemacht#positive";"1";"1";"1";"wunderschön machen";"G V";"wunderschön#5 gemacht#19"
"kleines makel#negative";"1";"1";"1";"klein Makel";"G N";"kleines#18 makel#1"
"in traumlage#strongpositive";"1";"1";"1";"in Traumlage";"P N";"in#523 traumlage#1"
"etwas umständlich#negative";"1";"1";"1";"etwas umständlich";"A G";"etwas#80 umständlich#1"
"luxuriös ausgestatteten#strongpositive";"1";"1";"1";"luxuriös ausgestattet";"G G";"luxuriös#2 ausgestatteten#1"
"sehr umfang#strongpositive";"1";"1";"1";"sehr umfangen";"A V";"sehr#508 umfang#1"
"keine 4sterne#negative";"1";"1";"1";"keine 4Sterne";"Q O";"keine#65 4sterne#1"
"super schoener#strongpositive";"1";"1";"1";"super schoener";"G O";"super#73 schoener#3"
"zum schnäppchenpreis#positive";"1";"1";"1";"zu Schnäppchenpreis";"P O";"zum#132 schnäppchenpreis#1"
"unbedingt empfehlenswert#strongpositive";"1";"1";"1";"unbedingt empfehlenswert";"G G";"unbedingt#12 empfehlenswert#12"
"täglich ersetzt#positive";"1";"1";"1";"täglich ersetzen";"G V";"täglich#12 ersetzt#2"
"immer höfflich#positive";"1";"1";"1";"immer höfflich";"A O";"immer#49 höfflich#1"
"hervorragender qualität#strongpositive";"1";"1";"1";"hervorragend Qualität";"G N";"hervorragender#1 qualität#20"
"mitbenutzt werden#positive";"1";"1";"1";"mitbenutzen werden";"V V";"mitbenutzt#1 werden#66"
"sehr erholsam#strongpositive";"1";"1";"1";"sehr erholsam";"A G";"sehr#508 erholsam#2"
"sehr feundliches#strongpositive";"1";"1";"1";"sehr feundliches";"A O";"sehr#508 feundliches#1"
"mit mängeln#negative";"1";"1";"1";"mit Mangel";"P N";"mit#370 mängeln#3"
"wieder wunderschön#positive";"1";"1";"1";"wieder wunderschön";"A G";"wieder#93 wunderschön#5"
"einigermaßen groß#positive";"1";"1";"1";"einigermaßen groß";"A G";"einigermaßen#1 groß#35"
"äußerst mager#strongnegative";"1";"1";"1";"äußerst mager";"A G";"äußerst#6 mager#1"
"wunderschön bepflanzt#strongpositive";"1";"1";"1";"wunderschön bepflanzen";"G V";"wunderschön#5 bepflanzt#1"
"recht zentrumsnah#positive";"1";"1";"1";"recht zentrumsnah";"G G";"recht#26 zentrumsnah#3"
"sehr herzlich#strongpositive";"1";"1";"1";"sehr herzlich";"A G";"sehr#508 herzlich#3"
"1 hnadtuch#negative";"1";"1";"1";"1 hnadtuch";"O O";"1#41 hnadtuch#1"
"ebenfalls nicht#negative";"1";"1";"1";"ebenfalls nicht";"A O";"ebenfalls#15 nicht#366"
"die einfachen#negative";"1";"1";"1";"die einfach";"D G";"die#750 einfachen#1"
"durch bahnhof#positive";"1";"1";"1";"durch Bahnhof";"P N";"durch#47 bahnhof#19"
"neu gemacht#positive";"1";"1";"1";"neu machen";"G V";"neu#15 gemacht#19"
"goes jugendherberge#negative";"1";"1";"1";"goes Jugendherberge";"O N";"goes#1 jugendherberge#6"
"angemessen groß#positive";"1";"1";"1";"angemessen groß";"G G";"angemessen#3 groß#35"
"niedrigster standard#strongnegative";"1";"1";"1";"niedrig Standard";"G N";"niedrigster#1 standard#15"
"gern wieder#strongpositive";"1";"1";"1";"gern wieder";"A A";"gern#3 wieder#93"
"total freundlich#strongpositive";"1";"1";"1";"total freundlich";"G G";"total#6 freundlich#45"
"ein horror#strongnegative";"1";"1";"1";"eine Horror";"D N";"ein#331 horror#2"
"3 stern#negative";"1";"1";"1";"3 Stern";"O N";"3#38 stern#7"
"viel unangenehmer#strongnegative";"1";"1";"1";"viel unangenehm";"A G";"viel#38 unangenehmer#3"
"keine lüftung#negative";"1";"1";"1";"keine Lüftung";"Q N";"keine#65 lüftung#2"
"mit fächern#positive";"1";"1";"1";"mit Fach|Fächer";"P N";"mit#370 fächern#1"
"genügend groß#positive";"1";"1";"1";"genügend groß";"G G";"genügend#2 groß#35"
"zentral gelegene#positive";"1";"1";"1";"zentral gelegen";"G G";"zentral#11 gelegene#4"
"sehr spartanisch#strongnegative";"1";"1";"1";"sehr spartanisch";"A G";"sehr#508 spartanisch#3"
"viel ruhigeres#strongpositive";"1";"1";"1";"viel ruhig";"A G";"viel#38 ruhigeres#1"
"ein altes#negative";"1";"1";"1";"eine alt";"D G";"ein#331 altes#5"
"in gehdistanz#positive";"1";"1";"1";"in Gehdistanz";"P O";"in#523 gehdistanz#1"
"heftiges gewusel#negative";"1";"1";"1";"heftig Gewusel";"G N";"heftiges#1 gewusel#1"
"super freundliche#strongpositive";"1";"1";"1";"super freundlich";"G G";"super#73 freundliche#7"
"voller haare#negative";"1";"1";"1";"voll Haar";"G N";"voller#2 haare#6"
"trotz cool#positive";"1";"1";"1";"trotz cool";"P G";"trotz#24 cool#1"
"verlief schnell#positive";"1";"1";"1";"verlaufen schnell";"V G";"verlief#2 schnell#17"
"riesige menschenmenge#negative";"1";"1";"1";"riesig Menschenmenge";"G N";"riesige#4 menschenmenge#1"
"wenig sprachkenntnisse#negative";"1";"1";"1";"wenig Sprachkenntnis";"A N";"wenig#38 sprachkenntnisse#3"
"keinen aufenthaltsraum#negative";"1";"1";"1";"keine Aufenthaltsraum";"Q N";"keinen#16 aufenthaltsraum#1"
"nicht gekehrt#negative";"1";"1";"1";"nicht kehren";"O V";"nicht#366 gekehrt#2"
"das wars#strongnegative";"1";"1";"1";"die wars";"D O";"das#752 wars#2"
"grundsätzlich sauber#positive";"1";"1";"1";"grundsätzlich sauber";"G G";"grundsätzlich#5 sauber#88"
"mehreren seaview#positive";"1";"1";"1";"mehrere Seaview";"Q O";"mehreren#5 seaview#1"
"mit sauna#positive";"1";"1";"1";"mit Sauna";"P N";"mit#370 sauna#9"
"nicht hellhörig#positive";"1";"1";"1";"nicht hellhörig";"O G";"nicht#366 hellhörig#8"
"vorausschauende art#positive";"1";"1";"1";"vorausschauend Art";"G N";"vorausschauende#1 art#4"
"meerblick hat#positive";"1";"1";"1";"Meerblick haben";"N V";"meerblick#13 hat#105"
"modern gestaltet#positive";"1";"1";"1";"modern gestalten";"G V";"modern#14 gestaltet#10"
"bitter enttäuscht#strongnegative";"1";"1";"1";"bitter enttäuscht";"G G";"bitter#1 enttäuscht#8"
"verbrauchten charme#positive";"1";"1";"1";"verbraucht Charme";"G N";"verbrauchten#1 charme#19"
"es mangelte#negative";"1";"1";"1";"es mangeln";"Q V";"es#346 mangelte#1"
"überall geachtet#positive";"1";"1";"1";"überall achten";"A V";"überall#15 geachtet#2"
"party machen#negative";"1";"1";"1";"Party machen";"N V";"party#5 machen#12"
"sehr nettem#strongpositive";"1";"1";"1";"sehr nett";"A G";"sehr#508 nettem#2"
"eeeewig lang#strongnegative";"1";"1";"1";"eeeewig lang";"O G";"eeeewig#1 lang#2"
"besonders gefallen#strongpositive";"1";"1";"1";"besonders fallen|gefallen";"A V";"besonders#22 gefallen#7"
"ein netter#positive";"1";"1";"1";"eine nett";"D G";"ein#331 netter#2"
"ist gross#positive";"1";"1";"1";"sein groß";"V G";"ist#564 gross#6"
"entspannung pur#strongpositive";"1";"1";"1";"Entspannung pur";"N G";"entspannung#3 pur#5"
"eher betonlastig#negative";"1";"1";"1";"eher betonlastig";"A O";"eher#41 betonlastig#1"
"zerfällt allmählich#negative";"1";"1";"1";"zerfallen allmählich";"V G";"zerfällt#1 allmählich#1"
"sehr geringem#strongnegative";"1";"1";"1";"sehr gering";"A G";"sehr#508 geringem#2"
"gab alles#positive";"1";"1";"1";"geben alle";"V Q";"gab#43 alles#87"
"ansprechend gestaltet#positive";"1";"1";"1";"ansprechend gestalten";"G V";"ansprechend#7 gestaltet#10"
"so kalt#negative";"1";"1";"1";"so kalt";"A G";"so#74 kalt#8"
"kein gratis#negative";"1";"1";"1";"keine gratis";"Q G";"kein#61 gratis#5"
"sehr kleine#strongnegative";"1";"1";"1";"sehr klein";"A G";"sehr#508 kleine#14"
"relativ abgelegen#negative";"1";"1";"1";"relativ abliegen";"G V";"relativ#10 abgelegen#4"
"tatschten alles#negative";"1";"1";"1";"tatschten alle";"O Q";"tatschten#1 alles#87"
"erneuert werden#negative";"1";"1";"1";"erneuern werden";"V V";"erneuert#3 werden#66"
"weitläufig gebaut#positive";"1";"1";"1";"weitläufig bauen";"G V";"weitläufig#4 gebaut#9"
"nie störend#positive";"1";"1";"1";"nie störend";"A G";"nie#29 störend#2"
"sehr duerftig#strongnegative";"1";"1";"1";"sehr duerftig";"A O";"sehr#508 duerftig#1"
"bestens sortierter#positive";"1";"1";"1";"bestens sortierter";"A G";"bestens#5 sortierter#1"
"sehr bedenklich#strongnegative";"1";"1";"1";"sehr bedenklich";"A G";"sehr#508 bedenklich#2"
"pikobello sauber#strongpositive";"1";"1";"1";"pikobello sauber";"O G";"pikobello#1 sauber#88"
"es brauchte#negative";"1";"1";"1";"es brauchen";"Q V";"es#346 brauchte#1"
"regelmäßig gefegt#positive";"1";"1";"1";"regelmäßig fegen";"G V";"regelmäßig#3 gefegt#1"
"wirklich einmalig#strongpositive";"1";"1";"1";"wirklich einmalig";"G G";"wirklich#52 einmalig#2"
"keine steckdose#negative";"1";"1";"1";"keine Steckdose";"Q N";"keine#65 steckdose#1"
"guter ausgangslage#positive";"1";"1";"1";"gut Ausgangslage";"G N";"guter#18 ausgangslage#1"
"schlecht gereinigt#negative";"1";"1";"1";"schlecht reinigen";"G V";"schlecht#24 gereinigt#15"
"etwas wenig#negative";"1";"1";"1";"etwas wenige";"A Q";"etwas#80 wenig#38"
"übersichtlich aus#negative";"1";"1";"1";"übersichtlich aus";"G V";"übersichtlich#2 aus#104"
"viel charts#positive";"1";"1";"1";"viele Charts";"Q O";"viel#38 charts#1"
"ganz zentral#positive";"1";"1";"1";"ganz zentral";"A G";"ganz#31 zentral#11"
"gross genug#positive";"1";"1";"1";"groß genug";"G A";"gross#6 genug#3"
"mit duschvorhang#positive";"1";"1";"1";"mit Duschvorhang";"P N";"mit#370 duschvorhang#3"
"ein traumhafter#strongpositive";"1";"1";"1";"eine traumhaft";"D G";"ein#331 traumhafter#1"
"keine tierchen#positive";"1";"1";"1";"keine Tierchen";"Q N";"keine#65 tierchen#1"
"die tolle#positive";"1";"1";"1";"die toll";"D G";"die#750 tolle#11"
"leicht verwitterte#negative";"1";"1";"1";"leicht verwittert";"G G";"leicht#6 verwitterte#1"
"etwas gewöhnungsbedürftigt#negative";"1";"1";"1";"etwas gewöhnungsbedürftigt";"A O";"etwas#80 gewöhnungsbedürftigt#1"
"viel spass#strongpositive";"1";"1";"1";"viele Spaß";"Q N";"viel#38 spass#1"
"sehr schick#strongpositive";"1";"1";"1";"sehr schick";"A G";"sehr#508 schick#3"
"der ruhigen#positive";"1";"1";"1";"die ruhig";"D G";"der#589 ruhigen#5"
"nachgelassen haben#negative";"1";"1";"1";"nachlassen haben";"V V";"nachgelassen#3 haben#107"
"warsehr unsauber#strongnegative";"1";"1";"1";"warsehr unsauber";"O G";"warsehr#1 unsauber#5"
"ohne balkon#negative";"1";"1";"1";"ohne Balkon";"P N";"ohne#40 balkon#13"
"auch dank#positive";"1";"1";"1";"auch dank";"A P";"auch#244 dank#7"
"extrem steilen#strongnegative";"1";"1";"1";"extrem steil";"G G";"extrem#8 steilen#2"
"ist teuer#negative";"1";"1";"1";"sein teuer";"V G";"ist#564 teuer#13"
"größtes plus#positive";"1";"1";"1";"groß Plus";"G N";"größtes#2 plus#3"
"einige super#strongpositive";"1";"1";"1";"einige super";"Q G";"einige#14 super#73"
"2 aufzüge#positive";"1";"1";"1";"2 Aufzug";"O N";"2#56 aufzüge#2"
"hell gehalten#positive";"1";"1";"1";"hell halten";"G V";"hell#4 gehalten#4"
"ziemlich groß#strongpositive";"1";"1";"1";"ziemlich groß";"A G";"ziemlich#11 groß#35"
"nicht laufen#positive";"1";"1";"1";"nicht laufen";"O V";"nicht#366 laufen#7"
"durchaus renoviertes#positive";"1";"1";"1";"durchaus renoviert";"A G";"durchaus#7 renoviertes#2"
"eine enttäuschung#negative";"1";"1";"1";"eine Enttäuschung";"D N";"eine#166 enttäuschung#3"
"qualitativ schlecht#negative";"1";"1";"1";"qualitativ schlecht";"G G";"qualitativ#2 schlecht#24"
"lagen lose#negative";"1";"1";"1";"liegen losen";"V V";"lagen#4 lose#1"
"zwei poolanlagen#positive";"1";"1";"1";"zwei Poolanlagen";"O O";"zwei#31 poolanlagen#1"
"sehr professioneller#strongpositive";"1";"1";"1";"sehr professionell";"A G";"sehr#508 professioneller#1"
"besonders negativ#strongnegative";"1";"1";"1";"besonders negativ";"A G";"besonders#22 negativ#12"
"nicht ausreichend#negative";"1";"1";"1";"nicht ausreichend";"O G";"nicht#366 ausreichend#28"
"schönes kleines#positive";"1";"1";"1";"schön klein";"G G";"schönes#34 kleines#18"
"sehr familiär#strongpositive";"1";"1";"1";"sehr familiär";"A G";"sehr#508 familiär#2"
"stark verschmutzt#strongnegative";"1";"1";"1";"stark verschmutzen";"G V";"stark#9 verschmutzt#4"
"und verschoben#negative";"1";"1";"1";"und verschieben";"C V";"und#1053 verschoben#1"
"wirklich ansteckend#strongpositive";"1";"1";"1";"wirklich ansteckend";"G G";"wirklich#52 ansteckend#1"
"nahe meer#positive";"1";"1";"1";"nah Meer";"G N";"nahe#5 meer#21"
"nicht hektisch#positive";"1";"1";"1";"nicht hektisch";"O G";"nicht#366 hektisch#4"
"leichte gebrauchsspuren#negative";"1";"1";"1";"leicht Gebrauchsspur";"G N";"leichte#2 gebrauchsspuren#2"
"jedoch akzeptabel#positive";"1";"1";"1";"jedoch akzeptabel";"A G";"jedoch#39 akzeptabel#6"
"keine atmosphäre#negative";"1";"1";"1";"keine Atmosphäre";"Q N";"keine#65 atmosphäre#7"
"löslichen kaffee#positive";"1";"1";"1";"löslich Kaffee";"G N";"löslichen#1 kaffee#15"
"kein knabbern#positive";"1";"1";"1";"keine knabbern";"Q V";"kein#61 knabbern#1"
"ebenfalls klein#negative";"1";"1";"1";"ebenfalls klein";"A G";"ebenfalls#15 klein#47"
"eur 68#negative";"1";"1";"1";"EUR 68";"O O";"eur#5 68#1"
"total lecker#strongpositive";"1";"1";"1";"total leck";"G G";"total#6 lecker#11"
"nirgends aufgefallen#positive";"1";"1";"1";"nirgends auffallen";"A V";"nirgends#2 aufgefallen#9"
"sehr gepflegter#strongpositive";"1";"1";"1";"sehr gepflegt";"A G";"sehr#508 gepflegter#1"
"in ordnung.das#positive";"1";"1";"1";"in die";"P D";"in#523 ordnung.das#1"
"aber lecker#positive";"1";"1";"1";"aber lecker";"A G";"aber#222 lecker#11"
"etwas schmuddelige#negative";"1";"1";"1";"etwas schmuddelig";"A G";"etwas#80 schmuddelige#1"
"nicht modern#negative";"1";"1";"1";"nicht modern";"O G";"nicht#366 modern#14"
"super zufrieden#strongpositive";"1";"1";"1";"super zufrieden";"G G";"super#73 zufrieden#14"
"absoluter traumurlaub#strongpositive";"1";"1";"1";"absolut Traumurlaub";"G N";"absoluter#2 traumurlaub#4"
"ganz passabel#positive";"1";"1";"1";"ganz passabel";"A G";"ganz#31 passabel#1"
"regelmäßig fährt#positive";"1";"1";"1";"regelmäßig fahren";"G V";"regelmäßig#3 fährt#8"
"teilweise verfleckt#negative";"1";"1";"1";"teilweise verfleckt";"A O";"teilweise#12 verfleckt#1"
"wenig hilfreich#negative";"1";"1";"1";"wenige hilfreich";"Q G";"wenig#38 hilfreich#1"
"nicht empfehlenswert#negative";"1";"1";"1";"nicht empfehlenswert";"O G";"nicht#366 empfehlenswert#12"
"wirklich reichhaltige#strongpositive";"1";"1";"1";"wirklich reichhaltig";"G G";"wirklich#52 reichhaltige#2"
"ist entsprechend#negative";"1";"1";"1";"sein entsprechend";"V G";"ist#564 entsprechend#7"
"kein frühstück.lohnt#negative";"1";"1";"1";"keine lohnen";"Q V";"kein#61 frühstück.lohnt#1"
"charme hat#positive";"1";"1";"1";"Charme haben";"N V";"charme#19 hat#105"
"sofort funktionierte#positive";"1";"1";"1";"sofort funktionieren";"A V";"sofort#17 funktionierte#5"
"traumhaft gelegen#strongpositive";"1";"1";"1";"traumhaft liegen";"G V";"traumhaft#5 gelegen#21"
"spartanisch eingerichtet#negative";"1";"1";"1";"spartanisch einrichten";"G V";"spartanisch#3 eingerichtet#23"
"pure entspannung#strongpositive";"1";"1";"1";"pur Entspannung";"G N";"pure#1 entspannung#3"
"einzige problem#negative";"1";"1";"1";"einzig Problem";"G N";"einzige#5 problem#10"
"glasig innen#negative";"1";"1";"1";"glasig innen";"G G";"glasig#1 innen#9"
"sehr schickes#strongpositive";"1";"1";"1";"sehr schick";"A G";"sehr#508 schickes#1"
"mit stöpsel#positive";"1";"1";"1";"mit Stöpsel";"P N";"mit#370 stöpsel#1"
"gut gelegenes#positive";"1";"1";"1";"gut gelegen";"G G";"gut#134 gelegenes#5"
"sehr hektisches#strongnegative";"1";"1";"1";"sehr hektisch";"A G";"sehr#508 hektisches#1"
"sehr vielfältig#strongpositive";"1";"1";"1";"sehr vielfältig";"A G";"sehr#508 vielfältig#4"
"absolut zufrieden#positive";"1";"1";"1";"absolut zufrieden";"G G";"absolut#20 zufrieden#14"
"total überfordert#strongnegative";"1";"1";"1";"total überfordern";"G V";"total#6 überfordert#2"
"hoher qualität#strongpositive";"1";"1";"1";"hoch Qualität";"G N";"hoher#1 qualität#20"
"für ruhigen#positive";"1";"1";"1";"für ruhig";"P G";"für#290 ruhigen#5"
"für kleine#positive";"1";"1";"1";"für klein";"P G";"für#290 kleine#14"
"tote insekten#negative";"1";"1";"1";"tot Insekt";"G N";"tote#1 insekten#1"
"nur preislich#negative";"1";"1";"1";"nur preislich";"A G";"nur#142 preislich#2"
"sehr gut.#strongpositive";"1";"1";"1";"sehr .";"A O";"sehr#508 gut.#1"
"recht gut#positive";"1";"1";"1";"recht gut";"G G";"recht#26 gut#134"
"gleiche problem#negative";"1";"1";"1";"gleich Problem";"G N";"gleiche#4 problem#10"
"auch notwendig#positive";"1";"1";"1";"auch notwendig";"A G";"auch#244 notwendig#5"
"mit bar#positive";"1";"1";"1";"mit Bar";"P N";"mit#370 bar#13"
"sehr preisgunstig#strongpositive";"1";"1";"1";"sehr preisgunstig";"A O";"sehr#508 preisgunstig#1"
"top sauber#strongpositive";"1";"1";"1";"Top sauber";"R G";"top#23 sauber#88"
"keine führung#negative";"1";"1";"1";"keine Führung";"Q N";"keine#65 führung#1"
"qualitativ herausragende#strongpositive";"1";"1";"1";"qualitativ herausragend";"G G";"qualitativ#2 herausragende#1"
"leider nachgelassen#negative";"1";"1";"1";"leider nachlassen";"A V";"leider#70 nachgelassen#3"
"sehr netter#strongpositive";"1";"1";"1";"sehr nett";"A G";"sehr#508 netter#2"
"überaus freundliches#strongpositive";"1";"1";"1";"überaus freundlich";"A G";"überaus#4 freundliches#5"
"überschaubare größe#positive";"1";"1";"1";"überschaubar Größe";"G N";"überschaubare#1 größe#12"
"alles bestens#strongpositive";"1";"1";"1";"alle bestens";"Q A";"alles#87 bestens#5"
"echt klasse#strongpositive";"1";"1";"1";"echt Klasse";"G N";"echt#5 klasse#8"
"einen renovierten#positive";"1";"1";"1";"eine renoviert";"D G";"einen#116 renovierten#2"
"sehr erholsamer#strongpositive";"1";"1";"1";"sehr erholsam";"A G";"sehr#508 erholsamer#5"
"grosser nachteil#negative";"1";"1";"1";"groß Nachteil";"G N";"grosser#1 nachteil#1"
"nix anderes#negative";"1";"1";"1";"nix andere";"Q Q";"nix#2 anderes#10"
"super schön#strongpositive";"1";"1";"1";"super schön";"G V";"super#73 schön#44"
"die vielfalt#positive";"1";"1";"1";"die Vielfalt";"D N";"die#750 vielfalt#2"
"hat stil#positive";"1";"1";"1";"haben Stil";"V N";"hat#105 stil#6"
"nicht fertiggestellte#negative";"1";"1";"1";"nicht fertiggestellt";"O G";"nicht#366 fertiggestellte#1"
"teilweise altes#negative";"1";"1";"1";"teilweise alt";"A G";"teilweise#12 altes#5"
"durchweg hilfsbereit#positive";"1";"1";"1";"durchweg hilfsbereit";"A G";"durchweg#1 hilfsbereit#16"
"hinflug gecancelt#negative";"1";"1";"1";"Hinflug gecancelt";"O O";"hinflug#1 gecancelt#1"
"spaß gemacht#positive";"1";"1";"1";"Spaß machen";"N V";"spaß#4 gemacht#19"
"attraktive übernachtungspreise#positive";"1";"1";"1";"attraktiv Übernachtungspreis";"G N";"attraktive#1 übernachtungspreise#1"
"sehr laute#strongnegative";"1";"1";"1";"sehr laut";"A G";"sehr#508 laute#3"
"sehr eng#strongnegative";"1";"1";"1";"sehr eng";"A G";"sehr#508 eng#4"
"trotz aufpreis#negative";"1";"1";"1";"trotz Aufpreis";"P N";"trotz#24 aufpreis#3"
"deren sehenswürdigkeiten#positive";"1";"1";"1";"die Sehenswürdigkeit";"Q N";"deren#3 sehenswürdigkeiten#8"
"scheinbar einzigen#negative";"1";"1";"1";"scheinbar einzig";"G G";"scheinbar#3 einzigen#2"
"ein neues#positive";"1";"1";"1";"eine neu";"D G";"ein#331 neues#4"
"ohne mängel#positive";"1";"1";"1";"ohne Mangel";"C N";"ohne#40 mängel#5"
"mit blumen#positive";"1";"1";"1";"mit Blume";"P N";"mit#370 blumen#1"
"eher unscheinbar#negative";"1";"1";"1";"eher unscheinbar";"A G";"eher#41 unscheinbar#1"
"aber russen#negative";"1";"1";"1";"aber Russe";"A N";"aber#222 russen#10"
"geringe auswahl#negative";"1";"1";"1";"gering Auswahl";"G N";"geringe#1 auswahl#17"
"hilfsbereit war#positive";"1";"1";"1";"hilfsbereit sein";"G V";"hilfsbereit#16 war#339"
"schön eingerichtet#positive";"1";"1";"1";"schön einrichten";"G V";"schön#44 eingerichtet#23"
"ist bemüht#positive";"1";"1";"1";"sein bemühen";"V V";"ist#564 bemüht#5"
"noch 90er#negative";"1";"1";"1";"noch 90er";"A G";"noch#77 90er#1"
"nicht i.o#negative";"1";"1";"1";"nicht O";"O N";"nicht#366 i.o#2"
"zwei nahverkehrsbahnlinien#positive";"1";"1";"1";"zwei Nahverkehrsbahnlinien";"O O";"zwei#31 nahverkehrsbahnlinien#1"
"vollkommen zufrieden#strongpositive";"1";"1";"1";"vollkommen zufrieden";"G G";"vollkommen#3 zufrieden#14"
"ohne ende#negative";"1";"1";"1";"ohne Ende";"P N";"ohne#40 ende#12"
"gegenüber gleich#positive";"1";"1";"1";"gegenüber gleich";"P G";"gegenüber#11 gleich#12"
"viel abwechslung#positive";"1";"1";"1";"viele Abwechslung";"Q N";"viel#38 abwechslung#1"
"super schöne#strongpositive";"1";"1";"1";"super schön";"G G";"super#73 schöne#19"
"großer pluspunkt#positive";"1";"1";"1";"groß Pluspunkt";"G N";"großer#10 pluspunkt#1"
"sehr kalt#strongnegative";"1";"1";"1";"sehr kalt";"A G";"sehr#508 kalt#8"
"freudig überrascht#positive";"1";"1";"1";"freudig überraschen";"G V";"freudig#1 überrascht#6"
"besonders aufmerksames#strongpositive";"1";"1";"1";"besonders aufmerksam";"A G";"besonders#22 aufmerksames#2"
"stinken erbärmlich#strongnegative";"1";"1";"1";"stinken erbärmlich";"V G";"stinken#1 erbärmlich#1"
"super gelungener#strongpositive";"1";"1";"1";"super gelungen";"G G";"super#73 gelungener#1"
"sehr großen#strongpositive";"1";"1";"1";"sehr groß";"A G";"sehr#508 großen#14"
"roch modrig#negative";"1";"1";"1";"riechen modrig";"V G";"roch#5 modrig#2"
"angenehmes ambiente#positive";"1";"1";"1";"angenehm Ambiente";"G N";"angenehmes#6 ambiente#9"
"keine empfehlung#negative";"1";"1";"1";"keine Empfehlung";"Q N";"keine#65 empfehlung#3"
"je 2#negative";"1";"1";"1";"je 2";"P O";"je#5 2#56"
"unbedingt weiterzuempfehlen#strongpositive";"1";"1";"1";"unbedingt weiterempfehlen";"G V";"unbedingt#12 weiterzuempfehlen#1"
"fällt klein#negative";"1";"1";"1";"fallen|fällen klein";"V G";"fällt#4 klein#47"
"zu messezeiten#negative";"1";"1";"1";"zu Messezeit";"P N";"zu#273 messezeiten#1"
"super saubere#strongpositive";"1";"1";"1";"super sauber";"G G";"super#73 saubere#4"
"teilweise verschmutzt#negative";"1";"1";"1";"teilweise verschmutzen";"A V";"teilweise#12 verschmutzt#4"
"ausnehmend freundlich#strongpositive";"1";"1";"1";"ausnehmend freundlich";"G G";"ausnehmend#1 freundlich#45"
"wirklich ruhig#positive";"1";"1";"1";"wirklich ruhig";"G G";"wirklich#52 ruhig#22"
"sind verschimmelt#negative";"1";"1";"1";"sein verschimmeln";"V V";"sind#183 verschimmelt#3"
"sehr steil#strongnegative";"1";"1";"1";"sehr steil";"A G";"sehr#508 steil#1"
"einer strassenbahnstation#positive";"1";"1";"1";"eine Strassenbahnstation";"D O";"einer#49 strassenbahnstation#1"
"begeistert mit#positive";"1";"1";"1";"begeistert mit";"G P";"begeistert#6 mit#370"
"sehr kleinem#strongnegative";"1";"1";"1";"sehr klein";"A G";"sehr#508 kleinem#3"
"echt schlecht#negative";"1";"1";"1";"echt schlecht";"G G";"echt#5 schlecht#24"
"nicht gepfelgt#negative";"1";"1";"1";"nicht gepfelgt";"O O";"nicht#366 gepfelgt#1"
"knapp ok#positive";"1";"1";"1";"knapp ok";"G O";"knapp#5 ok#37"
"typisch amerikanisch#negative";"1";"1";"1";"typisch amerikanisch";"G G";"typisch#5 amerikanisch#1"
"toll gross#strongpositive";"1";"1";"1";"toll groß";"G G";"toll#10 gross#6"
"schöne woche#positive";"1";"1";"1";"schön Woche";"G N";"schöne#19 woche#14"
"luxuriös gestaltet#strongpositive";"1";"1";"1";"luxuriös gestalten";"G V";"luxuriös#2 gestaltet#10"
"wenig leistung#negative";"1";"1";"1";"wenige Leistung";"Q N";"wenig#38 leistung#9"
"etwas heruntergekommen#negative";"1";"1";"1";"etwas herunterkommen";"Q V";"etwas#80 heruntergekommen#1"
